,name,gender,genres,career_length,number_of_movies,avg_revenue_0,avg_budget_0,std_budget_0,avg_imdb_rating_0,avg_order_0,std_order_0,avg_popularity_0
1944,Dominic Sherwood,2,"[""[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 53, 'name': 'Thriller'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]""]",10,5,3200554.2,10000000.0,12649110.640673518,4.9799999999999995,4.6,4.963869458396343,21.9884
1946,Dominique McElligott,1,"[""[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]"", ""[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]""]",12,8,7950694.125,6787500.0,7680565.978494033,6.300000000000001,4.375,2.9553976043842223,31.08775
1947,Dominique Perry,1,"[""[{'id': 10749, 'name': 'Romance'}]"", '[]', ""[{'id': 35, 'name': 'Comedy'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"", '[]', ""[{'id': 10749, 'name': 'Romance'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]""]",11,8,13976431.625,5001500.0,13228190.191783607,5.2625,5.875,9.610378504512713,22.942625
1962,Donald Cerrone,2,"[""[{'id': 99, 'name': 'Documentary'}, {'id': 28, 'name': 'Action'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"", ""[{'id': 28, 'name': 'Action'}]"", ""[{'id': 28, 'name': 'Action'}]"", ""[{'id': 28, 'name': 'Action'}]"", ""[{'id': 28, 'name': 'Action'}]"", ""[{'id': 28, 'name': 'Action'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"", ""[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 37, 'name': 'Western'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 99, 'name': 'Documentary'}]"", ""[{'id': 28, 'name': 'Action'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 28, 'name': 'Action'}]"", ""[{'id': 28, 'name': 'Action'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"", '[]']",8,22,9508572.545454545,2818181.8181818184,12914531.503966458,6.072727272727272,7.590909090909091,9.247403030576603,9.554590909090907
1964,Donald Glover,2,"[""[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 28, 'name': 'Action'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"", '[]', ""[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]"", ""[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]"", ""[{'id': 99, 'name': 'Documentary'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]"", ""[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]"", ""[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 10402, 'name': 'Music'}]"", '[]', ""[{'id': 35, 'name': 'Comedy'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]"", ""[{'id': 99, 'name': 'Documentary'}]"", ""[{'id': 35, 'name': 'Comedy'}]"", ""[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 99, 'name': 'Documentary'}]""]",17,26,190588174.84615386,42138461.538461536,76299834.04016167,7.153846153846155,11.538461538461538,11.695596703397426,25.633346153846155
1974,Donovan Patton,2,"[""[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 10402, 'name': 'Music'}, {'id': 16, 'name': 'Animation'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]""]",10,5,148711921.4,40000000.0,80000000.0,6.8,14.4,22.49977777668037,7.378399999999999
1977,Dora Madison,1,"[""[{'id': 27, 'name': 'Horror'}]"", ""[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"", ""[{'id': 35, 'name': 'Comedy'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]"", ""[{'id': 27, 'name': 'Horror'}]"", '[]', ""[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 53, 'name': 'Thriller'}]"", ""[{'id': 27, 'name': 'Horror'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 53, 'name': 'Thriller'}]""]",12,20,1021111.45,2753500.0,5680535.428108868,5.85,8.3,12.554282137979856,9.287249999999998
1979,Dorian Brown Pham,1,"[""[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}]""]",14,8,782749.625,587500.0,1168800.13261464,5.8500000000000005,6.625,6.650892797211514,9.6495
1993,Douglas Arthurs,2,"[""[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 878, 'name': 'Science Fiction'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 28, 'name': 'Action'}]"", ""[{'id': 28, 'name': 'Action'}]"", ""[{'id': 28, 'name': 'Action'}]""]",11,10,7837040.2,6000000.0,13145341.380123986,4.65,11.3,5.728001396647874,6.943600000000001
1994,Douglas Booth,2,"[""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 36, 'name': 'History'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 27, 'name': 'Horror'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 36, 'name': 'History'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]"", ""[{'id': 99, 'name': 'Documentary'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 14, 'name': 'Fantasy'}]""]",17,20,31075195.45,17275000.15,45589329.04329148,6.445,3.25,4.481908075808784,17.431500000000007
1998,Douglas Tait,2,"[""[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 27, 'name': 'Horror'}]"", ""[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]"", ""[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]"", ""[{'id': 99, 'name': 'Documentary'}]"", ""[{'id': 27, 'name': 'Horror'}]"", ""[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]"", ""[{'id': 27, 'name': 'Horror'}]"", ""[{'id': 35, 'name': 'Comedy'}]"", ""[{'id': 27, 'name': 'Horror'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 27, 'name': 'Horror'}]"", ""[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]"", '[]', ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 27, 'name': 'Horror'}]"", ""[{'id': 99, 'name': 'Documentary'}]"", ""[{'id': 27, 'name': 'Horror'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]"", ""[{'id': 878, 'name': 'Science Fiction'}]"", ""[{'id': 27, 'name': 'Horror'}]"", ""[{'id': 99, 'name': 'Documentary'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]""]",17,31,41003802.12903226,17638225.80645161,41341317.0379571,5.2,14.419354838709678,26.1518816858902,8.562935483870966
2000,Dove Cameron,1,"[""[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 10402, 'name': 'Music'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 9648, 'name': 'Mystery'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]"", ""[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]"", ""[{'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 10751, 'name': 'Family'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]"", ""[{'id': 10402, 'name': 'Music'}]"", ""[{'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 10402, 'name': 'Music'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 14, 'name': 'Fantasy'}]"", ""[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 10402, 'name': 'Music'}]"", ""[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]"", ""[{'id': 35, 'name': 'Comedy'}]""]",9,25,6118918.48,4380000.0,13137366.554983538,6.132000000000001,5.0,8.885943956609225,26.57948
2007,Drew Starkey,2,"[""[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 53, 'name': 'Thriller'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 36, 'name': 'History'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]"", ""[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 99, 'name': 'Documentary'}]"", ""[{'id': 18, 'name': 'Drama'}]""]",8,12,12874926.583333334,6837541.666666667,9517434.824788516,7.216666666666668,13.0,16.242947187420555,43.44533333333334
2008,Drew Waters,2,"[""[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]"", ""[{'id': 37, 'name': 'Western'}]"", ""[{'id': 37, 'name': 'Western'}, {'id': 28, 'name': 'Action'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 10751, 'name': 'Family'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 9648, 'name': 'Mystery'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 37, 'name': 'Western'}]"", ""[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 37, 'name': 'Western'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]"", ""[{'id': 10770, 'name': 'TV Movie'}, {'id': 37, 'name': 'Western'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]""]",17,25,24336274.28,8968000.0,42480967.22062717,5.6400000000000015,9.96,16.288597238559248,6.658280000000001
2014,Dwyane Wade,2,"[""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 99, 'name': 'Documentary'}]"", ""[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 99, 'name': 'Documentary'}]"", ""[{'id': 10402, 'name': 'Music'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]"", ""[{'id': 99, 'name': 'Documentary'}]""]",12,9,25116448.333333332,8888888.888888888,16629588.385661962,6.788888888888889,23.333333333333332,30.97669374797052,13.394333333333332
2017,Dylan Arnold,2,"[""[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 18, 'name': 'Drama'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"", ""[{'id': 27, 'name': 'Horror'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"", ""[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]""]",11,19,82538123.15789473,10157894.736842105,22309457.890261266,6.347368421052632,7.7894736842105265,10.071214568307362,27.792105263157897
2020,Dylan Kingwell,2,"[""[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"", ""[{'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 27, 'name': 'Horror'}]"", ""[{'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10770, 'name': 'TV Movie'}]"", ""[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"", ""[{'id': 18, 'name': 'Drama'}]""]",6,10,3837830.0,4800000.0,9917661.01457395,5.83,9.5,5.783597496368502,17.7053
