name,genre_mean_weighted,number_of_movies,popularity_0,vote_average_0,budget_0,revenue_0,popularity_1,vote_average_1,budget_1,revenue_1,popularity_2,vote_average_2,budget_2,revenue_2
Emily Blunt,['Science Fiction'],14.0,27.482000000000003,6.575,16500000.0,100657246.5,12.76675,6.57225,28750000.0,41438730.25,23.373500000000003,6.019166666666667,70533333.33333333,129053022.5
Anne Hathaway,['Romance'],14.0,20.47225,6.395250000000001,15250000.0,52538224.75,27.61375,6.78825,32875000.0,152910302.0,59.4425,6.618833333333334,79500000.0,333726426.5
Owen Wilson,['Family'],33.0,21.317090909090908,5.99309090909091,42636363.63636363,133081774.45454545,26.033727272727273,6.227727272727273,62272727.27272727,164949126.36363637,24.58536363636364,6.25609090909091,65454545.45454545,161533526.9090909
Matthew Lillard,['Mystery'],22.0,32.20928571428571,6.4717142857142855,10285714.285714285,55654636.14285714,23.424285714285713,5.715142857142858,30928571.42857143,66754190.71428572,20.245875,6.035625,34250000.0,61160117.625
Emma Stone,['Romance'],11.0,31.298000000000002,6.307666666666667,20000000.0,83339452.0,23.346333333333334,6.280666666666666,24533333.333333332,62055632.666666664,36.447399999999995,7.055,35600000.0,138297634.2
Matthew Perry,['Romance'],11.0,16.834666666666667,5.521,6666666.666666667,20109983.333333332,19.715333333333334,5.887666666666667,30433333.333333332,37490550.333333336,20.7068,5.8713999999999995,30800000.0,57974140.8
Morgan Freeman,['Mystery'],47.0,22.89033333333333,6.616133333333335,26893333.333333332,76099744.93333334,24.56573333333333,6.383066666666667,51166666.666666664,130580530.13333334,31.142411764705884,6.6764705882352935,68588235.29411764,218271392.4117647
Liam Neeson,['War'],48.0,11.8724375,6.0605625,8156250.0,17108881.3125,28.5525625,6.6858125,54812500.0,169521020.0625,38.88975,6.445375,86843750.0,276131228.9375
Cillian Murphy,['Science Fiction'],13.0,21.837249999999997,6.71425,22250000.0,73764245.25,27.157,7.1855,39625000.0,100262486.25,48.5532,6.897,123800000.0,499843633.2
Lena Headey,['War'],10.0,18.375333333333334,6.464000000000001,8500000.0,7814694.0,24.38233333333333,5.6803333333333335,47666666.666666664,49575485.666666664,14.629750000000001,5.8795,17175000.0,17526105.75
Kelly Reilly,['Mystery'],7.0,11.594000000000001,6.4935,2650000.0,7374931.5,36.464,7.3665,20500000.0,72671928.0,35.42133333333334,7.046,75950330.0,287542782.6666667
Ryan Reynolds,['Science Fiction'],18.0,18.345666666666666,5.991166666666667,23542711.5,41140762.5,18.611166666666666,6.415166666666667,29966666.666666668,95372457.5,34.48433333333333,6.2218333333333335,79500000.0,240771525.16666666
Hayley Atwell,['Science Fiction'],4.0,6.664,6.3,9000000.0,706000.0,10.359,6.4,20000000.0,13204291.0,34.489000000000004,6.9945,78879884.5,206938049.5
Mark Hamill,['Science Fiction'],16.0,31.108000000000004,6.9582,6940000.0,269100845.4,21.265800000000002,6.619400000000001,15670000.0,123652103.8,8.289833333333332,5.1575,14166666.666666666,6648201.166666667
Will Smith,['Science Fiction'],19.0,23.844333333333335,6.453333333333334,37333333.333333336,202623640.16666666,26.79383333333333,6.346999999999999,108666666.66666667,196190176.33333334,37.477714285714285,6.918142857142857,87142857.14285715,318822234.14285713
Zoe Saldaña,['Science Fiction'],16.0,33.759,6.4938,44600000.0,164005409.2,19.4936,6.1942,28605000.0,99517027.2,20.746333333333332,5.900166666666667,20633333.333333332,37425048.833333336
Mel Gibson,['War'],32.0,23.234,6.651400000000001,9895000.0,76612916.4,23.8029,6.5274,50700000.0,169839762.5,19.25433333333333,6.169499999999999,46333333.333333336,113152882.75
Gal Gadot,['Action'],3.0,8.393,6.679,85000000.0,363164265.0,16.487,6.08,55000000.0,152263880.0,27.595,6.2,117000000.0,261989769.0
Kristen Stewart,['Romance'],21.0,20.100285714285715,5.992428571428571,37142857.14285714,52550689.71428572,26.919142857142855,6.1049999999999995,26857142.85714286,107334938.57142857,32.162285714285716,6.257714285714286,52114285.71428572,262776987.0
Denzel Washington,['Science Fiction'],34.0,12.956363636363637,6.439818181818182,12454545.454545455,18062145.0,18.150363636363636,6.5476363636363635,40272727.27272727,72889816.45454545,26.532166666666665,7.003416666666666,57625000.0,117047749.75
Joseph Gordon-Levitt,['Romance'],20.0,20.965833333333336,5.996833333333334,18000000.0,58216784.833333336,18.913,6.474333333333334,35079166.666666664,22600382.166666668,26.172625,6.390874999999999,65312500.0,186016009.125
Val Kilmer,['Romance'],33.0,26.175090909090912,6.771454545454547,22409090.90909091,72234693.0909091,17.151363636363637,6.204090909090909,39477272.72727273,43592330.72727273,12.602000000000002,5.687454545454546,28090909.09090909,22305094.09090909
Nicole Kidman,['Mystery'],29.0,14.24622222222222,6.319888888888889,26320042.777777776,46298294.0,25.935444444444443,6.733999999999999,48500000.0,118193396.33333333,21.33418181818182,6.0867272727272725,63863636.36363637,111237341.81818181
Vin Diesel,['Crime'],14.0,31.87975,7.570500000000001,42750750.0,139274172.25,27.237250000000003,6.61775,34500000.0,141675055.25,134.5535,6.238166666666667,57500000.0,139977084.33333334
Matt Damon,['Mystery'],43.0,22.94564285714286,6.84692857142857,34946428.571428575,84023889.35714285,31.475571428571435,6.7400714285714285,63571428.571428575,158461314.2142857,20.790599999999998,6.684799999999999,56746666.666666664,146844217.46666667
Elizabeth Mitchell,['Family'],6.0,13.896,5.713,26000000.0,34053122.5,21.5625,5.9165,44500000.0,86421177.5,24.166,6.2465,14500000.0,47000061.0
Rachel Griffiths,['War'],9.0,10.632666666666667,6.2010000000000005,13666666.666666666,104938861.0,11.744333333333335,6.4013333333333335,17666666.666666668,27988805.666666668,13.372333333333332,6.229666666666667,8100000.0,27394186.0
Taylor Swift,['Family'],3.0,22.994,6.608,35000000.0,155545279.0,14.945,5.906,52000000.0,216485654.0,124.438,6.491,70000000.0,348840316.0
James Spader,['Science Fiction'],19.0,17.521333333333335,6.367166666666667,6366518.0,25799065.333333332,13.214166666666669,6.3643333333333345,6033333.333333333,15233007.833333334,15.575,5.742285714285714,37714286.85714286,48913991.428571425
John Krasinski,['War'],18.0,17.903499999999998,6.3425,34166666.666666664,65716362.666666664,30.442833333333336,6.117666666666666,83000000.0,243433504.5,25.174833333333336,6.615833333333334,70333333.33333333,205572831.66666666
Emma Watson,['Family'],10.0,152.05966666666666,7.879333333333332,118333333.33333333,880989528.6666666,91.879,7.200333333333333,120000000.0,640360579.6666666,95.288,7.57175,157850000.0,816208495.0
Alan Ritchson,['Family'],3.0,2.129,7.4,2500000.0,0.0,1.623,3.1,2200000.0,0.0,17.201,6.1,20000000.0,18599102.0
Daniel Radcliffe,['Fantasy'],12.0,118.31325000000001,7.41525,94000000.0,667744262.0,98.19325,7.301,138500000.0,692034861.25,68.95475,7.28075,99400000.0,606286955.75
Rachael Harris,['Family'],16.0,19.4774,6.0176,66200000.0,98474877.6,16.6754,5.91,65400000.0,68738680.0,48.22233333333333,6.6345,43000000.0,194251513.16666666
Judd Nelson,['TV Movie'],13.0,15.90025,6.77175,4000000.0,26174258.0,11.090250000000001,5.56225,6250000.0,13765641.0,9.7066,5.562199999999999,9800000.0,10780634.4
Dakota Fanning,['Family'],14.0,15.155750000000001,6.319000000000001,23250000.0,77502506.0,36.52825,6.429,57250000.0,109020259.25,47.267500000000005,6.692666666666667,42333333.333333336,178201178.16666666
Annette Bening,['Science Fiction'],21.0,12.499285714285717,6.521285714285715,21000000.0,28385918.285714287,18.971,6.212999999999999,52428571.428571425,101787184.14285715,13.650142857142857,6.418142857142857,12357142.857142856,26747431.57142857
Keanu Reeves,['Science Fiction'],32.0,18.741400000000002,6.7846,14850000.0,53170677.8,19.7588,6.0496,29000000.0,68282053.5,21.55683333333333,6.460249999999999,46891666.666666664,121294496.91666667
Bruce Dern,['Mystery'],27.0,15.850666666666667,6.903111111111111,2883198.111111111,6496591.333333333,13.536222222222221,6.168,19555555.555555556,19702254.111111112,18.117111111111107,5.947555555555557,32000000.0,76393141.55555555
January Jones,['Romance'],11.0,23.404666666666667,6.088666666666666,60000000.0,95665778.33333333,32.276,6.572333333333334,40000000.0,169022489.0,16.978,6.8324,54400000.0,109376996.4
Colin Farrell,['Romance'],25.0,18.803,6.79525,40000000.0,91500561.875,19.237125,6.40025,58375000.0,81173081.375,20.165555555555557,6.450777777777777,34333333.333333336,69856293.1111111
Harrison Ford,['Science Fiction'],45.0,18.511933333333335,6.376666666666667,6325133.333333333,109680603.86666666,28.494466666666668,6.9836,33356666.666666668,205455374.06666666,20.5024,6.060533333333334,82000000.0,169920453.0
Elizabeth Olsen,['Science Fiction'],5.0,9.215,5.413,2000000.0,13101672.0,15.709,6.631,0.0,3538446.0,13.597666666666669,6.398666666666667,6533333.333333333,5230356.666666667
Sylvester Stallone,['Romance'],49.0,26.5675,6.3347500000000005,6294687.5,60642317.0,29.3375,6.208875000000001,37125000.0,106130716.75,27.856000000000005,5.881588235294117,48582352.941176474,103379319.05882353
Rupert Friend,['War'],6.0,35.6165,6.9735,14000000.0,66234309.5,37.817499999999995,6.7255,39750000.0,22859800.5,11.9905,6.6235,29000000.0,19282325.5
Charlize Theron,['Science Fiction'],24.0,20.319,6.5985,53250000.0,56205706.0,18.644375,6.348875,36875000.0,56348112.125,24.705875,6.414625,50625000.0,113271622.875
Diane Lane,['Family'],24.0,14.545125,6.4745,19062500.0,12785665.375,18.896625,6.0655,41812500.0,74145304.875,16.301000000000002,6.313750000000001,25375000.0,69579560.5
Tom Hanks,['Family'],38.0,16.047083333333337,6.097,14250000.0,51943489.416666664,43.51291666666666,7.342583333333333,53416666.666666664,261875224.25,40.94457142857143,6.6345714285714275,84892857.14285715,306989056.28571427
Tyrese Gibson,['Science Fiction'],8.0,17.2155,6.5785,30500000.0,25195414.5,17.3705,6.6530000000000005,22500000.0,56863988.5,29.87025,6.2425,142750000.0,684431552.5
Katheryn Winnick,['Science Fiction'],9.0,22.782666666666668,6.092,45000000.0,132426358.0,17.199333333333332,5.392666666666667,20333333.333333332,43464804.333333336,69.10233333333333,6.330666666666667,35000000.0,67371602.66666667
Leonardo DiCaprio,['Romance'],15.0,26.559999999999995,7.095599999999999,12500000.0,42163515.0,38.644600000000004,7.5404,73000000.0,204375103.8,30.425800000000002,7.0714,69000000.0,210055193.0
Tom Hiddleston,['Science Fiction'],3.0,27.161,7.534,17000000.0,151119219.0,7.685,5.883,0.0,1126525.0,23.868,7.307,66000000.0,177584879.0
Ryan Gosling,['Romance'],15.0,28.830600000000004,7.0078000000000005,22100000.0,62135444.4,17.1012,6.732600000000001,14540000.0,23531224.8,22.9926,6.618399999999999,25660000.0,70479263.6
John Travolta,['Family'],35.0,24.62663636363636,6.35581818181818,12777272.727272727,94266694.27272727,18.988909090909093,6.092363636363635,50000000.0,96716799.9090909,20.260615384615388,6.066076923076924,50461538.461538464,100331014.46153846
Amanda Seyfried,['War'],7.0,51.85,6.9190000000000005,13250000.0,81263138.5,29.059,5.45,11000000.0,15802236.0,19.388333333333335,6.388000000000001,24000000.0,63136963.0
Tom Hardy,['Science Fiction'],15.0,26.217400000000005,6.4216,41100000.0,62613976.0,14.459799999999998,6.1086,8646000.0,7340847.0,35.0282,7.078799999999999,79200000.0,279126329.4
Timothy Olyphant,['Mystery'],19.0,25.231666666666666,6.526166666666668,26583333.333333332,92693680.0,21.553,6.112333333333333,36833333.333333336,33384970.5,23.56742857142857,6.222714285714285,35428571.428571425,103248307.71428572
Carla Gugino,['Family'],25.0,12.7625,5.895,9125000.0,37613187.375,23.987375,5.796875,36750000.0,140049327.25,20.538777777777778,5.861555555555555,47000000.0,105333212.44444445
Pierce Brosnan,['Romance'],28.0,11.921222222222221,5.656555555555555,13142029.333333334,57270003.666666664,22.700666666666663,6.358888888888889,67777777.77777778,137327125.1111111,19.549500000000002,6.2496,28350000.0,45934794.0
Clancy Brown,['Family'],23.0,18.70157142857143,6.1337142857142855,4285714.285714285,11463590.142857144,42.05014285714286,7.102428571428571,44428571.428571425,89353655.71428572,22.447,6.058555555555555,58000000.0,76755399.8888889
Gina Gershon,['Romance'],24.0,18.91425,6.359875,16187500.0,42012436.75,12.751625,5.8248750000000005,36062500.0,46008374.0,11.396125,6.097625,9125000.0,21662373.875
Cole Hauser,['Science Fiction'],13.0,24.167749999999998,7.081250000000001,19750000.0,71733066.0,21.993000000000002,6.66675,44500000.0,43030851.0,14.429599999999999,5.7232,21500000.0,51222797.8
Mila Kunis,['Comedy'],12.0,26.287499999999998,5.2635000000000005,9956250.0,4975091.5,21.495749999999997,6.175750000000001,50000000.0,124990413.75,42.4465,6.659,74500000.0,380044288.5
Tara Strong,[],12.0,18.9295,6.34575,17750000.0,55054446.25,17.7455,6.471,15625000.0,38538006.75,35.3605,6.367999999999999,63875000.0,323231980.5
Eva Mendes,['Romance'],19.0,21.807333333333332,5.736,23608333.333333332,46541176.166666664,24.513166666666667,6.072166666666667,49166666.666666664,120526704.16666667,16.193285714285715,5.844428571428572,31000000.0,40436599.28571428
Russell Crowe,['Romance'],19.0,14.0775,6.536666666666666,21333333.666666668,34718593.833333336,32.27316666666667,7.241333333333333,83500000.0,182754384.0,24.46814285714286,6.796571428571428,81571428.57142857,137347045.2857143
Rosario Dawson,['Science Fiction'],22.0,15.271142857142857,5.956,44357142.85714286,71457860.0,17.688,6.688000000000001,45142857.14285714,48343524.428571425,20.63775,6.2067499999999995,40218750.0,93284831.5
Aubrey Plaza,['Romance'],3.0,2.003,5.587,250000.0,245000.0,13.02,6.785,750000.0,4424699.0,71.409,7.031,200000000.0,743559607.0
Jennifer Lawrence,['Science Fiction'],5.0,13.863,6.6,20000000.0,5642478.0,13.019,6.371,21000000.0,970816.0,27.497666666666664,6.761333333333333,80633333.33333333,364101993.0
Kevin Bacon,['Science Fiction'],43.0,19.361785714285713,6.384928571428572,7746428.571428572,38548197.428571425,18.89014285714286,6.564928571428571,29571428.57142857,78853717.85714285,14.006066666666667,6.498666666666668,26033333.333333332,51841023.8
Gerard Butler,['Family'],21.0,20.14785714285714,6.0244285714285715,53000000.0,111238703.85714285,18.83757142857143,6.323857142857144,27571428.57142857,92183426.14285715,28.387571428571427,6.620857142857143,47242857.14285714,110093958.14285715
Isabelle Adjani,['Mystery'],11.0,14.321666666666667,7.216333333333334,1333333.3333333333,1954333.3333333333,19.600333333333335,7.084333333333333,1133333.3333333333,516377.3333333333,11.3854,6.2668,11600000.0,7540297.4
Gillian Jacobs,['Mystery'],4.0,12.595,6.111,3000000.0,3982459.0,10.485,5.873,15000000.0,5024782.0,15.5785,6.066,20000000.0,21484910.0
Phoebe Cates,['Family'],6.0,20.1795,6.521,2250000.0,16340840.0,25.820500000000003,6.396,18000000.0,84600589.5,20.0715,5.968999999999999,25000000.0,22251918.0
Christian Bale,['Crime'],26.0,16.023125,6.787,10525000.0,18200654.375,28.045375,6.78425,38750000.0,72800816.75,33.4764,7.3078,71100000.0,250190202.0
Sam Elliott,['Romance'],16.0,19.028,6.707599999999999,15000000.0,30604015.6,15.171199999999999,6.2158,32700000.0,58654592.8,24.094833333333337,5.8453333333333335,49333333.333333336,116852465.5
Rhys Ifans,['Action'],17.0,19.974,6.373,42000000.0,97343617.8,17.782,6.3114,47600000.0,70116469.2,31.74685714285714,6.738428571428571,51714285.71428572,159434847.14285713
Benedict Cumberbatch,['War'],8.0,18.792,7.2684999999999995,15000000.0,81568492.0,17.306,6.811,17983843.0,42209663.0,16.998,6.9495000000000005,30250000.0,83104752.5
Christina Ricci,['Family'],23.0,31.035714285714285,6.626285714285714,27714285.714285713,94684805.14285715,14.742,6.281142857142856,18667142.85714286,11375344.142857144,17.91788888888889,5.833444444444444,19572222.222222224,52986830.44444445
Channing Tatum,['Science Fiction'],16.0,19.9876,6.2972,12000000.0,37226169.0,20.431,5.849200000000001,59000000.0,88076994.2,22.82116666666667,6.093166666666666,41166666.666666664,161695058.83333334
Ashley Jensen,['Family'],5.0,59.786,7.815,165000000.0,494879471.0,28.735,5.862,36000000.0,189712432.0,19.652666666666665,6.614,23333333.333333332,44186060.0
Patrick Wilson,['Thriller'],14.0,16.425,6.463,22487500.0,43012434.75,13.48775,6.021999999999999,16000000.0,24871847.0,32.49616666666667,6.356166666666667,50583333.333333336,127342523.33333333
Adam Sandler,['Family'],32.0,18.0517,5.6572000000000005,14920000.0,42663101.9,27.137099999999997,6.082800000000001,38320000.0,111003857.2,33.72183333333333,6.003499999999999,71708333.33333333,161741202.58333334
Rick Hoffman,['Science Fiction'],9.0,11.398333333333333,5.8886666666666665,42216666.666666664,56260272.0,23.602333333333334,6.292999999999999,50000000.0,206320250.0,15.96566666666667,5.430666666666666,8400000.0,12018101.666666666
Mads Mikkelsen,['Action'],11.0,9.808333333333334,6.22,7321666.666666667,606470.0,31.719333333333335,7.097666666666666,91233333.33333333,267548653.33333334,21.941200000000002,6.1718,42428376.0,126254721.0
Evangeline Lilly,['Science Fiction'],6.0,30.418,6.1739999999999995,23500000.0,86088938.0,51.3735,6.224,26200000.0,56543237.5,55.253,7.1195,62500000.0,174249640.0
Leslie Mann,['Family'],15.0,18.6636,5.9672,41340000.0,113779379.4,21.456799999999998,5.6992,28200000.0,118742668.0,37.3776,6.5084,47000000.0,164862276.4
Johnny Depp,['Family'],29.0,26.699666666666666,6.736444444444444,10233333.333333334,31159952.111111112,30.555777777777777,6.634666666666667,49007777.777777776,126869824.77777778,47.076181818181816,6.4866363636363635,99090909.0909091,283891706.0
Willem Dafoe,['Family'],46.0,16.95606666666667,6.594600000000001,14533333.333333334,30764972.066666666,31.358200000000004,6.6714,50906666.666666664,225195823.13333333,24.9966875,6.0834375000000005,49403125.0,100769409.25
Alexandra Daddario,['Family'],4.0,15.079,7.0,1500000.0,11098131.0,4.969,5.0,0.0,137341.0,45.6465,5.9399999999999995,65500000.0,154848604.5
Paul Giamatti,['Romance'],36.0,24.887666666666664,6.8477500000000004,40000000.0,137393514.33333334,23.268416666666667,6.347166666666666,46541666.666666664,103630670.41666667,20.246666666666666,6.210250000000001,45666666.666666664,100195596.66666667
Eva Green,['War'],8.0,26.017000000000003,7.2515,9000000.0,12461270.0,47.7595,6.1080000000000005,76500000.0,109061313.5,21.37125,6.768750000000001,38275000.0,149821672.0
Joey King,['Romance'],7.0,21.688,6.128,48500000.0,169714109.0,47.8805,6.6335,52500000.0,456990280.0,46.482,6.979333333333333,166666666.66666666,572663139.6666666
Tilda Swinton,['Science Fiction'],17.0,14.3762,6.4694,19480715.0,49885434.8,44.946200000000005,6.812400000000001,63000000.0,223505873.2,32.74557142857143,7.037857142857144,85142857.14285715,202171869.85714287
Frank Welker,['Family'],92.0,25.068633333333334,6.410399999999999,17794366.666666668,79070596.46666667,23.24716666666667,6.107133333333333,36328333.333333336,104476042.96666667,44.0733125,6.3415937499999995,79790625.0,287035928.96875
Kate Beckinsale,['Thriller'],17.0,11.3036,6.3936,12400000.0,8348499.2,34.6542,6.6982,64500000.0,194921509.0,26.26342857142857,6.32757142857143,45928571.428571425,74457779.85714285
Idris Elba,['Family'],11.0,25.637,7.019666666666667,41666666.666666664,121040986.0,19.450333333333333,5.728666666666666,11333333.333333334,39017049.666666664,38.383799999999994,6.334999999999999,77400000.0,198394619.4
Antonio Banderas,['Family'],37.0,16.5705,6.088583333333332,24616666.666666668,56147562.75,31.932916666666667,6.04225,59000000.0,152717005.08333334,35.762846153846155,6.1716923076923065,53076923.07692308,181897414.6153846
Michael Sheen,['Romance'],20.0,18.468166666666665,6.303333333333334,24026462.5,29667063.0,31.40833333333333,6.934166666666667,54266666.666666664,107620166.0,35.0955,6.581625,50875000.0,258175524.0
Tobey Maguire,['Action'],15.0,15.407599999999999,6.893599999999999,20800000.0,17382845.2,33.7042,6.697,69000000.0,230393047.8,43.151399999999995,6.816799999999999,124200000.0,416877946.2
Zach Galifianakis,['Comedy'],17.0,16.294999999999998,5.9972,25000000.0,31078928.6,32.318599999999996,6.375200000000001,52600000.0,229669395.6,28.34314285714286,6.363571428571428,70285714.28571428,245214812.2857143
Will Ferrell,['Family'],27.0,20.147222222222222,5.840222222222222,17722222.222222224,62363033.88888889,21.352777777777778,6.321999999999999,47277777.777777776,124018434.77777778,23.534555555555553,6.032222222222222,67000000.0,124371641.77777778
Keira Knightley,['War'],19.0,35.05516666666667,6.721666666666667,49750026.5,318627165.5,42.145833333333336,6.979833333333333,87833333.33333333,239827734.83333334,15.964,6.502571428571428,12822824.142857144,25029151.714285713
Bruce Willis,['Mystery'],57.0,22.883894736842105,6.36121052631579,32210526.315789472,90750229.05263157,25.81457894736842,6.5520000000000005,55805263.15789474,153088951.63157895,27.304894736842105,6.258473684210527,58594473.684210524,156076899.10526314
Michael Keaton,['Science Fiction'],31.0,12.9406,6.169700000000001,6510000.0,27129870.2,17.2672,6.3941,21650000.0,89245348.9,27.02963636363636,6.298181818181818,60181818.18181818,188396624.63636363
Tom Cruise,['Mystery'],30.0,25.2485,6.475700000000001,12210000.0,82367943.7,31.828800000000008,7.1126000000000005,46800000.0,232842045.2,35.514799999999994,6.5405999999999995,95500000.0,308475835.9
Lacey Chabert,['Family'],9.0,27.114666666666665,5.207000000000001,33100000.0,67542585.0,21.610333333333333,6.165333333333334,40000000.0,73292299.66666667,36.239666666666665,5.784666666666666,9333333.333333334,50545709.333333336
Jeremy Piven,['Family'],33.0,13.086818181818181,6.407636363636363,6675618.7272727275,10937925.0,23.078,6.519636363636365,41545454.54545455,93746364.9090909,26.298454545454543,6.172818181818181,40272727.27272727,100545469.81818181
Clint Eastwood,['Western'],46.0,24.371533333333332,7.112933333333334,3481666.6666666665,17958851.866666667,18.768866666666668,6.474133333333332,10640000.0,51401482.8,22.7041875,6.82925,34652500.0,108864791.3125
Hayden Christensen,['Science Fiction'],11.0,17.834333333333333,6.903666666666666,4666666.666666667,6756603.666666667,19.962666666666667,6.856000000000001,48000000.0,217447693.33333334,19.444,6.032400000000001,44000000.0,64410844.2
Samuel L. Jackson,['Mystery'],66.0,22.719318181818185,6.762227272727273,18663636.363636363,71905227.18181819,25.459454545454545,6.491863636363638,54386363.63636363,175699810.5,27.361954545454545,6.339181818181817,48780227.27272727,127350164.95454545
Thomas Lennon,['Romance'],21.0,18.864285714285717,6.253428571428571,23285714.285714287,59592934.571428575,15.483,5.767285714285714,11100000.0,41642359.71428572,26.792428571428577,6.279142857142857,70714285.71428572,264086447.85714287
Tina Majorino,['Family'],5.0,17.781,6.472,0.0,50021959.0,41.93,6.197,175000000.0,264218220.0,13.333666666666666,6.296,7133333.333333333,15392291.0
Natalie Portman,['Science Fiction'],22.0,32.111000000000004,6.981000000000002,45571428.571428575,188662165.14285713,25.71842857142857,6.880857142857144,53428571.428571425,166433444.7142857,24.888999999999996,6.591749999999999,20737500.0,90011938.125
Asa Butterfield,['War'],5.0,58.242,7.851,12500000.0,20416563.0,28.42,5.845,150000000.0,0.0,29.822999999999997,6.680666666666667,105000000.0,134852824.0
Elisha Cuthbert,['Mystery'],4.0,39.56,7.105,40000000.0,247933248.0,42.467,6.71,21000000.0,31635150.0,25.491999999999997,5.381,28500000.0,39843660.5
Famke Janssen,['Thriller'],18.0,17.833666666666666,6.055499999999999,23666666.666666668,19749952.666666668,11.666666666666666,6.003333333333333,34416666.666666664,75554438.33333333,18.023999999999997,5.9768333333333326,51041666.666666664,161374607.16666666
Travis Fimmel,['War'],3.0,11.354,4.542,6000000.0,69497.0,5.719,5.163,3500000.0,0.0,22.067,6.386,21800000.0,0.0
Henry Winkler,['Music'],15.0,21.749599999999997,6.2964,5292000.0,43014096.6,18.5608,5.933400000000001,27500000.0,63138102.8,25.1374,5.9786,52500000.0,107450343.2
Vera Farmiga,['Mystery'],15.0,12.130799999999999,6.3676,44400000.0,32395438.0,27.304000000000002,6.9328,22800000.0,64397238.4,21.66,6.5922,18200000.0,78626872.0
Courteney Cox,['Mystery'],13.0,19.1935,6.23975,18625000.0,41239484.5,44.15924999999999,6.242750000000001,21250000.0,126811060.0,31.547000000000004,6.078,65720000.0,125881985.4
Charlie Hunnam,['Science Fiction'],5.0,10.757,4.8,25000000.0,10719357.0,17.844,6.914,79000000.0,173013509.0,38.49033333333333,6.867,88666666.66666667,160736452.0
Ray Liotta,['Mystery'],29.0,18.755,6.46811111111111,14888888.888888888,29260720.0,18.52011111111111,6.60211111111111,25922222.222222224,48082825.55555555,16.800181818181816,5.940636363636363,30000000.0,73240626.72727273
Daniel Craig,['Mystery'],20.0,20.486333333333334,6.543666666666667,40166666.666666664,93461321.16666667,21.295166666666667,6.765999999999999,60000000.0,132742170.66666667,25.22475,6.41875,86500000.0,184883198.5
Kristen Wiig,['Family'],16.0,15.7798,6.1076,19200000.0,58801648.8,37.9504,6.831,61960000.0,304107451.6,19.291666666666668,6.156833333333334,31250000.0,120559619.5
Dakota Johnson,['Romance'],4.0,40.345,7.36,40000000.0,224920315.0,17.77,6.329,17000000.0,43202283.0,25.036500000000004,6.339,36000000.0,127877345.5
Mimi Rogers,['Science Fiction'],19.0,12.957333333333333,6.074333333333333,15333333.333333334,16214827.333333334,11.067666666666668,6.357833333333335,12716666.666666666,14925799.5,16.69,5.799714285714286,23014947.57142857,52019257.71428572
Chris Hemsworth,['Science Fiction'],3.0,24.45,6.3,14000000.0,22852638.0,37.057,5.982,170000000.0,396600000.0,25.604,7.711,38000000.0,90247624.0
Chloë Grace Moretz,['Science Fiction'],9.0,15.464666666666666,5.215,14166666.666666666,46086354.0,36.89233333333333,6.423000000000001,11500000.0,64996134.333333336,20.155,6.566,63333333.333333336,70291004.33333333
