name,popularity_0,vote_avg_0,year_of_release_0,budget_0,revenue_0,popularity_1,vote_avg_1,year_of_release_1,budget_1,revenue_1,popularity_2,vote_avg_2,year_of_release_2,budget_2,revenue_2,female,male
Gary Oldman,1.5076325858998658,2.0195361249229005,2008.0,1.3163240386386692,2.1980074847624365,0.010763764409409338,1.1345911053672415,2012.0,1.3862347688551324,0.8122040572389769,-0.8961420403944094,0.3625267344912739,2017.0,-2.458226542990905,-1.9938465879551206,0,1
Florence Pugh,-0.48909611030991784,0.4928602679267806,2019.0,-2.091787292777276,-1.43942819025797,-1.1097707665441894,1.2579705340568494,2019.0,-1.9202686881014872,-1.2904019776855369,-0.3621227087423342,0.3053731308402182,2021.0,0.5808930755476784,-0.647513101820947,1,0
Jason Statham,-1.0796773916044526,1.2183420593342635,2000.0,-3.5154209487053665,-2.5606573374779957,-1.6659768316660093,-0.013050304599027432,2002.0,-3.355363548270821,-2.3197518915081545,0.23061827390273226,-0.7374294620913344,2018.0,-0.18680253139272882,-0.5030285796285963,0,1
Jackie Chan,-0.35228345835952046,0.33126541407745064,1998.0,-1.917067733483888,-0.7980396746869595,-0.6589725164444843,0.007158394927717928,2001.0,-0.06995225982123622,-0.5079728788353137,-0.4782455657487622,-0.5539363135274172,2007.0,-0.3624708252089107,-1.4958207886778785,0,1
Scarlett Johansson,-0.8849826419427765,1.065787477028951,2014.0,0.774196918312062,0.9363675183765153,-0.9694198958231626,-0.2874631718569491,2014.0,-2.784103219191736,-0.594139148129249,-0.3621227087423342,0.3053731308402182,2021.0,0.5808930755476784,-0.647513101820947,1,0
Josh Hutcherson,-0.1512088077078317,0.5301513880458573,2012.0,-1.2786015117288752,-0.04183157267945052,1.629901590148679,0.7548802774173266,2013.0,-0.6423305284832961,0.6640514387877894,1.1231774515591,-0.1889554060013739,2014.0,-0.9497035735464355,0.5455250096234499,0,1
Brie Larson,-1.6323355604838543,0.171930628114125,2012.0,-1.7806246548609492,-1.661086236759175,-0.999949895796972,1.4036858938023344,2015.0,-2.2373511385726967,-1.6452075966741968,2.540700791039731,-0.1488476139655449,2019.0,-0.002471388048692142,0.3336786587944346,1,0
Nicolas Cage,-0.8751949578356394,-0.1286584007244893,2004.0,-0.32288921246247704,-0.6042900731395735,-0.3810815285844522,-1.2372720496140197,2007.0,-0.11983428222087315,-1.0684438008413133,-1.0945344577730407,-0.088685925911801,2013.0,-0.5173441912490988,-0.4036037165602035,0,1
Jenna Ortega,-0.1216785414113814,-0.02582531191127895,2022.0,-1.6169912600491214,-1.1187620989269966,0.011122488629249054,0.045448562452079594,2022.0,-2.2110036654290823,-1.8732639479400828,-0.2548194023588161,1.5537281579553943,0.0,-2.0335443611115918,-2.0367994556430222,1,0
Michael Fassbender,0.031005078946057547,-0.24166179502472085,2016.0,0.3387886829180116,-0.5817354128018003,-1.448504420960693,-1.3702240201847182,2016.0,-0.9626888765064283,-1.814750580969385,0.073656253143959,-0.8978606302346503,2017.0,-1.1562991992728677,-1.6949095158996863,0,1
Kevin Costner,-0.3213475044697741,1.181050939215187,1987.0,0.12104901464070308,-1.0544272641115853,-0.3769484705170921,1.2079805931222671,1990.0,-1.8098175063964996,0.8956527825081543,-0.046493389621039764,-0.793580370941495,1995.0,1.574037572692508,-0.2639080069689142,0,1
Jennifer Connelly,-1.6080235067397555,1.4680795607377741,2000.0,-3.7564631148575702,-3.322796678981084,-0.316065814367938,1.2154259034742259,2001.0,-1.360669409735324,-0.6585401713907701,-1.3347183148354904,-1.3350355634251858,2014.0,-0.9497035735464355,-1.2666643729625178,1,0
Emily Blunt,-0.6767087453777014,0.997985440448813,2014.0,0.9530255022602008,-0.6707076658040222,-0.5395595804717634,0.7240354202449245,2015.0,-1.932941847858421,-1.5525248640526355,-0.7642268432824741,0.40764800053158146,2018.0,-2.781754345455305,-0.9414659201047203,1,0
Piper Rubio,-1.3857496724619176,0.5358015577608687,2020.0,-1.6825453610530379,-1.3069679223314024,2.30768462826034,1.4366579825038683,2023.0,-2.776741712062067,-1.416998308130934,-0.1817284301945066,0.7325211160217967,0.0,-2.0335443611115918,-2.0367994556430222,1,0
Anne Hathaway,1.2775436501778177,0.7482479390453025,2006.0,-1.6192528670493609,-0.6679360847783805,2.240960631773914,1.8184960419829144,2014.0,0.10094498325939208,0.5811864155370398,-0.764986834197918,-0.43762371662351357,2016.0,0.32939326311159545,-1.2325971007297636,1,0
Owen Wilson,0.8784571900772811,0.2419927325802685,2006.0,0.06115361633655194,-0.01520869370826256,-1.5989134555659807,0.8771960903423693,2011.0,-1.6658562659546046,-1.7864067278988742,-0.04900118276009749,-0.1338071919521085,2017.0,0.3593774098317126,-1.2200554938306243,0,1
Matthew Lillard,1.7562870679250349,0.7810189233923693,1996.0,-3.4981067602201565,-1.3980133520639173,-1.0843014690492985,-0.6916371623918733,2002.0,-0.5324669953076111,-1.4026063185034505,-1.8598771509609966,-0.954011539084811,2004.0,-1.0716464936340042,-1.5231230226306764,0,1
Ana de Armas,-1.330459463594041,0.20244154457518748,2016.0,-2.7403632981190835,-2.2410155867158172,0.40138536833740923,0.8920867110462878,2017.0,-0.17967822071063697,-1.9172534051164623,-0.42756631946914786,0.8588606609346573,2019.0,-2.1643045541455868,-1.395108114434293,1,0
Emma Stone,0.6362413598398379,-0.03712565134130281,2012.0,0.8511936409526515,0.16693243709286898,-0.9214985529488509,1.2664794601733742,2016.0,-3.1550285680329173,-0.9607259627813185,-0.03553191198510243,1.0634104003173848,2021.0,0.5808930755476784,-0.8862330588649882,1,0
Lizze Broadway,-0.156514324977163,-0.6021426228424575,2020.0,-1.6825453610530379,-1.3069679223314024,-1.1618920226369904,0.33900651347218164,2023.0,-3.069430835289859,-2.096361780957126,1.1929445614574168,1.0293187770869312,0.0,-2.0335443611115918,-2.0367994556430222,1,0
Matthew Perry,-1.3537408396081296,-0.31963413709188015,2000.0,-2.14367189405737,-2.332351608238909,-0.6274262843089862,-0.44487830501265674,2009.0,-2.3990110820685127,-0.9078247738105392,-0.01629147056026556,1.4574694570694047,0.0,-2.0335443611115918,-2.0367994556430222,0,1
