name,popularity,popularity_0,vote_avg_0,year_of_release_0,budget_0,revenue_0,popularity_1,vote_avg_1,year_of_release_1,budget_1,revenue_1,popularity_2,vote_avg_2,year_of_release_2,budget_2,revenue_2,number_of_movies,popularity_beginning,vote_average_beginning,budget_beginning,revenue_beginning,popularity_middle,vote_average_middle,budget_middle,revenue_middle,popularity_end,vote_average_end,budget_end,revenue_end,Popularity (%)
Bray Poor,14.473,54.981,7.256,1995.0,90000000.0,366101666.0,12.531,5.687,1997.0,19000000.0,44332015.0,13.979,6.307,2020.0,0.0,1338881.0,6.0,26.311,6.8345,45000000.0,184719675.5,14.9015,6.7485,20000000.0,9885759.0,10.23,5.336,15500000.0,24635977.0,62.29215084621099
Georg Stanford Brown,15.79,18.673,7.132,1968.0,5500000.0,42300873.0,10.179,6.883,1970.0,0.0,0.0,20.401,6.456,1980.0,10000000.0,101300000.0,3.0,16.507,7.488,6400000.0,4400000.0,24.814,7.134,5500000.0,42300873.0,16.339,6.454,10000000.0,101300000.0,62.27242906407897
Erin Chambers,18.04,5.917,6.482,1999.0,0.0,0.0,45.488,6.175,2006.0,100000000.0,384335608.0,52.79,5.806,2007.0,60000000.0,361366633.0,3.0,41.905,6.176,100000000.0,384335608.0,45.25,5.807,60000000.0,361366633.0,1.562,6.8,160000.0,195184.0,62.263448397979815
Kari Matchett,26.31,14.669,5.513,2002.0,0.0,3563603.0,53.091,6.18,2019.0,0.0,157209.0,30.142,7.455,2020.0,0.0,0.0,4.0,15.882,6.1,53000000.0,29700000.0,16.789,5.513,0.0,3563603.0,6.6005,5.965,7500000.0,2572117.5,62.26285177284153
Hedy Lamarr,22.221,9.992,6.4,1933.0,0.0,0.0,24.38,6.6,1949.0,3000000.0,11500000.0,10.634,6.94,2018.0,0.0,0.0,4.0,3.834,6.5,691833.0,951801.0,6.132,7.0,1600000.0,5000000.0,16.688,6.35,1923000.0,6910500.0,62.24585266726962
Brendan Sexton III,16.371,28.432,8.081,2017.0,15000000.0,160192031.0,40.326,7.112,2021.0,10000000.0,53785551.0,38.514,7.865,0.0,0.0,0.0,8.0,15.296,7.045999999999999,1000000.0,5770455.0,31.8015,6.763,46750000.0,87300955.0,17.0195,6.59725,19000000.0,44961284.25,62.244452146423356
Katherine Moennig,24.69,6.902,6.796,2009.0,21000000.0,16443609.0,20.59,7.195,2011.0,40000000.0,85412898.0,65.549,7.7,0.0,0.0,0.0,3.0,11.002,6.795,21000000.0,16443609.0,23.247,7.195,40000000.0,85412898.0,15.352,6.224,0.0,18100189.0,62.23830665072956
David Dencik,27.937,18.545,6.62,2011.0,30000000.0,80630608.0,71.213,7.399,2021.0,250000000.0,774153007.0,90.177,8.654,0.0,1.0,0.0,5.0,3.507,5.514,0.0,1785030.0,23.295,7.522,13000000.0,109421911.0,26.39033333333333,7.096333333333334,62000000.0,163610972.33333334,62.23473944911809
Tracey Ellis,15.827,33.028,7.393,1992.0,40000000.0,75505856.0,16.091,7.103,1993.0,0.0,4104962.0,17.726,5.475,1996.0,13000000.0,17917287.0,7.0,15.9825,6.4785,20000000.0,37759460.0,18.982999999999997,7.0385,17000000.0,18180201.0,15.136,5.424333333333333,36666666.666666664,17340831.333333332,62.225065961824704
Lauren Bowles,14.571,20.075,5.599,1997.0,55000000.0,174463257.0,22.366,5.669,2011.0,36000000.0,83200000.0,1.902,4.159,2013.0,4500000.0,0.0,5.0,20.824,5.599,55000000.0,174463257.0,14.064,7.07,7000000.0,8800000.0,16.700666666666667,5.511666666666667,26750000.0,40917284.0,62.22330187035387
Lucas Till,15.287,2.382,7.297,2011.0,160000000.0,353624124.0,69.023,6.512,2016.0,178000000.0,543934787.0,226.496,7.306,0.0,0.0,0.0,6.0,10.8415,6.295,14007500.0,93398993.0,23.4265,6.2295,31500000.0,110855639.5,3.819,5.8125,80010000.0,176812062.0,62.21862389865356
Will Estes,15.865,23.883,6.465,2000.0,62000000.0,127666415.0,78.615,7.777,2012.0,250000000.0,1081041287.0,379.881,7.7,0.0,0.0,0.0,5.0,10.23,6.408,17000000.0,4603929.0,14.372,6.621,13000000.0,6582052.0,34.24166666666667,6.492,107333333.33333331,402902567.3333333,62.21636564590481
Lee Ross,16.08,11.077,7.55,1996.0,4500000.0,13417292.0,16.084,6.899,2014.0,2000000.0,4635300.0,117.514,7.308,2014.0,170000000.0,710644566.0,4.0,14.183,7.548,4500000.0,13417292.0,21.058,7.172,27000000.0,231976425.0,15.0635,5.997,12400000.0,3445216.0,62.19963358118602
Paul McGillion,22.219,41.378,6.257,2015.0,190000000.0,209154322.0,26.692,7.794,2018.0,2800000.0,27365467.0,26.972,6.314,2018.0,125000000.0,292351275.0,3.0,14.244,6.359,6100000.0,0.0,16.166,5.754,17000000.0,894844.0,11.745,5.941,20000000.0,17432163.0,62.19100264119212
Jeff Chase,14.546,51.326,6.723,2006.0,150000000.0,398479497.0,46.763,6.495,2011.0,40000000.0,51070807.0,43.539,6.878,2012.0,30000000.0,47042000.0,10.0,24.495666666666665,6.2106666666666674,44000000.0,53699842.666666664,29.813666666666663,6.275666666666666,60666666.666666664,162541049.0,19.7175,5.96125,28500000.0,31688548.5,62.18516035407238
Paul Michael Glaser,14.381,18.397,6.622,2003.0,80000000.0,266728738.0,19.512,5.794,2004.0,60000000.0,170268750.0,179.604,7.2,0.0,0.0,0.0,3.0,20.177,7.7,9000000.0,83304330.0,21.976,6.617,80000000.0,266728738.0,12.845,5.918,0.0,69229.0,62.18510153262866
Christina Milian,21.599,1.17,6.759,2009.0,0.0,0.0,19.32,6.523,2019.0,0.0,0.0,14.124,7.233,2021.0,0.0,0.0,8.0,60.31699999999999,6.771,65500000.0,299370931.5,19.974,6.899,3000000.0,23511856.0,20.098,5.356,42750000.0,48314405.5,62.18097114621491
Tucker Albrizzi,19.438,9.042,7.357,2007.0,9000000.0,24538513.0,29.207,6.177,2011.0,50000000.0,149878437.0,42.116,6.972,2012.0,60000000.0,107139399.0,3.0,10.601,7.359,9000000.0,24538513.0,28.026,6.177,50000000.0,149878437.0,34.422,6.972,60000000.0,107139399.0,62.1766275337318
Christopher Fairbank,15.369,59.627,7.535,1997.0,90000000.0,263920180.0,118.842,6.538,2011.0,379000000.0,1045713802.0,43.078,7.906,2014.0,170000000.0,772776600.0,13.0,15.1005,6.39925,18125000.0,106829012.0,30.94425,6.41225,45000000.0,107146599.5,43.3952,6.419200000000001,120600000.0,301160389.0,62.17487838990283
Thierry Neuvic,16.633,17.879,6.085,2010.0,50000000.0,106956330.0,32.947,7.13,2011.0,125000000.0,334615000.0,12.13,6.942,2015.0,0.0,0.0,5.0,11.087,6.769,0.0,95242.0,11.249,7.264,11700000.0,0.0,22.520666666666667,6.288,62666666.666666664,148074415.66666666,62.16904457550555
Elpidia Carrillo,18.106,87.388,7.509,1987.0,15000000.0,98267558.0,25.073,7.614,2008.0,55000000.0,168167691.0,708.584,6.997,2023.0,120000000.0,128563796.0,10.0,9.037666666666668,6.213666666666666,12766666.666666666,500000.0,40.919333333333334,7.090333333333334,18500000.0,51795958.666666664,17.84275,6.51175,27250000.0,50901029.25,62.167233044315765
Amelia Warner,25.046,15.81,7.121,2000.0,13500000.0,7060876.0,24.263,5.595,2005.0,62000000.0,53321673.0,10.061,6.1,2008.0,5000000.0,124048.0,5.0,18.728,7.121,13500000.0,7060876.0,5.559,6.222,7800.0,0.0,17.021,5.692666666666667,37333333.333333336,28432780.0,62.16583505171256
Mills Watson,14.981,18.614,7.841,1973.0,12000000.0,53267000.0,13.791,6.69,1978.0,0.0,41590893.0,28.576,6.102,1983.0,5000000.0,21200000.0,5.0,24.424,7.84,12000000.0,53267000.0,15.273,6.69,0.0,41590893.0,16.019000000000002,5.997,3333333.3333333335,21199613.333333332,62.163503677281156
Susan May Pratt,14.944,49.253,7.584,1999.0,16000000.0,53478166.0,17.292,5.473,2006.0,1200000.0,6816129.0,16.952,6.7,2015.0,5000000.0,58978653.0,6.0,22.6135,6.6925,10500000.0,26850132.5,15.504,6.759,18500000.0,24489675.0,17.1535,6.2055,15100000.0,16601035.0,62.15098457221391
Bridget Moynahan,23.303,46.994,6.94,2004.0,120000000.0,347234916.0,25.919,7.287,2005.0,50000000.0,72617068.0,58.857,7.422,2014.0,20000000.0,88761661.0,8.0,17.0965,5.015,24000000.0,56958237.0,19.518500000000003,6.618,48000000.0,135718838.0,23.45375,6.39825,45250000.0,119841048.75,62.12569439268292
Alia Shawkat,41.329,12.522,6.727,2009.0,15000000.0,16633035.0,14.707,7.113,2012.0,8000000.0,9128263.0,13.928,6.712,2016.0,5000000.0,3769214.0,10.0,18.234333333333336,5.884666666666667,57000000.0,57346694.666666664,9.146333333333333,6.367333333333334,5666666.666666667,6287699.666666667,13.473,6.2524999999999995,6250000.0,5231710.75,62.11921370440844
Keegan Connor Tracy,19.138,57.031,6.22,2003.0,26000000.0,90941129.0,48.442,7.119,2015.0,0.0,0.0,9.117,6.667,2019.0,0.0,0.0,6.0,19.484,6.005,43500000.0,136493920.5,29.042499999999997,5.874499999999999,18000000.0,91068774.0,18.3115,6.2575,16000000.0,13507340.0,62.11611990384279
Holly Weber,16.71,10.101,6.679,2009.0,85000000.0,363164265.0,44.957,6.051,2009.0,20000000.0,34560577.0,25.86,6.493,2009.0,38000000.0,321682600.0,5.0,50.221,5.7,90000000.0,204313400.0,8.393,6.679,85000000.0,363164265.0,24.421333333333337,5.747333333333334,22666666.666666668,118747725.66666669,62.101095123166246
JD Cullum,14.512,27.761,7.489,1989.0,18000000.0,26828365.0,47.886,7.52,2007.0,65000000.0,84785914.0,31.365,6.089,2013.0,215000000.0,260502115.0,6.0,14.6835,6.26,9000000.0,14482373.0,13.415,6.842,3500000.0,35022565.5,26.6635,6.6594999999999995,61500000.0,63042703.0,62.099479891873855
Clarke Peters,21.137,24.261,7.201,2008.0,60000000.0,255743093.0,58.857,7.422,2014.0,20000000.0,88761661.0,28.432,8.081,2017.0,15000000.0,160192031.0,5.0,17.346,6.415,16000000.0,17374595.0,9.745,6.865,0.0,5794184.0,17.013,5.985333333333333,38288333.333333336,138777844.66666666,62.08867653845289
Ethan Cutkosky,33.325,23.0,5.189,2009.0,16000000.0,76514050.0,12.19,7.066,2010.0,12500000.0,11826980.0,375.77,8.172,0.0,0.0,0.0,3.0,24.464,5.751,100000000.0,97838349.0,23.656,5.19,16000000.0,76514050.0,9.578,7.066,12500000.0,11826980.0,62.078851534087335
Haley Ramm,17.043,20.747,6.452,2005.0,55000000.0,223387299.0,1.799,6.406,2006.0,210000000.0,459359555.0,29.41,7.809,2007.0,15000000.0,56255142.0,6.0,18.759,6.325,50000000.0,147708025.5,13.795,7.1075,112500000.0,257807348.5,7.5835,5.742,2000000.0,562046.5,62.07153326216749
Laura Vandervoort,17.915,17.163,6.153,2012.0,65000000.0,156974557.0,57.36,6.41,2012.0,50000000.0,549368315.0,105.956,6.224,2017.0,10000000.0,102952888.0,3.0,10.94,6.645,16000000.0,5367030.0,14.731,6.151,65000000.0,156974557.0,55.046,6.41,50000000.0,549368315.0,62.0663071466308
Matt Bomer,43.748,57.609,6.956,2011.0,40000000.0,173930596.0,30.342,7.111,2016.0,50000000.0,62788218.0,185.228,8.3,0.0,0.0,0.0,3.0,22.304,6.5,55000000.0,223387299.0,47.044,6.126,16000000.0,107363905.0,14.317,6.159,7000000.0,167221571.0,62.0614486203587
Craig Parkinson,15.095,10.193,7.527,2007.0,5000000.0,8159508.0,12.435,7.572,2009.0,0.0,14682943.0,20.524,6.767,2018.0,0.0,0.0,4.0,14.939,7.526,5000000.0,8159508.0,12.941,5.376,15000000.0,1143856.0,14.209499999999998,7.265499999999999,483843.0,10416149.5,62.05899654573729
Robert Wisden,17.387,31.438,7.386,1994.0,30000000.0,160638883.0,62.273,6.582,2000.0,23000000.0,112880294.0,39.298,7.334,2009.0,130000000.0,185258983.0,4.0,12.216,6.092,25000000.0,10736401.0,33.919,7.386,30000000.0,160638883.0,30.205,5.756,16500000.0,56440147.0,62.05199671739806
Judy Parfitt,15.265,14.57,7.233,1995.0,0.0,0.0,23.925,7.385,1998.0,26000000.0,65705772.0,19.793,6.591,2003.0,0.0,31466789.0,5.0,12.805,7.6,2600000.0,2438304.0,11.637,5.385,23000000.0,52487045.0,15.015666666666668,6.545000000000001,5719591.666666667,14111742.666666666,62.03714646293147
Sherry Miller,14.494,10.418,6.681,1996.0,0.0,0.0,27.896,7.089,1999.0,6000000.0,10409377.0,16.942,6.492,2006.0,15500000.0,7385434.0,4.0,19.756,5.749,25000000.0,19075720.0,27.896,7.1,6000000.0,10409377.0,13.9845,5.453,9400000.0,3692717.0,62.0317882455447
Beverly Washburn,23.86,17.731,7.427,1953.0,3100000.0,20000000.0,14.145,6.928,1957.0,21909000.0,0.0,9.773,6.9,1967.0,65000.0,0.0,4.0,8.042,5.309,275000.0,0.0,14.46,6.268,4000000.0,36000000.0,16.411,7.178,12504500.0,10000000.0,62.02791382008877
Bruce Thomas,14.161,27.094,7.263,1992.0,11000000.0,21502976.0,32.926,6.751,2001.0,18000000.0,141774679.0,22.366,5.669,2011.0,36000000.0,83200000.0,6.0,25.948500000000003,7.1415,45500000.0,28034861.0,32.5045,6.1965,31500000.0,133344760.5,22.772,6.182,19750000.0,41600000.0,62.026844749495794
Sarah Lancaster,21.723,64.881,7.973,2002.0,52000000.0,352114312.0,66.458,7.305,2014.0,50000000.0,83719388.0,150.437,7.737,0.0,0.0,0.0,3.0,64.869,7.972,52000000.0,352114312.0,4.626,4.9,8000000.0,0.0,17.153,6.189,6000000.0,5206.0,62.020025724629676
Frances O'Connor,14.615,21.847,6.039,2000.0,48000000.0,90383208.0,27.371,7.04,2001.0,100000000.0,235926552.0,98.322,7.292,2016.0,40000000.0,321834351.0,5.0,22.772,7.822,310607.0,0.0,20.643,6.037,48000000.0,90383208.0,20.454666666666665,6.639,71666666.66666667,104577162.0,62.01906091024276
Leonard Frey,14.371,6.101,7.1,1970.0,5500000.0,3500000.0,20.477,7.692,1971.0,9000000.0,83304330.0,6.766,5.905,1980.0,0.0,6659377.0,3.0,8.872,7.1,5500000.0,3500000.0,20.177,7.7,9000000.0,83304330.0,6.766,5.905,0.0,6659377.0,62.01417477037266
Julie Brown,23.304,27.646,6.987,1995.0,18000000.0,35348597.0,31.701,7.274,1995.0,12000000.0,56631572.0,16.22,6.426,2008.0,0.0,0.0,7.0,17.1995,5.926,11300000.0,63143672.0,21.7575,6.298,14000000.0,19632450.0,31.265,7.084333333333333,32000000.0,63047535.666666664,62.013245841587
David Wilmot,21.041,12.553,6.981,2011.0,6000000.0,19560274.0,19.319,6.731,2012.0,0.0,68929150.0,43.457,6.9,2018.0,200000000.0,654855901.0,8.0,14.217,6.528,57500000.0,78853773.5,9.7415,6.422499999999999,2500000.0,3035248.0,21.5685,6.42825,38500000.0,80530324.5,62.00648393537014
Michael Michele,25.246,13.943,6.765,2001.0,107000000.0,87713825.0,9.728,6.207,2002.0,15000000.0,12150301.0,28.342,6.761,2003.0,50000000.0,177502387.0,4.0,13.714,6.6,8500000.0,47624253.0,13.281,6.765,107000000.0,87713825.0,20.393,6.4830000000000005,32500000.0,94826344.0,62.005152578064916
William Devane,25.174,22.722,5.919,2000.0,95000000.0,190213455.0,78.615,7.777,2012.0,250000000.0,1081041287.0,162.321,8.42,2014.0,165000000.0,701729206.0,13.0,12.3615,6.428750000000001,9375000.0,7637110.75,11.33375,5.488499999999999,24675000.0,40918104.25,25.7032,6.6514,84600000.0,280027774.8,62.0
Simon Baker,25.053,28.335,5.731,2005.0,50000000.0,161451538.0,75.952,7.388,2006.0,35000000.0,326706115.0,446.791,8.392,0.0,7500000.0,0.0,15.0,16.6184,6.4198,40000000.0,55748968.2,16.2818,6.0394,31000000.0,51897612.2,26.855400000000003,6.2684,10900001.0,70041088.8,62.0
Pam Grier,33.103,19.863,6.078,1988.0,7500000.0,18869631.0,23.184,7.354,1997.0,12000000.0,39673162.0,17.879,5.125,2001.0,28000000.0,14010832.0,19.0,13.610833333333332,6.218,5119166.666666667,13544938.5,19.896666666666665,6.267499999999999,24166666.666666668,31978709.833333332,13.287714285714284,5.4234285714285715,26857142.85714286,28783348.14285714,62.0
Kat Dennings,31.24,91.98,6.768,2011.0,150000000.0,449326618.0,126.324,8.259,0.0,0.0,0.0,133.077,7.171,0.0,0.0,0.0,9.0,18.008666666666667,6.246333333333333,16333333.333333334,64366343.666666664,22.77333333333333,6.027666666666666,25666666.666666668,71318996.0,10.645666666666669,6.4060000000000015,4166666.6666666665,11209256.333333334,62.0
Johnny Galecki,31.344,46.173,6.346,2008.0,150000000.0,629443428.0,57.609,6.956,2011.0,40000000.0,173930596.0,195.047,7.884,0.0,0.0,0.0,9.0,29.359666666666666,6.223999999999999,15000000.0,109598758.0,12.972333333333331,6.039666666666666,8333333.333333333,43821796.0,12.977000000000002,6.287333333333333,37133333.333333336,80055879.0,62.0
Ralph Fiennes,50.824,66.416,8.571,1993.0,22000000.0,321365567.0,158.527,8.104,2011.0,125000000.0,1341511219.0,39.195,8.051,2014.0,30000000.0,174600318.0,27.0,24.16011111111111,6.7940000000000005,32333333.333333332,97105841.44444443,41.501777777777775,6.895666666666667,51311111.11111111,255922547.7777778,50.217444444444446,6.818444444444444,84162196.55555555,376307274.3333333,62.0
Jean Smart,21.881,29.947,7.064,2016.0,44000000.0,155160045.0,73.661,7.44,2022.0,78000000.0,63363579.0,52.013,8.267,0.0,0.0,0.0,14.0,9.9545,5.824750000000001,10500000.0,23102722.75,9.175249999999998,5.994,20150000.0,48077210.25,15.658499999999998,6.327500000000001,26333333.333333332,88885548.83333333,62.0
Kate Mulgrew,20.131,23.852,6.29,2002.0,60000000.0,67312826.0,243.743,7.863,0.0,0.0,0.0,207.195,7.686,0.0,0.0,0.0,3.0,12.581,6.248,0.0,14393902.0,16.351,6.184,14000000.0,57915972.0,21.343,6.29,60000000.0,67312826.0,62.0
Laura Linney,19.73,67.653,8.134,1998.0,60000000.0,264118201.0,40.358,6.546,2005.0,19000000.0,145166804.0,33.681,7.18,2016.0,60000000.0,240797623.0,23.0,24.18842857142857,6.962571428571428,32857142.85714286,96482509.42857143,23.06714285714286,6.859142857142857,26714285.714285713,95199624.28571428,14.460666666666665,6.129555555555556,9944444.444444444,18129286.555555556,62.0
Pauley Perrette,41.349,36.539,6.658,2002.0,48000000.0,249348933.0,64.541,7.256,2003.0,128000000.0,250397798.0,712.076,7.627,0.0,68000000.0,193921372.0,3.0,17.085,7.503,60000000.0,47386287.0,6.183,6.6,5250000.0,595005.0,12.549,6.931,3500000.0,0.0,62.0
Martin Freeman,38.316,84.855,7.343,2012.0,250000000.0,1021103568.0,73.041,7.572,2013.0,250000000.0,958400000.0,132.453,7.311,2014.0,250000000.0,956019788.0,8.0,26.9615,6.5825,23500000.0,136916624.0,23.843000000000004,6.7885,3050000.0,19535960.5,17.772,6.44525,26750000.0,58640498.75,62.0
Kate Capshaw,36.532,60.274,7.295,1984.0,28000000.0,333000000.0,9.976,5.879,1986.0,18000000.0,9697739.0,18.873,6.579,1989.0,30000000.0,134212055.0,8.0,26.466,5.7475000000000005,23000000.0,176132651.0,11.129,5.9805,8000000.0,7972584.5,11.42925,5.800749999999999,27000000.0,40548192.5,62.0
Kevin Sorbo,17.029,35.032,4.038,2008.0,30000000.0,85897593.0,23.368,6.0,2014.0,17000000.0,29789000.0,126.394,6.983,0.0,0.0,0.0,6.0,23.6015,4.592,30000000.0,46005103.0,12.1915,4.4935,10000000.0,3599718.0,16.607,5.076,9500000.0,23544495.0,62.0
Mandy Patinkin,15.961,24.985,7.675,1987.0,16000000.0,30861665.0,40.453,8.152,2017.0,20000000.0,305937718.0,610.589,8.323,0.0,0.0,0.0,10.0,16.993333333333336,6.658333333333332,14000000.0,20573829.666666668,6.6593333333333335,6.224333333333334,16000000.0,23564919.666666668,10.82875,5.84775,10400000.0,8392424.5,62.0
Wil Wheaton,29.291,31.134,7.853,1986.0,8000000.0,52287414.0,13.863,6.38,1991.0,0.0,15073942.0,18.038,5.635,1997.0,80000000.0,177977226.0,7.0,18.738,7.01,11000000.0,21699511.5,23.2475,6.883,14000000.0,34143707.0,16.559,6.101666666666667,46666666.666666664,86787998.0,62.0
Jean Reno,31.192,64.492,8.315,1994.0,16000000.0,45284974.0,33.165,5.605,1998.0,130000000.0,379014294.0,83.135,6.722,2006.0,125000000.0,767820459.0,26.0,32.3625,6.8568750000000005,36737962.875,132512010.0,16.817625,6.182375,31780000.0,35637311.875,28.7802,6.2259,52700000.0,129017930.2,62.0
Christopher Knight,21.472,15.249,6.347,1995.0,800000.0,284785.0,44.229,5.274,2009.0,8000000.0,5021219.0,58.383,6.774,0.0,0.0,0.0,3.0,15.329,6.347,800000.0,284785.0,17.359,6.746,0.0,194201.0,41.848,5.271,8000000.0,5021219.0,62.0
Phil Davis,19.407,31.556,6.355,1992.0,50000000.0,159773545.0,14.29,7.155,2004.0,11000000.0,13300000.0,14.921,6.469,2015.0,11000000.0,29355203.0,8.0,26.0305,7.1690000000000005,31000000.0,91008876.0,14.722,7.3515,7750000.0,13358646.0,12.800249999999998,6.6105,7000000.0,26407574.5,61.97908679784728
Megan Park,22.153,21.085,6.74,2013.0,11000000.0,7847000.0,23.836,8.03,2015.0,13000000.0,35401758.0,43.228,6.414,2016.0,50000000.0,216972543.0,3.0,10.373,6.689,12000000.0,5254986.0,22.404,5.5,2000000.0,5540941.0,15.03,6.168,15000000.0,2500000.0,61.976357545799786
Richard Haydn,18.584,62.157,7.2,1951.0,3000000.0,57200000.0,29.548,7.703,1965.0,8200000.0,286214286.0,26.986,7.901,1974.0,2800000.0,86273333.0,6.0,10.6795,7.177,0.0,1820500.0,39.905,7.103,11000000.0,35440000.0,26.6085,7.8025,5500000.0,186243809.5,61.974810879889255
Erika Alexander,35.441,25.968,6.852,2006.0,75000000.0,180557550.0,47.893,7.618,2017.0,4500000.0,255407969.0,34.537,7.053,2019.0,3000000.0,0.0,3.0,11.014,5.878,15000000.0,9804775.0,15.573,5.806,13000000.0,16757163.0,5.793,6.3,1000000.0,223426.0,61.97377476564622
Ian Anthony Dale,24.587,19.563,7.181,2007.0,45000000.0,175372502.0,104.703,7.313,2009.0,35000000.0,469310836.0,272.315,7.733,0.0,0.0,0.0,4.0,10.952,5.224,30000000.0,21800302.0,20.738,7.182,45000000.0,175372502.0,51.361,6.977,17503750.0,234655418.0,61.9718656993856
Moisés Arias,21.46,66.581,6.918,2013.0,76000000.0,970761885.0,24.917,6.592,2013.0,110000000.0,125537191.0,44.372,8.28,2019.0,7000000.0,92600000.0,5.0,45.172,6.378,35000000.0,99255460.0,22.994,6.608,35000000.0,155545279.0,22.461666666666662,6.564666666666667,44166666.666666664,49655750.333333336,61.97023456515396
Carla Jiménez,16.479,52.178,6.378,2006.0,35000000.0,99255460.0,76.148,6.651,2014.0,9000000.0,111928365.0,32.9,7.632,2019.0,100000000.0,171616764.0,6.0,29.882,5.958,52500000.0,86020314.5,12.708,5.692,12500000.0,19252504.5,18.4115,5.991,9000000.0,43545514.0,61.94799186652625
Jan Munroe,15.644,38.314,7.524,1992.0,40000000.0,243240178.0,64.881,7.973,2002.0,52000000.0,352114312.0,69.626,8.011,2019.0,97600000.0,225508210.0,5.0,4.272,5.538,8500000.0,11604598.0,11.983,6.523,0.0,13446769.0,41.06333333333333,7.436666666666667,53333333.333333336,266247610.33333337,61.945513050413965
Lynn Collins,26.447,19.802,6.407,2007.0,30000000.0,77566815.0,6.298,6.255,2009.0,150000000.0,373062864.0,53.703,6.303,2012.0,250000000.0,284139100.0,8.0,40.023,6.7940000000000005,56000000.0,146469289.5,16.813,6.5295000000000005,22000000.0,61462884.5,20.9945,6.476999999999999,109000000.0,185661160.25,61.940579693097
Alain Chabat,20.839,29.405,7.379,2002.0,58500000.0,128027976.0,32.471,6.132,2009.0,150000000.0,413106170.0,12.063,5.279,2012.0,50000000.0,50100000.0,5.0,9.351,6.0,10900000.0,7725902.0,11.723,7.036,6000000.0,9524340.0,22.078333333333333,5.833333333333333,80000000.0,161750149.0,61.93362006687363
Josh Stamberg,29.345,21.387,6.224,2002.0,80000000.0,123729176.0,25.559,7.28,2007.0,10000000.0,91354215.0,89.481,5.825,2010.0,26000000.0,67918658.0,6.0,20.5255,6.271,64000000.0,99874112.0,19.3245,6.574,20000000.0,74879764.0,45.2535,6.019500000000001,30500000.0,76262344.0,61.923197558228544
Will Sampson,17.209,40.967,8.422,1975.0,3000000.0,108981275.0,18.916,6.142,1977.0,17500000.0,14717854.0,18.914,5.996,1986.0,19000000.0,40996665.0,5.0,48.112,8.422,3000000.0,108981275.0,20.525,7.459,3700000.0,31800000.0,17.983999999999998,5.793666666666667,12166666.666666666,22554667.666666668,61.91652831519477
Rodger Bumpass,21.802,134.323,7.836,2001.0,115000000.0,579707738.0,74.751,7.505,2020.0,60000000.0,4700000.0,32.347,7.6,0.0,14000000.0,85000000.0,24.0,30.98175,6.107125,49037500.0,126441338.625,67.2205,7.1213750000000005,76125000.0,219206291.125,60.554,6.949624999999999,104625000.0,382294695.625,61.91507890642488
Jenny Lewis,25.543,11.415,5.989,1989.0,6000000.0,14278900.0,17.321,7.245,1998.0,60000000.0,49805462.0,56.465,6.498,2008.0,150000000.0,309979994.0,3.0,11.1,5.989,6000000.0,14278900.0,7.963,6.1,0.0,258263.0,17.8,7.245,60000000.0,49805462.0,61.90906497076566
Leslie Uggams,18.068,111.887,7.607,2016.0,58000000.0,783100000.0,83.547,7.492,2018.0,110000000.0,785896609.0,37.22,7.2,2018.0,0.0,0.0,3.0,5.327,5.9,3959000.0,2500000.0,7.22,6.2,1700000.0,6550000.0,8.896,5.688,10000000.0,18225518.0,61.90372852027269
Bobby Moynihan,24.931,67.665,7.031,2013.0,200000000.0,743559607.0,327.408,7.92,2015.0,175000000.0,857611174.0,15.415,6.268,2016.0,75000000.0,875457937.0,3.0,16.105,6.189,18500000.0,32406507.0,15.467,5.982,55000000.0,43042835.0,71.409,7.031,200000000.0,743559607.0,61.90210083395391
Harriet Walter,22.09,22.646,7.648,2007.0,30000000.0,131016624.0,65.022,7.29,2015.0,245000000.0,2068223624.0,35.446,7.459,2021.0,100000000.0,30500000.0,8.0,13.2175,6.8375,8000000.0,67291721.5,12.0575,6.223,12000000.0,103064.0,17.2985,7.0184999999999995,28250000.0,76227864.25,61.89956474958792
Wai Ching Ho,14.374,35.622,6.108,2010.0,150000000.0,215283742.0,23.163,6.488,2019.0,20000000.0,157600000.0,169.449,7.428,2022.0,190000000.0,18879922.0,7.0,14.1925,5.933999999999999,12500000.0,32032487.0,9.5365,6.3025,1500000.0,1969061.0,19.683999999999997,5.713,61666666.666666664,82166264.0,61.89648970091315
Eileen Pedde,14.666,57.031,6.22,2003.0,26000000.0,90941129.0,29.819,5.773,2003.0,60000000.0,74208267.0,17.979,7.048,2007.0,7500000.0,232372681.0,5.0,15.515,5.877,30000000.0,0.0,43.535,6.22,26000000.0,90941129.0,32.583999999999996,6.286333333333334,32500000.0,141074789.66666666,61.88489555585545
Marthe Keller,17.419,12.856,7.215,1976.0,6500000.0,21709020.0,8.783,6.8,1978.0,6727000.0,0.0,17.879,6.085,2010.0,50000000.0,106956330.0,5.0,16.037,7.215,6500000.0,21709020.0,8.939,6.7,8000000.0,15769322.0,10.360333333333331,6.132666666666666,18909000.0,38616873.0,61.87249319562342
Monique Coleman,19.929,20.24,6.571,2006.0,4200000.0,0.0,21.753,6.5,2007.0,0.0,7000000.0,23.747,6.568,2008.0,11000000.0,252909177.0,3.0,21.586,6.57,4200000.0,0.0,21.674,6.524,0.0,7000000.0,23.303,6.565,11000000.0,252909177.0,61.8671813547126
