name,popularity,popularity_0,vote_avg_0,year_of_release_0,budget_0,revenue_0,popularity_1,vote_avg_1,year_of_release_1,budget_1,revenue_1,popularity_2,vote_avg_2,year_of_release_2,budget_2,revenue_2,number_of_movies,popularity_beginning,vote_average_beginning,budget_beginning,revenue_beginning,popularity_middle,vote_average_middle,budget_middle,revenue_middle,popularity_end,vote_average_end,budget_end,revenue_end,Popularity (%)
Johnny Depp,57.737,122.016,7.796,2003.0,140000000.0,655011224.0,112.654,7.042,2005.0,150000000.0,474968763.0,105.083,7.347,2006.0,200000000.0,1065659812.0,29.0,26.699666666666666,6.736444444444444,10233333.333333334,31159952.111111112,30.555777777777777,6.634666666666667,49007777.777777776,126869824.77777778,47.076181818181816,6.4866363636363635,99090909.0909091,283891706.0,98.0
Morgan Freeman,91.283,125.459,8.7,1994.0,25000000.0,28341469.0,67.642,8.37,1995.0,33000000.0,327311859.0,52.474,6.44,2014.0,40000000.0,458863600.0,47.0,22.89033333333333,6.616133333333335,26893333.333333332,76099744.93333334,24.56573333333333,6.383066666666667,51166666.666666664,130580530.13333334,31.142411764705884,6.6764705882352935,68588235.29411764,218271392.4117647,98.0
Leonardo DiCaprio,67.448,139.51,7.899,1997.0,200000000.0,2264162353.0,73.015,8.2,2010.0,80000000.0,294800000.0,101.797,8.365,2010.0,160000000.0,825532764.0,15.0,26.559999999999995,7.095599999999999,12500000.0,42163515.0,38.6446,7.5404,73000000.0,204375103.8,30.4258,7.0714,69000000.0,210055193.0,98.0
Jim Carrey,43.59,67.653,8.134,1998.0,60000000.0,264118201.0,48.025,6.709,2003.0,80000000.0,484592874.0,50.78,8.101,2004.0,20000000.0,72258126.0,26.0,27.961625,6.166625,15525000.0,101422327.0,48.692625,6.7982499999999995,64750000.0,238645186.0,28.914899999999996,6.6021,76300000.0,178980545.5,98.0
Marilyn Monroe,16.013,17.394,6.828,1953.0,0.0,0.0,15.407,7.079,1955.0,1800000.0,12000000.0,25.693,8.111,1959.0,2883848.0,25000000.0,8.0,15.801,7.809,1316000.0,4200000.0,14.9175,6.735,625000.0,5250000.0,19.74175,7.1485,2350962.0,11442500.0,97.0
Tom Cruise,56.208,77.884,7.073,2011.0,145000000.0,694713380.0,35.52,6.622,2013.0,120000000.0,286168572.0,48.32,7.609,2014.0,178000000.0,370541256.0,30.0,25.2485,6.475700000000001,12210000.0,82367943.7,31.828800000000008,7.1126000000000005,46800000.0,232842045.2,35.514799999999994,6.5405999999999995,95500000.0,308475835.9,97.0
Lindsay Lohan,33.413,56.146,7.17,1998.0,15000000.0,92108518.0,32.224,6.469,2003.0,26000000.0,160846332.0,92.428,7.192,2004.0,17000000.0,130126277.0,15.0,42.2358,6.525799999999999,16000000.0,82482439.0,16.7312,6.134600000000001,34600000.0,75332581.8,17.4996,5.337199999999999,12450000.0,16412965.8,97.0
Denzel Washington,77.941,35.707,6.779,2010.0,80000000.0,157107755.0,27.927,6.82,2012.0,31000000.0,161772375.0,217.606,7.257,2014.0,55000000.0,192330738.0,34.0,12.956363636363635,6.439818181818182,12454545.454545457,18062145.0,18.150363636363636,6.5476363636363635,40272727.27272727,72889816.45454545,26.532166666666665,7.003416666666666,57625000.0,117047749.75,97.0
Will Smith,82.72,46.994,6.94,2004.0,120000000.0,347234916.0,90.796,7.201,2007.0,150000000.0,585410052.0,66.883,5.91,2016.0,175000000.0,746846894.0,19.0,23.844333333333335,6.453333333333334,37333333.333333336,202623640.16666663,26.79383333333333,6.346999999999999,108666666.66666669,196190176.33333337,37.477714285714285,6.918142857142857,87142857.14285715,318822234.14285713,97.0
Whoopi Goldberg,36.576,41.922,7.2,1990.0,22000000.0,505000000.0,36.885,6.825,1992.0,31000000.0,231605150.0,30.901,6.379,1993.0,38000000.0,57319029.0,44.0,18.611428571428572,6.422928571428571,18928571.42857143,89668716.14285715,14.652,5.904071428571429,26678571.42857143,19850350.64285714,20.6791875,6.0201875000000005,36125000.0,107618495.8125,97.0
Jackie Chan,156.714,57.09,7.019,1998.0,33000000.0,244721064.0,50.15,6.717,2001.0,90000000.0,347325802.0,64.894,6.436,2007.0,140000000.0,258097122.0,36.0,20.3575,6.56625,5743599.916666667,14413202.75,25.05575,6.389833333333335,29492861.666666668,80794032.66666667,26.463083333333337,6.341,39083333.333333336,75775155.25,97.0
Robert Downey Jr.,48.725,106.512,7.639,2008.0,140000000.0,585174222.0,160.584,7.711,2012.0,220000000.0,1518815515.0,245.012,8.252,2018.0,300000000.0,2052415039.0,38.0,13.95225,6.261333333333333,12625000.0,25545773.583333332,14.708583333333335,6.179916666666666,24333333.333333332,26712570.0,30.737928571428565,6.729214285714287,56121428.571428575,154869599.7142857,96.0
Alec Baldwin,52.64,51.979,7.379,1988.0,15000000.0,74714298.0,14.952,6.999,2013.0,18000000.0,99206215.0,20.411,6.449,2017.0,125000000.0,527965936.0,46.0,17.319200000000002,6.3,15633333.333333334,42409619.266666666,19.985933333333328,6.098666666666667,53066666.666666664,94285563.8,27.061625,6.4588125,56718750.0,137707820.1875,96.0
Robin Williams,26.447,43.394,8.312,1989.0,16400000.0,235860116.0,31.403,7.188,1993.0,25000000.0,441286195.0,19.859,7.239,1995.0,65000000.0,262821940.0,49.0,18.119375,6.519937499999999,22001875.0,98814626.3125,19.906875,6.8296875,51812500.0,111317479.375,20.35382352941177,6.212470588235294,47300000.0,127950401.76470588,96.0
George Clooney,46.683,38.159,7.431,2001.0,85000000.0,450717150.0,26.994,6.565,2004.0,110000000.0,362744280.0,29.836,7.162,2013.0,105000000.0,723192705.0,33.0,21.353,6.425363636363636,47481818.18181818,106187043.8181818,24.018545454545457,6.397545454545455,44472727.27272727,141982756.27272728,19.00163636363636,6.519454545454547,34409090.90909091,110794511.36363636,96.0
Chuck Norris,34.132,13.099,5.827,1984.0,2550000.0,22812411.0,63.173,6.331,2012.0,100000000.0,314975955.0,106.603,6.963,0.0,0.0,0.0,22.0,8.129,4.9882857142857135,1907142.857142857,12670714.285714284,13.228428571428571,5.809,1422857.142857143,14646366.285714284,18.878375,5.5255,16500000.0,65314864.375,96.0
Brad Pitt,42.019,78.965,8.4,1999.0,63000000.0,100853753.0,76.206,8.216,2009.0,70000000.0,321457747.0,86.196,6.809,2013.0,200000000.0,531865000.0,37.0,22.37875,6.622333333333334,19208333.333333332,56939939.666666664,35.78925,7.149416666666666,60583333.333333336,136957438.91666666,34.86653846153847,6.936615384615385,85923076.92307693,250015837.7692308,96.0
Michael J. Fox,22.837,75.178,8.312,1985.0,19000000.0,381109762.0,44.87,7.753,1989.0,40000000.0,332000000.0,37.815,7.465,1990.0,40000000.0,244527583.0,18.0,32.4745,6.876,19950000.0,141903936.33333334,14.052833333333334,6.1611666666666665,23000000.0,44173144.166666664,27.0655,6.503166666666666,60000000.0,105588638.16666669,96.0
Samuel L. Jackson,55.855,84.273,8.489,1994.0,8500000.0,213900000.0,34.867,7.747,2015.0,44000000.0,155760117.0,157.627,6.84,2019.0,152000000.0,1131416446.0,66.0,22.719318181818185,6.762227272727273,18663636.363636363,71905227.18181819,25.459454545454545,6.491863636363638,54386363.63636363,175699810.5,27.361954545454545,6.339181818181817,48780227.27272727,127350164.95454544,96.0
Sylvester Stallone,69.111,69.227,7.788,1976.0,1000000.0,225250402.0,78.847,6.233,2010.0,80000000.0,274470394.0,63.173,6.331,2012.0,100000000.0,314975955.0,49.0,26.5675,6.3347500000000005,6294687.5,60642317.0,29.3375,6.208875000000001,37125000.0,106130716.75,27.856000000000005,5.881588235294117,48582352.941176474,103379319.05882353,95.0
Keanu Reeves,70.547,91.778,8.208,1999.0,63000000.0,463517383.0,58.857,7.422,2014.0,20000000.0,88761661.0,105.031,7.323,2017.0,40000000.0,171539887.0,32.0,18.7414,6.7846,14850000.0,53170677.8,19.7588,6.0496,29000000.0,68282053.5,21.55683333333333,6.460249999999999,46891666.666666664,121294496.91666669,95.0
Jamie Foxx,40.698,74.047,7.375,2009.0,53000000.0,127944208.0,61.716,8.173,2012.0,100000000.0,425368238.0,139.026,8.148,2020.0,150000000.0,136384442.0,21.0,12.71957142857143,6.056142857142857,31900000.0,36364075.85714286,19.78371428571429,6.409857142857143,76000000.0,102375910.85714284,35.74714285714286,6.827285714285714,65000000.0,244912319.57142857,95.0
Harrison Ford,69.801,60.156,7.926,1981.0,18000000.0,389925971.0,66.932,7.933,1982.0,28000000.0,41722424.0,65.022,7.29,2015.0,245000000.0,2068223624.0,45.0,18.511933333333335,6.376666666666667,6325133.333333333,109680603.86666666,28.494466666666668,6.9836,33356666.666666668,205455374.06666663,20.5024,6.060533333333334,82000000.0,169920453.0,95.0
Nicolas Cage,141.98,36.271,6.612,2004.0,100000000.0,347512318.0,53.258,5.547,2007.0,110000000.0,228738393.0,51.195,6.9,2013.0,135000000.0,587204668.0,51.0,14.156823529411769,6.184588235294118,13432352.94117647,20938407.0,23.877235294117646,6.551882352941177,52741176.47058824,113483330.70588236,29.627588235294116,5.777411764705882,64235294.11764706,123702224.1764706,95.0
Eddie Murphy,35.419,102.85,7.915,1998.0,90000000.0,304320254.0,150.608,7.732,2001.0,60000000.0,487853320.0,133.356,7.253,2004.0,150000000.0,928760770.0,35.0,22.595181818181818,6.209363636363636,27272727.272727273,140083473.45454547,18.573272727272727,5.609545454545454,61636363.63636363,105067049.45454544,44.38138461538461,5.963153846153846,82692307.6923077,252386960.2307692,95.0
Tom Hanks,68.632,98.321,8.476,1994.0,55000000.0,677387716.0,118.572,7.97,1995.0,30000000.0,394400000.0,70.64,8.508,1999.0,60000000.0,286801374.0,38.0,16.047083333333337,6.097,14250000.0,51943489.416666664,43.51291666666666,7.342583333333333,53416666.666666664,261875224.25,40.94457142857143,6.6345714285714275,84892857.14285715,306989056.28571427,95.0
Angelina Jolie,38.71,29.617,5.882,2001.0,115000000.0,274703340.0,67.569,7.091,2014.0,180000000.0,758539785.0,61.154,7.321,2019.0,185000000.0,491730089.0,27.0,12.909444444444444,5.777888888888888,20666666.666666668,19645326.444444444,27.209444444444443,6.181444444444444,68000000.0,140370477.8888889,26.898000000000003,6.433777777777777,86222222.22222222,221937688.0,95.0
Clint Eastwood,56.102,71.594,8.47,1966.0,1200000.0,38900000.0,25.981,7.956,2004.0,30000000.0,216763646.0,30.637,7.994,2008.0,33000000.0,269958228.0,46.0,24.371533333333332,7.112933333333334,3481666.6666666665,17958851.866666667,18.768866666666668,6.474133333333332,10640000.0,51401482.8,22.7041875,6.82925,34652500.0,108864791.3125,95.0
Dwayne Johnson,47.272,163.919,6.229,2015.0,110000000.0,473990832.0,41.259,6.826,2017.0,90000000.0,995339117.0,61.684,6.921,2019.0,125000000.0,801693929.0,20.0,29.772166666666667,6.246666666666667,57342274.666666664,140413430.0,19.096666666666668,6.055,34833333.333333336,91177956.5,28.150125000000003,6.0573749999999995,61500000.0,161855344.0,95.0
Jennifer Aniston,42.858,48.025,6.709,2003.0,80000000.0,484592874.0,37.965,6.819,2013.0,37000000.0,269994119.0,441.981,8.442,0.0,0.0,0.0,20.0,13.113166666666666,5.466,8083333.333333333,20510843.166666668,25.185,6.587833333333332,51166666.666666664,115059987.66666669,26.404,6.091625,36312500.0,130623012.25,95.0
Danny DeVito,53.616,40.967,8.421,1975.0,3000000.0,108981275.0,41.187,6.918,1992.0,80000000.0,280000000.0,140.119,6.493,2012.0,70000000.0,348840316.0,43.0,19.794142857142862,6.473928571428573,19357142.85714286,87716494.28571428,20.764642857142857,6.420642857142857,40160714.28571428,67212329.21428572,21.378,5.912333333333334,33800000.0,67323810.26666667,95.0
Ben Affleck,26.499,87.603,7.892,2014.0,61000000.0,369330363.0,69.475,5.956,2016.0,250000000.0,873637528.0,72.366,6.095,2017.0,300000000.0,657926987.0,31.0,21.3245,6.5074,24725000.0,92335147.8,16.264599999999998,6.1625,40100000.0,106573853.3,20.554,6.238818181818183,41009090.90909091,103841836.63636364,95.0
Mel Gibson,80.725,36.396,7.287,1987.0,15000000.0,120207127.0,57.256,7.935,1995.0,72000000.0,213216216.0,27.748,6.682,2002.0,72000000.0,408247917.0,32.0,23.234,6.651400000000001,9895000.0,76612916.4,23.8029,6.5274,50700000.0,169839762.5,19.25433333333333,6.169499999999999,46333333.333333336,113152882.75,95.0
Betty White,33.863,61.391,7.131,2009.0,40000000.0,317375031.0,140.119,6.493,2012.0,70000000.0,348840316.0,81.69,7.514,2019.0,175000000.0,1073394593.0,8.0,13.293500000000002,5.506,65000000.0,15970143.0,18.3225,5.95,38500000.0,57885222.5,49.371,6.47975,37500000.0,207736279.5,95.0
Chris Rock,26.275,78.6,6.897,2005.0,75000000.0,542063846.0,60.678,6.493,2008.0,150000000.0,603900354.0,58.827,6.612,2012.0,145000000.0,746921274.0,25.0,15.256125,6.0915,24812500.0,99007058.125,17.449125000000002,6.1076250000000005,55775000.0,86815933.625,48.123777777777775,6.202999999999999,89333333.33333333,323199037.6666667,94.0
George Lopez,23.615,27.576,5.303,2008.0,20000000.0,149281606.0,70.345,6.723,2011.0,90000000.0,484635760.0,48.942,6.501,2014.0,103000000.0,500188435.0,12.0,19.298500000000004,5.494,17750000.0,33130159.25,21.712249999999997,5.585,37500000.0,128923776.0,34.601,6.02275,61750000.0,226666895.25,94.0
Bruce Willis,56.252,55.465,7.777,1988.0,28000000.0,140767956.0,59.627,7.5,1997.0,90000000.0,263920180.0,48.477,7.947,1999.0,40000000.0,672806292.0,57.0,22.883894736842105,6.36121052631579,32210526.315789472,90750229.05263156,25.81457894736842,6.5520000000000005,55805263.15789474,153088951.63157895,27.304894736842105,6.258473684210527,58594473.68421053,156076899.10526314,94.0
Will Ferrell,56.335,20.172,6.72,2004.0,26000000.0,90574188.0,27.826,6.299,2010.0,100000000.0,170432927.0,57.679,6.965,2010.0,130000000.0,321885765.0,27.0,20.147222222222226,5.840222222222222,17722222.222222224,62363033.88888889,21.352777777777774,6.321999999999999,47277777.777777776,124018434.77777778,23.534555555555553,6.032222222222222,67000000.0,124371641.77777778,94.0
Robert De Niro,49.015,57.388,8.155,1976.0,1900000.0,28600000.0,86.551,8.165,2019.0,55000000.0,1074458282.0,32.287,7.614,2019.0,159000000.0,968853.0,60.0,23.63605,7.25835,22575000.0,40828637.95,23.5775,6.76355,40500000.0,88373354.25,22.2899,6.198200000000001,46600000.0,124570937.75,94.0
Nicole Kidman,76.842,23.007,7.575,2001.0,52500000.0,179213434.0,39.602,7.611,2001.0,17000000.0,209947037.0,27.887,6.048,2007.0,180000000.0,372234864.0,29.0,14.24622222222222,6.319888888888889,26320042.777777776,46298294.0,25.935444444444443,6.733999999999999,48500000.0,118193396.33333331,21.33418181818182,6.0867272727272725,63863636.36363637,111237341.8181818,94.0
Sandra Bullock,47.869,29.836,7.162,2013.0,105000000.0,723192705.0,37.59,6.397,2015.0,74000000.0,1156730962.0,33.932,6.853,2018.0,19800000.0,0.0,29.0,19.154777777777777,6.2717777777777775,15555555.555555556,80939326.8888889,22.427222222222223,6.181666666666666,60888888.88888889,114810906.0,21.50072727272727,6.427363636363637,30363636.363636363,123158561.8181818,94.0
Vin Diesel,76.59,8.888,6.817,2013.0,160000000.0,788680968.0,96.286,7.237,2015.0,190000000.0,1515341399.0,74.273,6.886,2017.0,250000000.0,1236005118.0,14.0,31.87975,7.570500000000001,42750750.0,139274172.25,27.237250000000003,6.61775,34500000.0,141675055.25,134.5535,6.238166666666667,57500000.0,139977084.33333334,94.0
Matt Damon,76.351,59.811,8.15,1997.0,10000000.0,225933435.0,35.87,7.466,2002.0,60000000.0,214034224.0,55.049,7.681,2015.0,108000000.0,630600000.0,43.0,22.94564285714286,6.84692857142857,34946428.571428575,84023889.35714285,31.475571428571435,6.7400714285714285,63571428.571428575,158461314.2142857,20.7906,6.684799999999999,56746666.666666664,146844217.46666667,94.0
Julia Roberts,27.879,102.808,7.455,1990.0,14000000.0,463406268.0,27.434,7.262,1999.0,42000000.0,363889678.0,40.453,8.152,2017.0,20000000.0,305937718.0,37.0,18.21075,6.273833333333335,21166666.666666668,84734966.75,21.468666666666667,6.688583333333333,50700000.0,193505676.75,20.689,6.207999999999999,56692307.692307696,125268013.76923075,94.0
Adam Sandler,58.319,38.714,6.851,2004.0,75000000.0,196482882.0,60.274,6.955,2012.0,85000000.0,358375603.0,53.013,5.718,2015.0,88000000.0,244874809.0,32.0,18.0517,5.6572000000000005,14920000.0,42663101.9,27.137099999999997,6.082800000000001,38320000.0,111003857.2,33.72183333333333,6.003499999999999,71708333.33333333,161741202.58333334,94.0
Al Pacino,33.825,164.432,8.71,1972.0,6000000.0,245066411.0,84.987,8.59,1974.0,13000000.0,102600000.0,81.492,8.165,1983.0,25000000.0,66023329.0,29.0,34.471666666666664,7.237333333333333,17866666.666666668,60689761.88888889,27.054777777777776,7.456444444444445,46277777.777777776,105355068.55555557,15.33018181818182,5.641909090909091,41421818.18181818,67141636.9090909,93.0
Matthew McConaughey,39.731,23.316,7.932,2013.0,5000000.0,55736588.0,162.321,8.42,2014.0,165000000.0,701729206.0,74.438,7.115,2016.0,75000000.0,634151679.0,23.0,16.793142857142858,6.909142857142856,41714285.71428572,66080801.428571425,19.592,6.325714285714286,46428571.428571425,82210077.71428572,16.798777777777776,5.913222222222222,40888888.88888889,73931704.44444445,93.0
Rosie O'Donnell,16.769,19.413,6.736,1993.0,21000000.0,227799884.0,42.784,5.315,1994.0,46000000.0,341631208.0,81.824,7.403,1999.0,130000000.0,448191819.0,14.0,15.409,6.250500000000001,32750000.0,97559988.25,18.264,5.584,17500000.0,93968194.5,20.959666666666667,5.479166666666667,38666666.666666664,88231174.5,93.0
Jack Nicholson,26.806,40.967,8.421,1975.0,3000000.0,108981275.0,62.998,8.219,1980.0,19000000.0,44781695.0,52.12,8.168,2006.0,90000000.0,291465000.0,36.0,14.730999999999996,6.699916666666667,2315416.6666666665,21433628.416666668,20.817083333333333,6.7043333333333335,19916666.666666668,87319307.0,21.18225,6.6314166666666665,58336666.666666664,138435073.16666666,93.0
Mark Wahlberg,49.71,57.36,6.41,2012.0,50000000.0,549368315.0,72.345,5.925,2014.0,210000000.0,1104054072.0,89.438,6.288,2015.0,68000000.0,215863606.0,24.0,22.49425,6.562125,50875000.0,112868568.25,29.966625,6.76,44875000.0,116481795.375,26.420875,6.348000000000001,51375000.0,158345390.5,93.0
Reese Witherspoon,26.582,32.926,6.751,2001.0,18000000.0,141774679.0,35.407,6.213,2009.0,175000000.0,381509870.0,74.438,7.115,2016.0,75000000.0,634151679.0,24.0,12.93425,6.471375,11717208.625,18380408.0,24.401625,6.273375,29125000.0,71440635.375,18.566625,6.407375,73937500.0,147845255.5,93.0
Ryan Reynolds,86.535,111.887,7.607,2016.0,58000000.0,783100000.0,83.547,7.492,2018.0,110000000.0,785896609.0,96.593,7.538,2021.0,110000000.0,331526598.0,18.0,18.345666666666663,5.991166666666667,23542711.5,41140762.5,18.611166666666666,6.415166666666667,29966666.666666668,95372457.5,34.48433333333333,6.2218333333333335,79500000.0,240771525.16666663,93.0
Bill Murray,34.711,48.575,7.47,1984.0,30000000.0,296187079.0,28.221,7.608,1993.0,14600000.0,71074049.0,27.595,7.393,2003.0,4000000.0,119723856.0,32.0,20.6723,6.4565,18120752.0,54124756.6,23.064599999999995,6.688599999999999,37760000.0,80462058.3,32.925000000000004,6.6955,33716666.666666664,86892044.33333333,93.0
Halle Berry,40.287,28.821,4.587,2004.0,100000000.0,82102379.0,85.31,6.883,2012.0,102000000.0,130482868.0,82.894,7.447,2019.0,55000000.0,326709727.0,26.0,15.597375,5.94675,16875000.0,69477650.125,9.497375,6.03075,24875000.0,61031017.125,24.39,6.1357,66379500.0,133964803.9,93.0
Charlie Chaplin,22.086,17.648,8.304,1931.0,1500000.0,4250000.0,22.545,8.293,1936.0,1500000.0,1800000.0,29.332,8.332,1940.0,2000000.0,11000000.0,10.0,10.557666666666666,5.401666666666666,391067.3333333333,2166666.6666666665,15.981333333333334,8.200666666666667,4000000.0,2016666.6666666667,14.850499999999998,7.54025,2100000.0,3500000.0,93.0
Sarah Jessica Parker,20.195,38.437,6.564,2008.0,65000000.0,418765519.0,21.702,6.099,2010.0,100000000.0,290745055.0,170.869,7.428,0.0,19000000.0,381109762.0,21.0,20.225142857142856,6.093285714285714,10742857.142857144,27611432.85714286,14.710285714285716,5.5967142857142855,36428571.428571425,54015243.571428575,19.86657142857143,5.816428571428571,50000000.0,150487602.85714287,93.0
Cameron Diaz,36.2,31.516,6.59,1998.0,23000000.0,369884651.0,150.608,7.732,2001.0,60000000.0,487853320.0,25.515,7.078,2006.0,85000000.0,194168700.0,29.0,22.635666666666665,6.540555555555556,21944444.444444444,129303490.66666669,35.065999999999995,6.276777777777777,76555555.55555555,253791136.33333337,38.43118181818182,6.23290909090909,74727272.72727273,263421755.1818182,93.0
Meryl Streep,26.71,75.952,7.388,2006.0,35000000.0,326706115.0,35.064,6.97,2008.0,52000000.0,609841637.0,21.476,6.997,2017.0,50000000.0,179769467.0,39.0,13.510461538461538,6.736538461538462,14603076.923076924,45973928.384615384,20.22069230769231,6.708692307692307,49846153.84615385,90267948.84615384,20.995769230769227,6.505923076923077,30192307.692307692,90785138.92307691,92.0
Jodie Foster,47.687,57.388,8.154,1976.0,1900000.0,28600000.0,16.584,8.343,1991.0,19000000.0,272742922.0,26.842,6.765,2002.0,48000000.0,197079546.0,21.0,10.167857142857144,6.417571428571429,4828571.428571428,47503090.14285714,19.476142857142857,6.738857142857143,51285714.28571428,133857827.0,18.566285714285716,6.287571428571428,46857142.85714286,101688509.57142857,92.0
Tim Allen,39.097,118.572,7.97,1995.0,30000000.0,394400000.0,100.562,7.588,1999.0,90000000.0,497366869.0,80.945,7.791,2010.0,200000000.0,1066969703.0,18.0,31.715666666666664,6.228333333333334,35500000.0,135641345.5,29.24166666666667,6.0249999999999995,66433333.333333336,113390392.33333331,27.391666666666666,6.287166666666667,37333333.333333336,240001225.16666663,92.0
Macaulay Culkin,27.638,6.003,7.415,1990.0,18000000.0,476684675.0,110.63,6.708,1992.0,18000000.0,358994850.0,27.67,5.874,1994.0,40000000.0,38087756.0,10.0,17.131999999999998,7.188666666666666,19333333.333333332,194020688.0,46.53966666666667,6.698,11666666.666666666,147859217.33333334,16.506999999999998,6.34375,13500000.0,21281648.5,92.0
Scarlett Johansson,156.46,41.798,7.669,2014.0,170000000.0,714766572.0,52.474,6.44,2014.0,40000000.0,458863600.0,89.461,7.293,2021.0,200000000.0,379751131.0,23.0,16.639000000000003,5.8991428571428575,20642857.14285714,39781113.0,30.243285714285715,6.814285714285715,30000000.0,71715742.0,25.635444444444445,6.471,34888888.88888889,83427560.0,92.0
Queen Latifah,30.054,68.273,6.692,2006.0,80000000.0,660998756.0,82.488,6.74,2009.0,90000000.0,886686817.0,60.643,6.362,2012.0,95000000.0,877244782.0,28.0,15.285444444444444,6.570666666666666,30277777.777777776,40375849.666666664,17.442666666666668,5.900111111111111,26666666.666666668,69089913.77777778,26.5921,6.427600000000001,44300000.0,226018879.9,92.0
Michael Keaton,56.232,41.695,7.218,1989.0,35000000.0,411348924.0,32.233,7.471,2014.0,18000000.0,103215094.0,93.92,7.343,2017.0,175000000.0,880166924.0,31.0,12.9406,6.169700000000001,6510000.0,27129870.2,17.2672,6.3941,21650000.0,89245348.9,27.02963636363636,6.298181818181818,60181818.18181818,188396624.63636363,92.0
John Travolta,66.627,46.687,7.395,1978.0,6000000.0,181813770.0,84.273,8.489,1994.0,8500000.0,213900000.0,56.465,6.498,2008.0,150000000.0,309979994.0,35.0,24.62663636363636,6.35581818181818,12777272.727272728,94266694.27272728,18.988909090909093,6.092363636363635,50000000.0,96716799.9090909,20.260615384615388,6.066076923076924,50461538.461538464,100331014.46153846,92.0
Kevin Bacon,60.746,29.172,6.881,1990.0,11000000.0,48572000.0,28.788,7.598,1996.0,44000000.0,165615285.0,2.382,7.297,2011.0,160000000.0,353624124.0,43.0,19.361785714285713,6.384928571428572,7746428.571428572,38548197.428571425,18.89014285714286,6.564928571428571,29571428.57142857,78853717.85714285,14.006066666666667,6.498666666666668,26033333.333333332,51841023.8,92.0
Jennifer Lawrence,61.082,68.781,7.195,2012.0,75000000.0,694394724.0,111.167,7.42,2013.0,130000000.0,865011746.0,147.987,6.8,2014.0,125000000.0,755356711.0,5.0,13.863,6.6,20000000.0,5642478.0,13.019,6.371,21000000.0,970816.0,27.497666666666664,6.761333333333333,80633333.33333333,364101993.0,92.0
Ben Stiller,33.191,78.6,6.897,2005.0,75000000.0,542063846.0,34.963,6.574,2006.0,110000000.0,574480841.0,34.87,7.176,2013.0,90000000.0,188133322.0,37.0,14.150166666666664,6.19175,13958333.333333334,56490510.5,18.43916666666667,5.927916666666667,29166666.666666668,110274306.25,35.88653846153845,6.2113076923076935,85000000.0,300016752.2307692,92.0
Kevin Costner,133.838,35.015,7.771,1987.0,25000000.0,76270454.0,32.658,7.846,1990.0,22000000.0,424208848.0,46.04,6.197,1995.0,175000000.0,264218220.0,30.0,18.461599999999997,6.657299999999999,10260000.0,31127244.4,23.7862,6.6918999999999995,50600000.0,151848181.9,19.147799999999997,6.4049,38900000.0,55447816.5,92.0
John Wayne,38.336,22.909,7.717,1956.0,3750000.0,0.0,26.419,7.838,1959.0,1200000.0,5750000.0,16.382,7.787,1962.0,3200000.0,8000000.0,30.0,11.3232,6.8155,1432637.4,2411275.7,15.3456,6.9283,4041000.0,3365000.0,16.647100000000002,6.702800000000001,4253900.0,12684650.2,92.0
Mr. T,32.721,38.855,6.876,1982.0,17000000.0,270000000.0,41.664,6.613,2009.0,100000000.0,242988466.0,231.136,7.472,0.0,0.0,0.0,9.0,23.915333333333333,6.631,17333333.333333332,133788172.33333331,13.529000000000002,5.286333333333333,35333333.333333336,53809765.333333336,33.858666666666664,5.404333333333334,39666666.666666664,103152266.0,92.0
Demi Moore,50.904,41.922,7.2,1990.0,22000000.0,505000000.0,39.809,7.106,1996.0,100000000.0,325338851.0,23.651,6.434,1997.0,50000000.0,48169156.0,29.0,16.22666666666667,6.067444444444444,13270200.666666666,70360104.1111111,22.812,6.322777777777778,38555555.55555555,126470569.44444443,19.68318181818182,6.305727272727273,30500000.0,52746606.18181818,91.0
Lucille Ball,14.978,7.056,6.4,1947.0,0.0,0.0,19.546,6.736,1968.0,0.0,0.0,142.038,7.982,0.0,0.0,0.0,7.0,7.9805,6.5,515248.0,1601000.0,6.9485,6.8835,849500.0,2244500.0,3.157,6.116666666666667,1570666.6666666667,2568000.0,91.0
Megan Fox,46.729,14.528,6.786,2007.0,150000000.0,709709780.0,20.174,6.173,2009.0,200000000.0,836303693.0,93.618,5.903,2014.0,125000000.0,485004754.0,6.0,16.872500000000002,6.1905,82500000.0,369520424.0,15.988,6.074,113500000.0,426794996.0,39.961,6.0375,40500000.0,105467797.0,91.0
Sean Connery,30.879,62.084,7.849,1989.0,48000000.0,474171806.0,34.425,7.107,1996.0,75000000.0,335062621.0,25.873,5.952,2003.0,78000000.0,179265204.0,38.0,21.18233333333333,6.620333333333332,5021666.666666667,40059839.5,22.4675,6.592833333333334,17250000.0,79678118.33333333,21.512499999999996,6.223357142857141,47414285.71428572,134604697.07142857,91.0
Jean-Claude Van Damme,41.113,33.019,7.017,1988.0,1500000.0,65000000.0,33.339,6.3,1992.0,23000000.0,0.0,20.752,4.545,1994.0,35000000.0,99423521.0,32.0,24.0469,6.1367,9205000.0,35717427.0,16.420799999999996,5.4241,27300000.0,31252546.0,17.78316666666667,6.0512500000000005,16485271.5,27063341.333333332,91.0
