name,genre_ids,movies,popularity,genre_mean,genre_mean_weighted
Shin Min-a,"[[35, 10751, 14], [35, 18], [10770, 35, 18, 10751]]","['Freaky Friday', 'The Young Kieslowski', 'Go Figure']","[32.224, 4.526, 8.016]",['Comedy'],['Family']
Tobias Santelmann,"[[35, 10749], [35, 28], [35, 10749]]","['Just Go with It', ""You Don't Mess with the Zohan"", 'I Now Pronounce You Chuck & Larry']","[58.212, 54.185, 23.69]",['Comedy'],['Romance']
Shido Nakamura,"[[35, 878], [35], [12, 35, 10751]]","['Cocoon: The Return', 'Trading Places', 'Homeward Bound: The Incredible Journey']","[18.163, 45.711, 17.738]",['Comedy'],['Family']
Frank Ashmore,"[[10749, 10751, 18], [10749, 18], []]","[""My Wife's Sister"", ""Mother's Job"", 'Swapping: A Divorce Trip Between Two Couples']","[14.599, 37.16, 0.6]","['Romance', 'Drama']",['Romance']
Maryann Plunkett,"[[16, 10751], [10749, 35]]","['Home on the Range', ""Look Who's Talking Too""]","[40.738, 14.058]","['Animation', 'Family', 'Romance', 'Comedy']",['Family']
Jeon So-min,"[[28, 18, 80]]",['A Bittersweet Life'],[14.586],"['Action', 'Drama', 'Crime']",['Crime']
Rachel Kimsey,"[[28, 12], [28, 12, 80, 53], [12, 36]]","['Hercules', 'Point Break', 'Kon-Tiki']","[45.634, 29.996, 10.707]",['Adventure'],['Crime']
Zachary Knighton,"[[28, 18, 10752], [18, 28]]","['Letters from Iwo Jima', 'Fearless']","[20.868, 27.437]","['Action', 'Drama']",['War']
Jean Marsh,"[[35], [9648, 878, 53]]","['Airplane!', '400 Days']","[31.624, 10.231]","['Comedy', 'Mystery', 'Science Fiction', 'Thriller']",['Mystery']
Emma Laird,"[[18, 10749], [18, 10749], [18, 36]]","['Blue Valentine', 'Little Women', 'A Beautiful Day in the Neighborhood']","[18.102, 36.364, 18.424]",['Drama'],['Romance']
Nancy Linehan Charles,"[[27, 53, 9648]]",['Cinderella'],[6.258],"['Horror', 'Thriller', 'Mystery']",['Mystery']
Oliver Robins,"[[14, 16, 27, 28], [16, 28, 878, 12]]","['Constantine: City of Demons - The Movie', 'Justice League: Warworld']","[24.653, 303.697]","['Animation', 'Action']",['Science Fiction']
Slim Pickens,"[[27, 80, 53], [35, 10749]]","['The Hitcher', 'The Prince & Me']","[15.096, 15.458]","['Horror', 'Crime', 'Thriller', 'Comedy', 'Romance']",['Romance']
Jake Richardson,"[[28, 12, 14], [12, 10751, 14], [80, 53, 27, 35]]","['Willow', 'Return to Oz', 'Frenzy']","[26.926, 19.431, 15.998]","['Adventure', 'Fantasy']",['Family']
Shin Seung-ho,"[[9648, 53, 80], [14]]","['A Haunting in Venice', 'In Conversation With A Goddess']","[313.905, 0.636]","['Mystery', 'Thriller', 'Crime', 'Fantasy']",['Mystery']
Farah Zeynep Abdullah,"[[10749, 27], [878, 28, 53], [27, 53]]","[""Bram Stoker's Dracula"", 'Minority Report', 'The Stepfather']","[41.138, 29.135, 12.824]","['Horror', 'Thriller']",['Romance']
Tom Burke,"[[27], [27, 53], [27, 10770]]","['Poltergeist', 'Poltergeist II: The Other Side', ""Don't Go to Sleep""]","[32.866, 18.914, 1.762]",['Horror'],['TV Movie']
Park Ji-min,"[[35, 10752], [37, 35], [27]]","['Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb', 'Blazing Saddles', 'The Howling']","[32.305, 22.693, 19.646]",['Comedy'],['War']
Bill Prady,"[[35], [12, 35, 10751, 878, 28], [35]]","['Clerks II', 'Honey, We Shrunk Ourselves', 'Jay and Silent Bob Strike Back']","[13.166, 15.272, 16.074]",['Comedy'],['Family']
Ellen Kennedy,[],[],[],[],[]
Sheila Atim,"[[9648, 10749], [10749, 18], [18, 36]]","['A Small September Affair', 'One Love', ""The Butterfly's Dream""]","[5.409, 5.604, 10.902]","['Romance', 'Drama']",['Romance']
Josie Totah,"[[18, 53, 80], [18, 9648], [18, 36]]","['Only God Forgives', 'The Wonder', 'Mank']","[14.577, 29.093, 16.26]",['Drama'],['Mystery']
Bernie Coulson,"[[10402], [10402, 99], [10402, 99]]","['BTS World Tour: Love Yourself in Seoul', 'Bring the Soul: The Movie', 'Burn the Stage: The Movie']","[11.444, 16.701, 9.419]",['Music'],['Music']
Joanna Scanlan,[],[],[],[],[]
Alden Ehrenreich,"[[16, 10751, 35], [10751, 16, 14], [16, 10751, 14]]","['Barbie as The Princess & the Pauper', 'Barbie: Princess Charm School', 'Barbie in A Mermaid Tale']","[42.577, 44.444, 29.138]","['Animation', 'Family']",['Family']
Georg Stanford Brown,"[[14, 28, 12], [28, 18, 36], [14, 12, 10751]]","['Doctor Strange in the Multiverse of Madness', 'The Woman King', 'Pinocchio']","[153.681, 101.478, 50.349]","['Fantasy', 'Action', 'Adventure']",['Family']
Mary Hart,"[[28, 12, 878, 18], [35, 18, 10402]]","['Spider-Man: Homecoming', 'Moxie']","[93.92, 12.428]",['Drama'],['Music']
Lee Armstrong,"[[80, 18], [35, 10749], [18, 53, 10402]]","['The Accused', 'Loverboy', 'Eddie and the Cruisers II: Eddie Lives!']","[17.692, 10.523, 2.539]",['Drama'],['Romance']
Theresa Merritt,"[[12, 14, 10749, 10751], [18, 10749]]","['Stardust', 'Girl with a Pearl Earring']","[29.976, 19.793]",['Romance'],['Romance']
Kenji Nomura,"[[878, 12, 28], [14, 18, 10749], [35, 80, 9648]]","['Solo: A Star Wars Story', 'Beautiful Creatures', 'Hail, Caesar!']","[38.666, 18.436, 15.532]","['Science Fiction', 'Adventure', 'Action', 'Fantasy', 'Drama', 'Romance', 'Comedy', 'Crime', 'Mystery']",['Romance']
Simon Merrells,"[[35], [28, 80, 53], [878, 53]]","['Stir Crazy', 'Bullitt', 'Colossus: The Forbin Project']","[20.401, 18.673, 10.179]",['Thriller'],['Science Fiction']
Mark Gibbon,"[[10751, 28, 12, 16, 35, 878], [16, 35, 878, 10770]]","['Jimmy Neutron: Boy Genius', ""Family Guy Presents: It's a Trap!""]","[17.027, 11.332]","['Animation', 'Comedy', 'Science Fiction']",['Family']
Dave Florek,"[[35, 27], [10751, 12]]","['Leprechaun 3', 'Magic Island']","[26.847, 1.724]","['Comedy', 'Horror', 'Family', 'Adventure']",['Family']
Kiowa Gordon,"[[35], [27, 53], [12, 10751, 14, 10402]]","['Billy Madison', 'The Serpent and the Rainbow', 'The Wiz']","[22.136, 14.552, 15.827]","['Comedy', 'Horror', 'Thriller', 'Adventure', 'Family', 'Fantasy', 'Music']",['Family']
Luca Luhan,"[[16, 28, 12, 14, 878]]",['Final Fantasy VII: Advent Children'],[21.699],"['Animation', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']",['Science Fiction']
Whitney Anderson,"[[27, 36, 18, 53]]",['The Wolfman'],[25.765],"['Horror', 'History', 'Drama', 'Thriller']",['Thriller']
Kelly Lynch,"[[28, 878], [28, 12, 878], [14, 28, 27]]","['The Chronicles of Riddick', 'Man of Steel', 'Underworld: Awakening']","[14.841, 53.736, 54.599]",['Action'],['Science Fiction']
Rochelle Davis,"[[28, 14, 27, 53], [35, 14], [18, 10749, 10770]]","['Priest', 'Ghostbusters II', ""Love's Unending Legacy""]","[26.898, 42.458, 7.905]",['Fantasy'],['TV Movie']
Edward Mulhare,"[[12, 14, 18, 10749], [12, 14, 18, 10749], [12, 14, 10749]]","['The Twilight Saga: Eclipse', 'The Twilight Saga: New Moon', 'The Twilight Saga: Breaking Dawn - Part 1']","[81.712, 61.661, 85.959]","['Adventure', 'Fantasy', 'Romance']",['Romance']
Anne Francis,"[[27, 9648, 53]]",['Annabelle Comes Home'],[58.697],"['Horror', 'Mystery', 'Thriller']",['Mystery']
Kolton Stewart,"[[35, 27], [35], [18, 10751, 878, 14, 35]]","['Zombie Strippers!', 'The Godmother', 'Prehysteria! 3']","[21.924, 2.072, 3.736]",['Comedy'],['Family']
Diana Dors,"[[28, 12, 35, 80, 53], [28, 53], [53, 9648, 18, 878, 14]]","[""Charlie's Angels"", 'Road House', 'The Jacket']","[27.965, 18.49, 20.382]",['Thriller'],['Mystery']
David L. Lander,"[[14, 28, 53], [27]]","['The Crow', 'Hell House']","[36.192, 1.772]","['Fantasy', 'Action', 'Thriller', 'Horror']",['Thriller']
Owen Teale,"[[28, 878, 10770], [10752, 28, 12, 53]]","['Knight Rider 2000', ""Von Ryan's Express""]","[9.154, 12.902]",['Action'],['War']
Chad Allen,"[[878, 12], [27, 14, 10749], [53, 18, 9648, 37]]","['Forbidden Planet', 'Return', 'Bad Day at Black Rock']","[23.002, 6.376, 9.863]","['Science Fiction', 'Adventure', 'Horror', 'Fantasy', 'Romance', 'Thriller', 'Drama', 'Mystery', 'Western']",['Mystery']
Kim Shaw,"[[35, 10751, 14], [10749, 35], [10402, 35, 10751]]","['Disenchanted', 'My Big Fat Greek Wedding 2', 'Sneakerella']","[62.867, 21.632, 12.488]",['Comedy'],['Family']
Elnaaz Norouzi,"[[18, 35], [18], [12, 18, 10751]]","['Deep End', 'Yield to the Night', 'Oliver Twist']","[10.536, 2.852, 9.736]",['Drama'],['Family']
Keenan Tracey,"[[35], [12, 16, 35, 10751], [14, 16, 35, 80]]","['Scary Movie', ""A Bug's Life"", 'Who Framed Roger Rabbit']","[104.877, 61.896, 42.461]",['Comedy'],['Family']
Ben McKenzie,"[[12, 10752, 36, 28]]",['King Arthur'],[44.63],"['Adventure', 'War', 'History', 'Action']",['War']
Freema Agyeman,"[[27, 878, 35], [10751, 16, 35, 10770]]","['TerrorVision', 'Happy New Year, Charlie Brown']","[10.315, 6.693]",['Comedy'],['TV Movie']
Matt Lintz,"[[10749, 35], [35, 18, 10749], [18]]","[""She's Out of My League"", 'Did You Hear About the Morgans?', 'Christine']","[25.167, 14.574, 13.714]","['Romance', 'Comedy', 'Drama']",['Romance']
Stine Stengade,"[[28, 53], [12, 35], [35, 18]]","['Kandahar', 'Hello Charlie', 'JugJugg Jeeyo']","[302.211, 3.166, 6.701]",['Comedy'],['Thriller']
Phil Fondacaro,"[[27, 53, 9648], [14, 18, 10751]]","['Polaroid', '16 Wishes']","[41.176, 17.872]","['Horror', 'Thriller', 'Mystery', 'Fantasy', 'Drama', 'Family']",['Mystery']
Doon Mackichan,"[[28, 16, 80]]",['Batman: Year One'],[27.175],"['Action', 'Animation', 'Crime']",['Crime']
Spencer Breslin,"[[878, 28, 12]]",['The Matrix Resurrections'],[76.564],"['Science Fiction', 'Action', 'Adventure']",['Science Fiction']
Janice Dickinson,"[[28, 35, 878], [35, 10751, 10749]]","['Pixels', 'A Cinderella Story: Once Upon a Song']","[53.013, 46.133]",['Comedy'],['Family']
Douglas Tait,"[[18, 36, 10752], [18], [18, 10749]]","['Flame & Citron', 'Prague', ""Kira's Reason: A Love Story""]","[8.517, 6.466, 3.303]",['Drama'],['War']
Francis Lawrence,"[[12, 28, 878], [16, 12, 10751, 14], [28, 12, 14]]","['Return of the Jedi', 'The Polar Express', 'Willow']","[43.505, 87.62, 26.926]",['Adventure'],['Family']
Jarrad Paul,"[[16, 12, 10751, 14], [12, 14, 28, 35, 10751]]","['The Sea Beast', 'The Borrowers']","[70.462, 17.685]","['Adventure', 'Family', 'Fantasy']",['Family']
J.T. Walsh,"[[53, 878], [35, 12, 10751, 14], [14, 35, 10751]]","['The Happening', 'The Cat in the Hat', 'The Kid']","[46.898, 47.605, 13.161]","['Comedy', 'Family', 'Fantasy']",['Family']
Joseph Mawle,[[18]],['Wassup Rockers'],[5.288],['Drama'],['Drama']
Madeline Kahn,"[[12, 14, 28], [14, 27, 28, 12], [878, 12, 10751]]","['Thor', 'Hellboy', 'Zathura: A Space Adventure']","[91.98, 40.066, 36.052]",['Adventure'],['Family']
Guinevere Turner,"[[12, 28, 878], [878, 12, 53], [18, 878, 53]]","['The Hunger Games: Catching Fire', 'The Hunger Games: Mockingjay - Part 1', 'I Am Legend']","[111.167, 147.987, 90.796]",['Science Fiction'],['Science Fiction']
Eric Leviton,"[[35, 10749], [18, 35]]","['Yes Man', 'The D Train']","[26.646, 9.3]",['Comedy'],['Romance']
Laura Sohn,"[[80, 18, 9648, 53], [18], [35, 18, 10752]]","['Breakdown', 'A Few Good Men', 'Good Morning, Vietnam']","[21.036, 38.314, 21.202]",['Drama'],['War']
Bojana Novaković,"[[14, 27], [53, 18, 12, 28, 36]]","['The Hallow', 'In the Heart of the Sea']","[12.073, 27.709]","['Fantasy', 'Horror', 'Thriller', 'Drama', 'Adventure', 'Action', 'History']",['Thriller']
Darren E. Scott,"[[12, 16, 35, 10751], [35, 53, 80, 9648], [35]]","[""A Bug's Life"", 'Clue', 'Young Frankenstein']","[61.896, 32.042, 26.986]",['Comedy'],['Family']
Akiva Schaffer,"[[53, 18, 80], [14, 35, 12], [35, 18, 10749]]","['American Psycho', 'Dogma', 'Chasing Amy']","[55.975, 16.028, 16.469]","['Drama', 'Comedy']",['Romance']
Terence Harvey,[],[],[],[],[]
Alice Pol,"[[36, 18]]",['Worth'],[16.59],"['History', 'Drama']",['History']
Cameron Daddo,"[[27, 9648, 53], [18, 35], [28, 878, 12]]","['Devil', 'I, Tonya', 'Beyond Skyline']","[19.338, 21.731, 7.512]","['Horror', 'Mystery', 'Thriller', 'Drama', 'Comedy', 'Action', 'Science Fiction', 'Adventure']",['Mystery']
Kathryn Kohut,"[[27, 9648, 53], [28, 18], [27, 10770]]","['Case 39', 'Birth of the Dragon', 'Pelts']","[24.38, 14.634, 3.137]",['Horror'],['Mystery']
Loretta Fox,"[[35, 28, 878], [35, 10402]]","['The Watch', 'Popstar: Never Stop Never Stopping']","[18.662, 14.723]",['Comedy'],['Music']
Jorma Tommila,"[[12, 28, 35], [27, 9648, 53], [80, 9648, 53]]","['Johnny English', 'From Hell', 'Basic Instinct 2']","[24.684, 18.633, 22.548]","['Mystery', 'Thriller']",['Mystery']
Artie Lange,"[[28, 35], [35], [35, 10749]]","['R.A.I.D. Special Unit', 'Superchondriac', 'A Perfect Plan']","[11.58, 8.687, 10.147]",['Comedy'],['Romance']
John Ralston,"[[9648, 18, 27], [28, 12, 27, 878, 53], [28, 53, 12, 878, 10770]]","['Inland Empire', 'Pterodactyl', 'Category 7: The End of the World']","[19.118, 7.021, 9.83]","['Horror', 'Action', 'Adventure', 'Science Fiction', 'Thriller']",['Mystery']
Chuck Connors,"[[10770, 35, 10749, 18], [27, 28], [10770, 10749, 35]]","['Yellowstone Romance', 'Spare Parts', ""Baby, It's Cold Inside""]","[3.977, 7.36, 6.934]","['TV Movie', 'Comedy', 'Romance']",['TV Movie']
John Stockwell,"[[35, 18, 10749], [35]]","['Going the Distance', 'Blades of Glory']","[11.49, 15.343]",['Comedy'],['Romance']
Vichitra,"[[28, 10752], [14, 27], [28, 12, 53]]","['Sisu', 'Rare Exports: A Christmas Tale', 'Big Game']","[185.955, 11.118, 21.729]",['Action'],['War']
Rockmond Dunbar,"[[35, 10751, 14], [35], [35]]","['Elf', 'Old School', 'Dirty Work']","[43.152, 30.546, 13.332]",['Comedy'],['Family']
Roger Rees,"[[35, 27, 53], [28], [27, 878, 53]]","['Ready or Not', 'Pound of Flesh', 'Infinity Pool']","[36.61, 14.656, 44.816]","['Horror', 'Thriller']",['Science Fiction']
Andrew V. McLaglen,"[[878, 53], [35], [27]]","['Soylent Green', 'Airplane II: The Sequel', 'Tourist Trap']","[19.033, 17.315, 8.692]","['Science Fiction', 'Thriller', 'Comedy', 'Horror']",['Science Fiction']
Charlie McDermott,"[[10749, 18, 28], [27], [35, 10751, 14, 878]]","['Top Gun', 'Christine', 'My Science Project']","[69.404, 32.831, 7.692]","['Romance', 'Drama', 'Action', 'Horror', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",['Romance']
Gülçin Santırcıoğlu,"[[35, 18, 28], [35, 18, 80], [10751, 35, 18]]","['Muthu', 'Amaidhi Padai', 'Duet']","[11.474, 1.769, 3.845]","['Comedy', 'Drama']",['Family']
Eva Habermann,"[[35, 80, 9648, 53]]",['Kiss Kiss Bang Bang'],[14.811],"['Comedy', 'Crime', 'Mystery', 'Thriller']",['Mystery']
Cary Grant,"[[18, 9648, 878], [35], [18, 10749]]","['The Prestige', 'Robin Hood: Men in Tights', 'Frida']","[55.163, 21.634, 17.522]",['Drama'],['Mystery']
Hala Finley,"[[28], [37, 35], [37]]","['The Wild Geese', 'McLintock!', 'Chisum']","[12.988, 25.138, 14.51]",['Western'],['Western']
Song Il-gook,"[[878, 35, 12], [18, 9648, 53]]","['Hot Tub Time Machine', 'The Village']","[22.643, 23.469]","['Science Fiction', 'Comedy', 'Adventure', 'Drama', 'Mystery', 'Thriller']",['Mystery']
Mika Kanai,"[[35, 18]]",['Stuck Apart'],[6.124],"['Comedy', 'Drama']",['Comedy']
James DuMont,"[[27, 878, 35], [27, 878, 35]]","['Sky Sharks', 'Cyst']","[12.435, 4.683]","['Horror', 'Science Fiction', 'Comedy']",['Science Fiction']
Beau Mirchoff,"[[9648, 53, 12], [53, 10749, 9648], [9648, 53, 10749, 35, 80]]","['North by Northwest', 'Notorious', 'To Catch a Thief']","[21.604, 23.718, 20.555]","['Mystery', 'Thriller']",['Mystery']
Gerald Mohr,"[[10751, 28, 14, 35], [28, 53, 9648, 878], [53, 80, 18]]","['We Can Be Heroes', 'Hypnotic', 'Paradise Highway']","[35.516, 265.223, 19.567]","['Action', 'Thriller']",['Mystery']
Reina Hardesty,"[[10749, 35]]",['The Art of Seduction'],[7.676],"['Romance', 'Comedy']",['Romance']
Kirsten Vangsness,[],[],[],[],[]
Michael Wilding,"[[28, 12, 878, 53], [18, 36], [18, 28]]","['Jurassic World', 'Dallas Buyers Club', 'Deepwater Horizon']","[78.618, 23.316, 32.002]","['Action', 'Drama']",['Science Fiction']
Beverly Archer,"[[18, 27, 53], [35], [53, 28, 80, 27]]","['Flatliners', 'Scary Movie 4', 'Poker Night']","[19.939, 73.654, 7.327]","['Horror', 'Thriller']",['Comedy']
Earl Boen,"[[10749, 18, 53], [12, 878], [35, 18, 10749]]","['Gilda', 'The Angry Red Planet', 'Funny Girl']","[10.405, 6.789, 11.814]","['Romance', 'Drama']",['Romance']
Vladimir Mashkov,[],[],[],[],[]
William A. Graham,"[[35, 12, 27, 14]]",['Dave Made a Maze'],[7.165],"['Comedy', 'Adventure', 'Horror', 'Fantasy']",['Comedy']
Delia Boccardo,"[[53], [18, 36, 10749], [36, 18, 10752]]","['Stage Fright', 'Under Capricorn', 'Waterloo']","[11.135, 8.684, 11.944]","['Drama', 'History']",['War']
Blake Anderson,"[[35, 10751, 878, 10770]]",['Project: ALF'],[7.669],"['Comedy', 'Family', 'Science Fiction', 'TV Movie']",['TV Movie']
Roman Mitichyan,"[[28, 53, 878], [28, 53, 878], [28, 53, 878]]","['Terminator 2: Judgment Day', 'The Terminator', 'Terminator 3: Rise of the Machines']","[78.809, 68.418, 45.409]","['Action', 'Thriller', 'Science Fiction']",['Science Fiction']
Sia,"[[28, 53, 12], [28, 18, 53, 10752], [18]]","['Mission: Impossible - Ghost Protocol', 'Behind Enemy Lines', 'Three Seconds']","[77.884, 23.699, 10.107]","['Action', 'Thriller', 'Drama']",['War']
Jimmy Buffett,"[[12, 18]]",['Return to the Blue Lagoon'],[23.908],"['Adventure', 'Drama']",['Drama']
Darryl Hickman,"[[18, 10749], [35, 80], [27, 878, 12, 28]]","['Nostalgia', 'Inspector Clouseau', 'Tentacles']","[11.467, 9.15, 8.289]","['Drama', 'Romance', 'Comedy', 'Crime', 'Horror', 'Science Fiction', 'Adventure', 'Action']",['Romance']
Tegan Moss,"[[35], [28, 35], [80, 18, 35]]","['Neighbors', 'Game Over, Man!', 'Dope']","[25.185, 15.215, 15.386]",['Comedy'],['Comedy']
Jean Allison,"[[35, 878, 18], [28, 53], [28, 53, 9648]]","[""Don't Look Up"", 'Trauma Center', 'Escape Plan 2: Hades']","[36.173, 16.662, 30.865]","['Action', 'Thriller']",['Mystery']
Jeremy Bobb,"[[16, 12, 10751], [16, 12, 35, 10751, 14, 10402], [35, 18, 10751]]","['Peter Rabbit', 'Charming', 'Annie']","[22.41, 12.085, 32.605]",['Family'],['Family']
Paras Patel,"[[28, 12, 878, 53], [12, 14, 35, 10751], [35]]","['Jurassic World', 'Hook', 'The Beach Bum']","[78.618, 29.973, 12.285]","['Adventure', 'Comedy']",['Family']
Rolando Molina,"[[18], [18], [27, 878]]","['Network', 'The Grapes of Wrath', 'The Tingler']","[16.923, 12.335, 9.762]",['Drama'],['Science Fiction']
Leila Kenzle,"[[18, 10749], [18, 27, 53], [35, 10751, 14]]","['Charlie St. Cloud', 'The Eye', 'Dr. Dolittle: Million Dollar Mutts']","[24.661, 14.04, 13.012]",['Drama'],['Romance']
Elizabeth Ann Bennett,"[[18, 9648, 80], [37, 18], [27]]","['Hardcore', 'Bad Company', ""Devil's Partner""]","[11.847, 9.676, 2.469]",['Drama'],['Mystery']
Michael Shanks,"[[80, 18, 35]]",['The Wolf of Wall Street'],[109.107],"['Crime', 'Drama', 'Comedy']",['Crime']
Bobby Tisdale,"[[18, 14, 35, 10770], [18, 36]]","['Teen Spirit', 'Jesus Revolution']","[7.57, 19.317]",['Drama'],['TV Movie']
Martha Quinn,"[[14, 35], [9648, 53, 28], [35]]","['Bruce Almighty', 'Eagle Eye', 'Next Friday']","[48.025, 21.523, 16.798]",['Comedy'],['Mystery']
Olivia Brown,"[[9648, 53], [35, 14]]","['Identity', 'The Hot Chick']","[23.809, 30.534]","['Mystery', 'Thriller', 'Comedy', 'Fantasy']",['Mystery']
Kevork Malikyan,"[[16, 10751, 28], [10770, 35, 18, 10749]]","['Kung Fu Panda: Secrets of the Furious Five', 'Matchmaker Santa']","[26.947, 6.031]","['Animation', 'Family', 'Action', 'TV Movie', 'Comedy', 'Drama', 'Romance']",['Family']
Priscilla Barnes,"[[878, 28, 18, 53], [28, 12, 27, 14, 53]]","['Elysium', 'Red Riding Hood']","[37.015, 21.09]","['Action', 'Thriller']",['Science Fiction']
Josh Blacker,"[[28, 12, 878], [35, 18], [10749, 35]]","['Iron Man 3', 'Due Date', 'Can You Keep a Secret?']","[74.059, 19.577, 17.01]",['Comedy'],['Romance']
Anita Dobson,"[[35, 10751], [28, 27, 878, 53, 35], [35, 12]]","['Problem Child 2', 'Dead Heat', 'Motorama']","[23.913, 13.003, 6.172]",['Comedy'],['Family']
Michael Lombard,"[[53, 28, 35, 80, 18], [35, 80]]","['48 Hrs.', 'Throw Momma from the Train']","[20.277, 12.703]","['Comedy', 'Crime']",['Crime']
Adrian Lyne,"[[12, 28], [28, 80, 53], [12, 18, 28]]","['Indiana Jones and the Last Crusade', 'Taken 2', 'Exodus: Gods and Kings']","[62.084, 67.555, 62.469]",['Action'],['Crime']
Kellyann Kelso,"[[18, 27, 80], [12, 28, 53], [10749, 35]]","[""The Devil's Rejects"", 'Licence to Kill', 'Mallrats']","[20.821, 31.461, 14.529]","['Drama', 'Horror', 'Crime', 'Adventure', 'Action', 'Thriller', 'Romance', 'Comedy']",['Romance']
Froy Gutierrez,"[[878, 28, 18, 53], [28], [28, 80, 9648]]","['Elysium', 'The Marine 4: Moving Target', 'Countdown']","[37.015, 17.587, 9.489]",['Action'],['Mystery']
Leslie Odom Jr.,"[[10402, 53]]",['London Road'],[3.306],"['Music', 'Thriller']",['Music']
Michael W. Watkins,"[[27, 18], [12, 35], [18, 80, 10749]]","['Pet Sematary', 'Crocodile Dundee', 'The Thomas Crown Affair']","[53.821, 15.094, 20.098]",['Drama'],['Romance']
Fred Travalena,"[[18], [18, 9648, 27], [53, 18]]","['Lolita', ""Jacob's Ladder"", 'Unfaithful']","[55.716, 25.623, 34.24]",['Drama'],['Mystery']
Jeannot Szwarc,"[[12, 16, 35, 10751, 14], []]","[""The Emperor's New Groove"", 'Power Rangers Lost Galaxy: The Power of Teamwork Overcomes All']","[91.683, 2.324]","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",['Family']
Kenichi Suzumura,"[[14, 35, 10751], [27, 9648]]","['Hocus Pocus 2', 'Init!ation']","[88.251, 15.526]","['Fantasy', 'Comedy', 'Family', 'Horror', 'Mystery']",['Family']
Blake Harrison,"[[9648, 18, 80], [35, 80, 9648], [36, 18]]","['Murder on the Orient Express', 'Glass Onion: A Knives Out Mystery', 'Hamilton']","[47.504, 102.233, 20.861]","['Mystery', 'Drama', 'Crime']",['Mystery']
Denden,[],[],[],[],[]
Desi Arnaz,"[[18, 10402], [27, 35], [16, 12, 10751]]","['The Buddy Holly Story', 'Night of the Dribbler', 'The Secret World of OG']","[9.442, 1.4, 1.05]","['Drama', 'Music', 'Horror', 'Comedy', 'Animation', 'Adventure', 'Family']",['Music']
Nigel Kneale,[],[],[],[],[]
Helen Funai,"[[28, 16, 12, 14, 53]]",['Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train'],[107.052],"['Action', 'Animation', 'Adventure', 'Fantasy', 'Thriller']",['Thriller']
Rozonda 'Chilli' Thomas,"[[35], [35]]","['The Inbetweeners Movie', 'The Inbetweeners 2']","[12.902, 8.334]",['Comedy'],['Comedy']
Robert Miranda,"[[18, 53, 80, 27], [80, 53, 27, 9648], [18]]","['Cold Fish', 'Cure', 'Like Someone in Love']","[11.195, 10.548, 8.593]","['Drama', 'Thriller', 'Crime', 'Horror']",['Mystery']
Rune Temte,"[[35, 10749], [35, 80, 18]]","['The Long, Long Trailer', 'The Escape Artist']","[5.887, 3.718]",['Comedy'],['Romance']
Jilon VanOver,"[[27, 9648, 878], [878, 27, 9648], [27, 878, 9648]]","['Halloween III: Season of the Witch', 'Quatermass and the Pit', 'The Quatermass Xperiment']","[21.47, 11.062, 7.118]","['Horror', 'Mystery', 'Science Fiction']",['Mystery']
David Marshall Grant,"[[12, 35, 878, 28], [35, 10402, 10749]]","['Our Man Flint', 'A Funny Thing Happened on the Way to the Forum']","[10.818, 9.718]",['Comedy'],['Romance']
Wendy Hiller,"[[18], [28, 12, 80, 53], [10751, 35]]","['Marshall', 'Ticker', ""A Diva's Christmas Carol""]","[11.948, 11.772, 2.756]","['Drama', 'Action', 'Adventure', 'Crime', 'Thriller', 'Family', 'Comedy']",['Family']
Alan Hale Jr.,"[[10402, 35], [28, 35, 80], [80, 35, 28, 12]]","['Sister Act', 'Blue Streak', 'Midnight Run']","[36.885, 28.099, 16.083]",['Comedy'],['Music']
Laurie Metcalf,"[[28, 12, 878], [35, 18, 36, 12], [10751, 12, 14]]","['Captain Marvel', 'Eddie the Eagle', 'A Boy Called Christmas']","[157.627, 14.799, 33.678]",['Adventure'],['Family']
Rich Sommer,"[[27], [10770, 18, 9648, 53], [27]]","['Boo', 'An Amish Murder', 'The Field Guide to Evil']","[7.225, 5.615, 8.1]",['Horror'],['TV Movie']
Riccardo Scamarcio,"[[35, 18, 10749], [35, 878, 27], [28, 12, 53]]","['The Devil Wears Prada', 'The Stepford Wives', 'The Rock']","[75.952, 58.836, 34.425]",['Comedy'],['Romance']
Patrick O'Kane,"[[18, 36], [18, 36], [18, 53, 9648]]","['The Elephant Man', 'A Man for All Seasons', 'Murder on the Orient Express']","[20.903, 11.428, 19.412]",['Drama'],['Mystery']
Geneviève Bujold,"[[37], [27, 878]]","[""Hang 'em High"", 'The Giant Spider Invasion']","[27.159, 7.42]","['Western', 'Horror', 'Science Fiction']",['Science Fiction']
Douglas Kenney,"[[18, 35], [16, 12, 10751, 35], [16, 35, 10751]]","['Lady Bird', 'Toy Story', 'Toy Story 2']","[32.432, 118.572, 100.562]",['Comedy'],['Family']
Jochen Nickel,"[[35, 18, 10749], [53, 9648, 18, 27]]","['The Devil Wears Prada', 'Summer of 84']","[75.952, 15.698]",['Drama'],['Romance']
