name,genre_mean_weighted,number_of_movies
Adrienne Barbeau,['Romance'],14.0
James Denton,['Mystery'],3.0
Linda Hunt,['Science Fiction'],9.0
Jason Schwartzman,['TV Movie'],12.0
Sarah-Jane Redmond,['Comedy'],6.0
Bill Cobbs,['Mystery'],27.0
Vanessa Williams,['Family'],15.0
Don Rickles,['Mystery'],7.0
Dianne Wiest,['Family'],22.0
Billy Dee Williams,['Romance'],10.0
Clare Holman,['Science Fiction'],2.0
Aidan Devine,['Mystery'],5.0
Mark Duplass,['War'],5.0
Diane Baker,['Romance'],12.0
Stacy Haiduk,['Romance'],1.0
Ruta Gedmintas,['TV Movie'],1.0
Matt LeBlanc,['Crime'],5.0
Kelly Overton,['Family'],2.0
Julianna Guill,['Crime'],6.0
Amanda Donohoe,['Science Fiction'],6.0
Julie Adams,['Romance'],4.0
David Herman,['Science Fiction'],9.0
Ann-Margret,['Mystery'],19.0
Kyle Chandler,['Mystery'],7.0
Kevin Conway,['Mystery'],16.0
Joe Regalbuto,['History'],6.0
Jim Rash,['Music'],7.0
Raymond Cruz,['Family'],13.0
Mireille Enos,['Romance'],2.0
Lea Thompson,['Mystery'],17.0
Larry Poindexter,['Science Fiction'],2.0
Alyy Khan,['Romance'],3.0
Maggie Smith,['Thriller'],21.0
Kurt Fuller,['Thriller'],26.0
Justin Chatwin,['Music'],6.0
Anouk Aimée,['Mystery'],2.0
Robert Patrick,['Romance'],25.0
Fumiko Orikasa,['Family'],6.0
Brett Gelman,['Family'],4.0
Julie Graham,[],3.0
Victoria Hamilton,['War'],1.0
Faizon Love,['Science Fiction'],19.0
Briana Evigan,['Romance'],8.0
Claire Foy,['Family'],1.0
LisaGay Hamilton,['History'],11.0
Russell Tovey,['TV Movie'],2.0
Patricia Clarkson,['Mystery'],27.0
Jane Krakowski,['Romance'],14.0
Tatsuya Fujiwara,['Family'],6.0
Héctor Elizondo,['Comedy'],20.0
Topher Grace,['Romance'],8.0
Franka Potente,['Romance'],8.0
Lin Shaye,['Science Fiction'],37.0
Amanda Tapping,['Mystery'],3.0
Teri Polo,['Thriller'],8.0
Sullivan Stapleton,['Romance'],4.0
Eugene Levy,['Romance'],38.0
Thure Lindhardt,['War'],3.0
Stephanie Kurtzuba,['Family'],1.0
Lena Olin,['Family'],12.0
Kimberly Quinn,['Romance'],1.0
Tyra Banks,['Romance'],8.0
Alan Arkin,['Romance'],30.0
Joy Bryant,['Romance'],8.0
Shin-ichiro Miki,['Romance'],7.0
Laura Johnson,['Music'],2.0
Anthony Wong,['Mystery'],15.0
Boots Southerland,['Mystery'],7.0
Tony Plana,['Mystery'],21.0
Henri Lubatti,['Science Fiction'],2.0
Abigail Breslin,['Crime'],14.0
John Kassir,['Romance'],10.0
Ashley Williams,['Crime'],2.0
Paris Hilton,['Romance'],9.0
Bo Derek,['Mystery'],7.0
Zhang Jingchu,['Comedy'],6.0
Alban Lenoir,['Crime'],1.0
Doris Roberts,['War'],11.0
Janel Parrish,['Family'],2.0
Wayne Brady,['Romance'],1.0
Lance Gross,['Romance'],2.0
Mekia Cox,['Crime'],1.0
Nancy Fish,['Romance'],16.0
Melissa Gilbert,['Romance'],1.0
Bobcat Goldthwait,['Romance'],12.0
Angela Lansbury,['Mystery'],14.0
Ellie Kemper,['Drama'],4.0
Noel Fielding,['Family'],2.0
Seth MacFarlane,['Family'],3.0
Benjamin Hollingsworth,['Crime'],1.0
Ivan Reitman,['War'],2.0
Richard Dreyfuss,['Crime'],25.0
Fred Armisen,['Comedy'],14.0
Jayma Mays,['Science Fiction'],7.0
So Ji-sub,['Family'],1.0
Al Sapienza,['Mystery'],8.0
Ra Mi-ran,['Science Fiction'],2.0
Yuko Miyamura,['Romance'],4.0
Garrett Morris,['Science Fiction'],7.0
Joel Courtney,['Science Fiction'],1.0
Matt Jones,['Romance'],1.0
Cindy Busby,['Romance'],4.0
Victor Garber,['TV Movie'],13.0
Guy Williams,['Romance'],2.0
Kate del Castillo,[],3.0
Gina Philips,['Western'],4.0
Matthew Willig,['War'],2.0
Paula Boudreau,['Crime'],1.0
Melise,['Family'],3.0
Marco Grazzini,['Family'],1.0
Julie Hagerty,['Crime'],19.0
Jonathan Scarfe,['Comedy'],3.0
Michael Cassidy,['Romance'],4.0
Judd Apatow,['Science Fiction'],3.0
P.J. Byrne,['Science Fiction'],17.0
Erin Cummings,['Romance'],2.0
Alex Carter,['Family'],2.0
Hannah Waddingham,['History'],1.0
Ashton Holmes,['TV Movie'],4.0
Joel Fry,['Romance'],2.0
Toru Nakamura,['Romance'],2.0
Victoria Cartagena,['Romance'],1.0
Julie White,['Crime'],7.0
Riz Ahmed,['Romance'],2.0
Hope Davis,['Music'],15.0
Gwilym Lee,['Science Fiction'],1.0
Alex O'Loughlin,['Music'],6.0
Johnny Pemberton,['Family'],3.0
Zoë Wanamaker,['Science Fiction'],4.0
Michael Mosley,['Romance'],3.0
Alexandra Shipp,['Romance'],1.0
Dan Byrd,['Romance'],4.0
Will Sasso,['Thriller'],8.0
Jimmy Ortega,['Thriller'],14.0
Charlyne Yi,['Science Fiction'],5.0
Joe Perry,['Comedy'],2.0
Michael Gross,['Romance'],9.0
John Gallagher Jr.,['Music'],3.0
Fritz Weaver,['Science Fiction'],6.0
Alanis Morissette,['Science Fiction'],2.0
Tim McGraw,['Thriller'],7.0
Dichen Lachman,['Family'],2.0
David Paymer,['Mystery'],35.0
Mick Garris,['Science Fiction'],4.0
Valerie Perrine,['Music'],11.0
James Ransone,[],8.0
Murphy Guyer,['Romance'],5.0
Joanna Heimbold,['Mystery'],1.0
Jamie Blackley,['Mystery'],2.0
Vanessa Ferlito,['Romance'],6.0
André 3000,['Drama'],7.0
Stephen Merchant,['Mystery'],8.0
Kelly Clarkson,['Romance'],1.0
Joel Tobeck,['Thriller'],7.0
Dean Norris,['Family'],23.0
Danny Pudi,['War'],1.0
Mark Deklin,['Drama'],1.0
John Light,['Family'],4.0
Peter Outerbridge,['Family'],6.0
Tom Virtue,['Mystery'],6.0
Samuel Witwer,['Family'],4.0
Lori Petty,['Science Fiction'],9.0
Kristin Lehman,[],5.0
Gustaf Skarsgård,['Family'],3.0
Robert Curtis Brown,[],12.0
Eric Ladin,['Mystery'],1.0
Sonia Rockwell,['TV Movie'],3.0
Edward Fox,['War'],15.0
Elliott Gould,['Science Fiction'],25.0
David Marciano,['Science Fiction'],3.0
Erik Per Sullivan,['Romance'],7.0
Regina King,['Science Fiction'],18.0
John Kapelos,['Romance'],22.0
Chris Cox,['Mystery'],3.0
Cole Sprouse,[],6.0
Matthew Mercer,['Comedy'],2.0
Jay Acovone,['Romance'],11.0
Akemi Okamura,['Science Fiction'],3.0
Melissa Rauch,[],2.0
Lisa Vidal,['Family'],3.0
Isabelle Huppert,['Family'],5.0
Joey Diaz,['Science Fiction'],8.0
Mark Pellegrino,['Mystery'],15.0
Jason Jones,['Family'],3.0
Bobby Stewart,['Romance'],1.0
Karan Brar,['Romance'],3.0
Joss Ackland,['TV Movie'],21.0
Michael Wright,['Family'],6.0
Meredith Baxter,['Comedy'],1.0
Ryan Robbins,['TV Movie'],7.0
Madison Davenport,['Science Fiction'],4.0
Daniel Stern,['Romance'],23.0
Nick Frost,['Family'],10.0
Michelle Johnson,['Science Fiction'],8.0
Roger Moore,['Family'],23.0
Vincent Cassel,['Romance'],15.0
Luke Benward,['Thriller'],3.0
Lee Norris,['Romance'],1.0
Robert Powell,['War'],3.0
David Castañeda,['War'],1.0
Nicki Aycox,['Thriller'],6.0
Samaire Armstrong,['Crime'],5.0
Judah Friedlander,['Mystery'],13.0
Zelda Williams,['Romance'],2.0
Joseph Mazzello,['Romance'],9.0
Robert Klein,['Western'],13.0
Anna Faris,['Thriller'],20.0
Aramis Knight,['Romance'],5.0
Sally Hawkins,['Comedy'],8.0
Adrian Grenier,['Romance'],5.0
John Pyper-Ferguson,['Romance'],10.0
Kaoru Kobayashi,['Crime'],2.0
Bai Ling,['Crime'],17.0
Adrian Scarborough,['Animation'],8.0
Joanna Pacula,['Thriller'],6.0
Sendhil Ramamurthy,['Science Fiction'],1.0
Brendan Fletcher,[],6.0
Edward Woodward,['Western'],4.0
Charles S. Dutton,['Science Fiction'],23.0
Tuppence Middleton,['War'],1.0
Lindsay Duncan,['Mystery'],3.0
Takeshi Kaneshiro,['Romance'],5.0
Sung Kang,['Science Fiction'],8.0
James Babson,['Family'],4.0
Robert Pastorelli,['Crime'],8.0
David Wain,['Family'],5.0
Ray Romano,['Music'],4.0
Sylvia Syms,['Family'],6.0
Dianna Agron,['Romance'],3.0
Maria Dizzia,['Family'],3.0
Jen Lilley,['Crime'],2.0
Valerie Bertinelli,['TV Movie'],1.0
Kevin Pollak,['TV Movie'],28.0
Rachel Skarsten,['Crime'],1.0
Nur Fettahoğlu,[],1.0
Deborah Ann Woll,['Music'],2.0
Kathleen Wilhoite,['Crime'],16.0
Paul Greene,['Mystery'],1.0
Renée Zellweger,['TV Movie'],22.0
Omid Abtahi,['Science Fiction'],4.0
David Grant Wright,['Romance'],1.0
Stephen Dillane,['War'],11.0
Jake Weber,['Crime'],11.0
Tom Felton,['War'],13.0
Christina Aguilera,['TV Movie'],1.0
Takahiro Sakurai,['Fantasy'],1.0
Jason Marsden,['Mystery'],10.0
Elizabeth Reaser,['Romance'],7.0
David Suchet,['Family'],12.0
Kate Upton,['Family'],2.0
Sam Reid,['Romance'],1.0
Christopher Heyerdahl,['Romance'],8.0
Liz Vassey,['Family'],1.0
Jackie Moore,['War'],1.0
Don Most,['Romance'],3.0
Caterina Murino,['Action'],3.0
Paul McGillion,['Romance'],3.0
David Pressman,['Romance'],10.0
Lou Diamond Phillips,['Comedy'],17.0
David Boreanaz,['TV Movie'],4.0
Andre B. Blake,['War'],9.0
Camilla Belle,[],10.0
Leslie Grossman,['Mystery'],5.0
Tomokazu Seki,['Music'],4.0
Andy Buckley,['Mystery'],3.0
Emily Rios,['Romance'],1.0
Dave Foley,['Mystery'],16.0
Orlando Jones,['Family'],17.0
Lara Jill Miller,['TV Movie'],2.0
Aaron Ashmore,['Family'],2.0
Liev Schreiber,['Family'],26.0
Andrew Stanton,['Mystery'],5.0
Michael Cudlitz,['Mystery'],7.0
Laila Robins,['Family'],6.0
Merle Dandridge,['Science Fiction'],1.0
Eleanor Matsuura,['Crime'],1.0
Megan Park,['Action'],3.0
Katharine McPhee,[],3.0
Ken Marino,['Mystery'],8.0
Yara Martinez,['Romance'],1.0
Gene Hackman,['Crime'],47.0
Giacomo Baessato,['Science Fiction'],5.0
Robert Costanzo,['Thriller'],17.0
Mark Moses,['Music'],13.0
Steve Coulter,['Family'],6.0
Karen Austin,['Mystery'],3.0
Udo Kier,['Mystery'],32.0
Rupert Penry-Jones,['Mystery'],4.0
Eric Schweig,['Science Fiction'],7.0
Karla Souza,['Mystery'],1.0
Malcolm-Jamal Warner,['Romance'],2.0
Harriet Walter,['Thriller'],8.0
Pip Torrens,['Western'],15.0
Barbara Hershey,['Family'],16.0
Corin Nemec,['Thriller'],4.0
Namkoong Min,['War'],2.0
Laurie Holden,['Crime'],5.0
Alissa Skovbye,['Science Fiction'],1.0
Ann Dowd,['TV Movie'],10.0
Harold Perrineau,['Mystery'],9.0
Catherine McCormack,['Family'],8.0
Bae Doona,['Romance'],3.0
Violante Placido,['War'],1.0
James Patrick Stuart,['Thriller'],4.0
Ricky Schroder,['Family'],5.0
Michael Chiklis,['Family'],9.0
Gaby Hoffmann,['TV Movie'],12.0
Diego Luna,['Science Fiction'],8.0
William Lucking,['Science Fiction'],11.0
Hassan Johnson,['Thriller'],6.0
Camille Keaton,['Crime'],2.0
Daniel Mays,['Action'],12.0
Estella Warren,['Thriller'],3.0
Edgar Ramírez,['War'],4.0
Keith Ferguson,[],2.0
Joshua Malina,['Thriller'],8.0
Kirk Acevedo,['Family'],4.0
Steve-O,['Romance'],4.0
Traci Dinwiddie,['Documentary'],4.0
Daniel Gillies,['Romance'],3.0
Jenna Elfman,['Mystery'],7.0
Danielle Campbell,['Action'],2.0
Corey Burton,['Romance'],21.0
Paul Rust,['TV Movie'],3.0
Nick Cassavetes,['War'],8.0
Morgane Polanski,['Comedy'],3.0
Ken Davitian,['Mystery'],7.0
Jayam Ravi,['Mystery'],1.0
John Michael Higgins,['Family'],23.0
Richard Dormer,['Thriller'],1.0
James Urbaniak,['Family'],7.0
Randy Couture,[],5.0
Heather Matarazzo,['Family'],8.0
Richard Brake,['Mystery'],7.0
Nick Zano,['Mystery'],5.0
Ted Raimi,['Crime'],25.0
Ti Lung,['Action'],5.0
Anne Fletcher,['Crime'],15.0
Seamus Dever,['Romance'],1.0
JoAnna Garcia,['TV Movie'],3.0
Kate Ashfield,['TV Movie'],4.0
Jean Smart,['Romance'],14.0
Carmel Amit,['Comedy'],1.0
Jimmy Carr,['Thriller'],1.0
Brian Hallisay,['TV Movie'],1.0
Bill Fagerbakke,['Crime'],7.0
Dylan Baker,['Family'],31.0
Wilford Brimley,['Romance'],22.0
David Arquette,['Family'],22.0
June Diane Raphael,['Mystery'],7.0
Simon Kinberg,['Mystery'],1.0
Jeremy Shamos,['Mystery'],1.0
Eden Brolin,['Science Fiction'],1.0
Ryan Kwanten,['Romance'],4.0
Peri Gilpin,['Romance'],3.0
Beau Garrett,['Family'],5.0
Jean Dujardin,['Romance'],5.0
Heather Locklear,['Science Fiction'],7.0
Charlotte Vega,['Family'],1.0
Patricia Velásquez,['Romance'],5.0
Rodger Bumpass,['Romance'],24.0
Eric André,['Mystery'],2.0
Kevin McCarthy,['Family'],19.0
Ricky Gervais,['Thriller'],10.0
Kabir Bedi,['Science Fiction'],4.0
Chris Messina,['Family'],11.0
Willow Shields,['Romance'],1.0
John Landis,['Science Fiction'],19.0
Brandon Mychal Smith,['Drama'],3.0
Jesse Spencer,['TV Movie'],2.0
Patrick Sabongui,['TV Movie'],6.0
Alexander Ludwig,['War'],4.0
Courtney B. Vance,['Science Fiction'],15.0
Kim Director,['Science Fiction'],4.0
Michelle Dockery,['Mystery'],2.0
Peter Riegert,['Romance'],6.0
Joe Mantegna,['Mystery'],24.0
Lance Bass,['Romance'],3.0
Sonja Sohn,['Family'],3.0
Zachery Ty Bryan,['War'],2.0
Meghan Ory,['Romance'],2.0
Dwyane Wade,['Science Fiction'],1.0
Lisa Millett,['Science Fiction'],1.0
Derek Webster,['Romance'],5.0
Sarah Lancaster,['TV Movie'],3.0
Tress MacNeille,['Crime'],21.0
Colin Ford,['Family'],9.0
Lena Dunham,['Family'],2.0
Richard Griffiths,['Thriller'],21.0
Ben Barnes,['Fantasy'],4.0
Peter Fonda,['Science Fiction'],17.0
Lucy DeVito,['Thriller'],2.0
Jon Lovitz,['Romance'],26.0
Bill Hader,['Family'],16.0
Tony Shalhoub,['Family'],29.0
Philip Ettinger,['Romance'],1.0
John Larroquette,['Mystery'],15.0
Romi Park,['Family'],5.0
Meghan Heffern,['Romance'],2.0
Tom Sizemore,[],33.0
James Lance,['Science Fiction'],2.0
Tom Everett Scott,['Crime'],11.0
Jason Antoon,['Romance'],11.0
Bridgit Mendler,['Family'],3.0
George Hamilton,['Romance'],13.0
Laura Carmichael,['TV Movie'],1.0
Billy West,['Romance'],10.0
Robert Belushi,['Family'],3.0
Amaury Nolasco,['Family'],6.0
Michael Beach,['Romance'],12.0
Emily Holmes,['War'],5.0
Yan-Kay Crystal Lowe,['Thriller'],16.0
Devon Werkheiser,['Mystery'],1.0
Brad Renfro,['Family'],11.0
Marla Sokoloff,['TV Movie'],5.0
Wyatt Russell,['Mystery'],4.0
Nadine Ellis,['Mystery'],8.0
Tommy Dewey,['Action'],1.0
Courtney Jines,['Romance'],2.0
Christina Milian,['Family'],8.0
William Katt,['Romance'],8.0
Nora Arnezeder,['Romance'],1.0
Kim Young-ok,['Science Fiction'],1.0
Ethan Embry,[],16.0
Tom Sturridge,['Mystery'],5.0
Warren Kole,['Mystery'],2.0
Stella Gonet,['Mystery'],1.0
Shannen Doherty,['War'],7.0
Jill Clayburgh,['Romance'],11.0
Ashley Benson,['Science Fiction'],2.0
Bridgette Wilson-Sampras,['Romance'],10.0
Geraldine James,['Science Fiction'],10.0
David Faustino,['Family'],2.0
Phoebe Tonkin,['Family'],1.0
David Strathairn,['Science Fiction'],29.0
Michael T. Weiss,['Mystery'],3.0
Stephen Macht,['Romance'],5.0
Matt O'Leary,['Family'],11.0
Ian Blackman,['Comedy'],2.0
Yang Mi,['Mystery'],1.0
Dolly Parton,['Science Fiction'],6.0
Lydia Wilson,['Family'],1.0
Todd Louiso,['Family'],11.0
Rosemary Harris,['Romance'],10.0
Melissa McCarthy,['Romance'],9.0
Kevin Corrigan,['Action'],28.0
Sabrina Ouazani,['Crime'],3.0
Kath Soucie,['Crime'],20.0
Scott Menville,['Crime'],12.0
Isaiah Washington,['Family'],17.0
Beren Saat,['Family'],1.0
Rachel Dratch,['Mystery'],5.0
Andie MacDowell,[],21.0
William Holden,['Romance'],13.0
Christopher Knight,['Romance'],3.0
Moisés Arias,['Romance'],5.0
Robert Carradine,['Drama'],16.0
Rob Brown,['Family'],5.0
Josh Lucas,['Drama'],20.0
Ryan Lee,['Romance'],1.0
Gabrielle Rose,['Thriller'],11.0
Dylan O'Brien,['Crime'],1.0
Freddie Fox,['Mystery'],1.0
Rachel Blakely,['Science Fiction'],2.0
Willow Smith,['Mystery'],3.0
Gaspard Ulliel,['Family'],2.0
Noel Gugliemi,['War'],18.0
Matt Clark,['TV Movie'],17.0
Ray Winstone,['Thriller'],17.0
Joan Chen,['Family'],10.0
Michael Weston,['Crime'],9.0
Ivar Brogger,['Science Fiction'],6.0
Rory Cochrane,['Romance'],8.0
Charisma Carpenter,['Crime'],3.0
Keesha Sharp,['Romance'],1.0
Danny Webb,['Mystery'],7.0
Ernie Grunwald,['TV Movie'],5.0
Leon,['Family'],10.0
David Carradine,['Thriller'],22.0
George Carlin,['Crime'],7.0
Dennis Boutsikaris,['Family'],9.0
Eileen Brennan,['Family'],11.0
Christine Lakin,['Family'],13.0
Ed Quinn,['Mystery'],3.0
Rutanya Alda,['Romance'],22.0
Thomas Middleditch,['War'],5.0
Eliza Dushku,['Science Fiction'],11.0
Wilmer Valderrama,['Romance'],9.0
Elizabeth Marvel,['Science Fiction'],5.0
Kieran Culkin,['Thriller'],14.0
Heino Ferch,['Mystery'],5.0
Kathy Najimy,['Family'],13.0
Nina Siemaszko,['Family'],7.0
Dean Cain,['Family'],7.0
Amber Tamblyn,['Crime'],8.0
Scott Speedman,['Romance'],10.0
Kaley Cuoco,['Western'],5.0
Wendell Pierce,['Mystery'],16.0
Charlie Hewson,['War'],6.0
Byron Mann,['Music'],6.0
Sarah Wayne Callies,[],2.0
Tom Conti,['Mystery'],3.0
Naomie Harris,['Thriller'],6.0
Kyle Soller,['War'],1.0
Alice Krige,['Science Fiction'],10.0
Kenichi Ogata,['Music'],6.0
Kellan Lutz,['Horror'],10.0
Riki Lindhome,[],6.0
Amber Valletta,['Mystery'],11.0
Chad Smith,['Romance'],1.0
John DiMaggio,['Music'],17.0
Wayne Knight,['Mystery'],14.0
Martin Landau,['Family'],20.0
Julian Sands,['Family'],18.0
Ike Eisenmann,['Romance'],7.0
Molly Parker,['War'],10.0
Charlie Day,['Crime'],4.0
John Ennis,['Music'],7.0
Clark Middleton,['Family'],4.0
Rachel Wilson,['Mystery'],5.0
Mitch Pileggi,['Science Fiction'],8.0
Tony Leung Ka-fai,['War'],8.0
Jeff Daniels,['Romance'],34.0
Elizabeth Daily,['Romance'],26.0
Mark Johnson,['Family'],4.0
Santiago Cabrera,['Family'],2.0
Jonathan Silverman,['Family'],9.0
Matthew Fox,['Science Fiction'],3.0
Veronica Ferres,['Family'],2.0
Mathieu Carrière,['Science Fiction'],3.0
Philip Jackson,['Romance'],5.0
Jason George,['Romance'],7.0
Kelly Carlson,['Romance'],3.0
Alexander Siddig,['Romance'],10.0
Isabel Glasser,['Action'],3.0
Octavia Spencer,['TV Movie'],20.0
Chow Yun-fat,['Romance'],19.0
Kristin Bauer,['Romance'],2.0
Candice King,['Romance'],1.0
Larry Joe Campbell,['Science Fiction'],4.0
Adam Arkin,['Horror'],6.0
Marc Anthony,['Mystery'],6.0
Clarke Peters,['Romance'],5.0
Maurice LaMarche,['Family'],12.0
Sherry Stringfield,['Family'],3.0
Keir Dullea,['Science Fiction'],8.0
Dar Salim,['Documentary'],1.0
Chin Han,['War'],4.0
Navi Rawat,['Romance'],1.0
Charlotte Cornwell,['Science Fiction'],5.0
Dania Ramirez,['Thriller'],7.0
Mo Collins,['Romance'],3.0
Nash Edgerton,[],3.0
Skylar Astin,['Romance'],3.0
Javier Botet,['Mystery'],3.0
John Turturro,['Music'],43.0
Benjamin Wilkinson,['Mystery'],1.0
Dexter Fletcher,['Science Fiction'],11.0
Barry Livingston,['Science Fiction'],11.0
Alexis Dziena,['Crime'],6.0
Kiersten Warren,['Crime'],6.0
Chelan Simmons,['Romance'],11.0
Jimmie Walker,['Family'],7.0
Arden Cho,['Romance'],3.0
Christopher Gorham,['Family'],4.0
Dan Castellaneta,['Romance'],23.0
Paul Lieberstein,['Science Fiction'],1.0
Diablo Cody,['Family'],1.0
Jane March,[],4.0
Michael Rispoli,[],18.0
Jeffrey Combs,['Family'],17.0
Conleth Hill,['War'],2.0
Marcia Bennett,['Science Fiction'],11.0
David Wilmot,['Romance'],8.0
Richie Jen,['Music'],3.0
Michael Madsen,['Family'],33.0
Allen Payne,['Mystery'],7.0
Ice-T,['TV Movie'],9.0
Jennifer Lyons,['Science Fiction'],2.0
James D'Arcy,['Romance'],7.0
Olivier Rabourdin,['War'],4.0
Ashley Eckstein,['Mystery'],4.0
Dameon Clarke,['Fantasy'],3.0
Sarah Roemer,['Family'],5.0
Gloria Reuben,['Family'],3.0
Brit Marling,['Romance'],3.0
John Hawkes,['Science Fiction'],21.0
Kendall Cross,['Science Fiction'],6.0
Ulrich Matthes,['Mystery'],3.0
Anna Chlumsky,['War'],7.0
Atsuko Yuya,['Romance'],1.0
Zhang Ziyi,['Science Fiction'],8.0
Gary Graham,['TV Movie'],6.0
Matt Nable,['Romance'],1.0
Alexa Davalos,['Mystery'],4.0
Sebastian Roché,['War'],7.0
Henry Gibson,['Science Fiction'],19.0
David Kelly,['Mystery'],9.0
Brenda Fricker,['Music'],11.0
Rachel True,['Romance'],6.0
Paul F. Tompkins,['Mystery'],7.0
Peter Berg,['Science Fiction'],11.0
William Sadler,['Romance'],21.0
Hattie Morahan,['Science Fiction'],1.0
Edi Gathegi,['Family'],8.0
Kristin Booth,[],4.0
Gabourey Sidibe,['Romance'],3.0
John Ross Bowie,[],5.0
Aleisha Allen,['Comedy'],3.0
Jennifer Ehle,['TV Movie'],10.0
Ryan Michelle Bathe,['Romance'],1.0
Julia McKenzie,['Romance'],2.0
Ruth Negga,['Crime'],2.0
Alexandra Lamy,['Romance'],1.0
Sarah Lind,['Romance'],3.0
Joss Stone,['Science Fiction'],1.0
Hanna Hall,['Mystery'],4.0
Vanessa Martinez,['Romance'],3.0
Luke Askew,[],12.0
Christopher Judge,['Comedy'],6.0
D.B. Sweeney,['Crime'],14.0
Shannyn Sossamon,['TV Movie'],11.0
Clare Foley,['Family'],1.0
Paula Marshall,['Romance'],6.0
Kai Lennox,['Mystery'],11.0
Alain Chabat,['Romance'],5.0
John Cenatiempo,['Romance'],11.0
Catherine Oxenberg,['Family'],3.0
Rachel Brosnahan,[],1.0
Madison Lintz,['Science Fiction'],1.0
David Clennon,[],23.0
Marlon Wayans,[],14.0
Brooklyn Decker,['Crime'],2.0
Anthony Rapp,['Romance'],9.0
Paul Ritter,['Romance'],6.0
John Cho,['Family'],22.0
Bella Heathcote,['Mystery'],1.0
Terry Bradshaw,['Science Fiction'],5.0
Ritchie Coster,['Romance'],8.0
Sara Rue,['Family'],3.0
Jay Baruchel,['Science Fiction'],12.0
Courtney Ford,['War'],3.0
Brenda Blethyn,['Family'],11.0
Bonnie Morgan,['Mystery'],6.0
Mia Wasikowska,[],9.0
Ed Begley Jr.,['Family'],29.0
Brendan Fehr,['Romance'],5.0
Kent Osborne,['Romance'],2.0
George Segal,['Science Fiction'],19.0
Kali Rocha,['Family'],7.0
Aaron Yoo,['Romance'],9.0
Barbara Bain,['Romance'],3.0
Rya Kihlstedt,['Mystery'],4.0
Michael Peña,['Family'],16.0
Lori Alan,['Romance'],7.0
Molly Shannon,['Romance'],24.0
Obba Babatundé,['Family'],18.0
Richard Lawson,['Romance'],10.0
Kim Cattrall,['Crime'],15.0
Jaime Winstone,['Family'],4.0
Adam Goldberg,['Romance'],21.0
Kym Jackson,['Romance'],2.0
Greg Germann,['War'],11.0
Aaron Pearl,['Romance'],6.0
Don S. Davis,['Mystery'],17.0
Bill Bellamy,['Family'],4.0
Khary Payton,['War'],4.0
Sybil Danning,['Romance'],9.0
Thad Luckinbill,['Horror'],2.0
Cory Hart,['Family'],2.0
Clive Revill,['War'],9.0
Park Sung-woong,['Mystery'],2.0
Illeana Douglas,['Romance'],20.0
Juliette Angelo,['Romance'],1.0
Roshon Fegan,['Mystery'],1.0
Anna Van Hooft,['Romance'],1.0
Wendi McLendon-Covey,['TV Movie'],5.0
Cassandra Peterson,['Mystery'],6.0
Method Man,['Science Fiction'],13.0
James Norton,['Romance'],1.0
Kevin Rahm,['Romance'],3.0
Peter Billingsley,['Comedy'],8.0
Maia Morgenstern,['Romance'],2.0
Russ Tamblyn,['Family'],9.0
Sprague Grayden,['Romance'],4.0
Peter Renaday,['Romance'],8.0
Kate Burton,['Romance'],14.0
Leigh French,['Mystery'],13.0
Philippe Leroy,['Mystery'],3.0
Hochu Otsuka,['War'],8.0
Billy Boyd,['Romance'],4.0
Adam Wylie,['Family'],12.0
Tequan Richmond,['Family'],1.0
Robin Thomas,['Family'],9.0
Michelle Harrison,['TV Movie'],7.0
Dalila Bela,['Mystery'],3.0
Arden Myrin,['Romance'],12.0
Bill Paterson,['Horror'],10.0
Shaquille O'Neal,['TV Movie'],14.0
Hunter Parrish,['Romance'],8.0
Clive Russell,['Family'],10.0
Marlee Matlin,['Science Fiction'],5.0
Tadanobu Asano,['War'],4.0
Nancy Travis,['Science Fiction'],14.0
Kevin Dunn,['Comedy'],31.0
Randy Orton,['War'],1.0
Allisyn Ashley Arm,['Science Fiction'],4.0
Chazz Palminteri,['Action'],15.0
Giri Babu,['Family'],1.0
Jennette McCurdy,['Family'],2.0
Paul Michael Lévesque,['Romance'],1.0
Nick Offerman,['TV Movie'],8.0
Mimi Kennedy,['Family'],9.0
Wallace Langham,['Romance'],8.0
Sam Jaeger,['Mystery'],5.0
Mark Williams,['War'],13.0
Jasmine Guy,['Fantasy'],5.0
Tsuyoshi Abe,['Family'],2.0
Ben Browder,['Crime'],4.0
James Arnold Taylor,['Science Fiction'],5.0
Vanessa Hessler,['Family'],1.0
Debbi Morgan,['Mystery'],5.0
Kaniehtiio Horn,['Science Fiction'],4.0
Yumi Touma,['Romance'],2.0
Ciara Hanna,['Science Fiction'],1.0
Forest Whitaker,['Comedy'],37.0
Akio Otsuka,['Mystery'],7.0
Ivana Miličević,['Science Fiction'],16.0
Teresa Ganzel,['War'],10.0
Robert Capron,['Family'],7.0
Felix Solis,['Crime'],3.0
Kevin Sussman,['Family'],13.0
Vincent Kartheiser,['Mystery'],7.0
Domenick Lombardozzi,['Romance'],12.0
Michael Weaver,['Science Fiction'],4.0
Donna Biscoe,['Mystery'],5.0
Hilarie Burton,['Romance'],2.0
Kevin McGarry,['Science Fiction'],1.0
Jill Teed,['TV Movie'],7.0
Jenette Goldstein,['TV Movie'],11.0
Paul Jesson,['Mystery'],2.0
John Forsythe,['Mystery'],7.0
Paul Sparks,['Crime'],4.0
Delroy Lindo,['Romance'],22.0
