name,genre_mean_weighted,number_of_movies
Molly Hagan,['Mystery'],16.0
Terry Kinney,['Crime'],20.0
Shabana Azmi,['TV Movie'],13.0
Rod Serling,['Science Fiction'],2.0
Pete Davidson,['Science Fiction'],13.0
Tate Ellington,['Documentary'],8.0
Nina Sosanya,['Science Fiction'],6.0
Powers Boothe,['Romance'],18.0
Jessica Simpson,['Romance'],8.0
Diahann Carroll,['Science Fiction'],8.0
George Takei,['TV Movie'],24.0
Samantha Spiro,['War'],5.0
Margo Harshman,['Romance'],7.0
Sylvester McCoy,['Science Fiction'],11.0
Marina Squerciati,['Family'],5.0
Uschi Glas,['Action'],3.0
Tim Kang,['Family'],5.0
Terry O'Quinn,['Mystery'],22.0
Lillian Gish,['War'],13.0
Don Swayze,['Mystery'],8.0
Paul Rhys,['War'],4.0
Dana Snyder,['TV Movie'],4.0
Lubna Azabal,['Mystery'],8.0
Brenton Thwaites,['Family'],9.0
Corey Hawkins,['War'],9.0
Ross Lynch,['Science Fiction'],4.0
"""Weird Al"" Yankovic",['Music'],15.0
David Levien,['TV Movie'],1.0
Darren Goldstein,['Science Fiction'],6.0
Seymour Cassel,['Mystery'],43.0
Greg Grunberg,['Romance'],24.0
Michael Lerner,['Romance'],36.0
Sarah Jessica Parker,['Science Fiction'],26.0
Mark McKinney,['Romance'],7.0
Yvan Attal,['Romance'],16.0
Jeremy Fitzgerald,['Family'],7.0
Mark Ivanir,['Crime'],17.0
Michael Dorman,['Science Fiction'],11.0
Diane Neal,['Science Fiction'],4.0
Jennifer Taylor,['Romance'],7.0
Roxanne McKee,['Family'],4.0
Shauna Macdonald,['Mystery'],7.0
Kent Smith,['Science Fiction'],8.0
Anna Paquin,['Science Fiction'],23.0
Greyston Holt,['Science Fiction'],4.0
Maren Kroymann,[],3.0
Bradley Steven Perry,['TV Movie'],4.0
Lynn Whitfield,['Romance'],20.0
Justice Smith,['War'],8.0
Thomas Barbusca,['Family'],5.0
McNally Sagal,['Romance'],12.0
Michael Trucco,['Romance'],4.0
Glenn Morshower,['Crime'],38.0
Jessica Hynes,['Science Fiction'],11.0
Corbin Bernsen,['Romance'],27.0
Damian Lewis,['Science Fiction'],14.0
Scott Bakula,['Romance'],12.0
Shaun Toub,['Mystery'],16.0
Kate Mulgrew,['Science Fiction'],4.0
Charlie Cox,['Romance'],7.0
David Chokachi,['Family'],10.0
Albert Jones,['Science Fiction'],6.0
Dale Wilson,['Family'],5.0
Geoff Bell,['Mystery'],19.0
Adam Rodríguez,['Family'],9.0
Matt Chapman,['Mystery'],2.0
Susan Walters,['Horror'],5.0
BarBara Luna,[],3.0
Fabio,['Family'],10.0
Finn Little,['Science Fiction'],2.0
David Oyelowo,[],28.0
Tim Burton,['Romance'],9.0
Grace Kelly,['Science Fiction'],9.0
Ralph Ineson,['Science Fiction'],31.0
Ken Olandt,['Family'],4.0
Jay Chandrasekhar,['Mystery'],10.0
Judith Hoag,['Mystery'],10.0
Anna Maxwell Martin,['Family'],5.0
Lee Jung-jae,[],10.0
Laura Innes,['Romance'],3.0
Michael Nardone,['War'],7.0
Eloy Casados,['Romance'],10.0
Angela Lanza,['Science Fiction'],6.0
Ruby O. Fee,['Science Fiction'],8.0
T.I.,['Family'],14.0
Rufus Sewell,['Romance'],25.0
Dennis Miller,[],11.0
Jewel Staite,['Science Fiction'],5.0
Zahn McClarnon,['Mystery'],9.0
James Mason,['Mystery'],27.0
Melissa McBride,['Science Fiction'],2.0
Chris Weitz,['Family'],4.0
Teddy Sears,['Romance'],5.0
Josh Fadem,['Science Fiction'],9.0
Tanya Chisholm,['Romance'],3.0
Jason Connery,['Family'],8.0
Susan Radder,['Romance'],1.0
Michael-Leon Wooley,['Western'],7.0
Anne Archer,['War'],18.0
Jan Bos,['TV Movie'],8.0
Jo Brand,['Family'],2.0
Marie Avgeropoulos,['Thriller'],9.0
Tzi Ma,['TV Movie'],22.0
Mayumi Izuka,['Family'],8.0
Michele Lee,['Family'],3.0
Fred Willard,['Mystery'],38.0
David Eigenberg,['Family'],8.0
Hana Sugisaki,['Family'],4.0
Gigi Hadid,['Family'],1.0
Cynthia Rothrock,['Family'],7.0
Staci Keanan,['Family'],3.0
Satsuki Yukino,['Crime'],7.0
Brett Halsey,['Crime'],8.0
Eric Jacobson,['Romance'],3.0
Denis Leary,['Drama'],26.0
Ross McCall,['Science Fiction'],6.0
Eva Marie Saint,['Family'],11.0
Larisa Oleynik,['Crime'],3.0
Aaron Himelstein,['Mystery'],8.0
Tom Payne,['Comedy'],3.0
Mark Ghanimé,['Mystery'],2.0
Sebastian Spence,['War'],6.0
James Daly,['War'],2.0
Burn Gorman,['Action'],20.0
Kim Ji-won,['Science Fiction'],1.0
Linda Harrison,['Horror'],10.0
Nikki Griffin,['Romance'],5.0
Chelsea Kane,[],2.0
Brooke Nevin,['Mystery'],7.0
Sara Malakul Lane,['Music'],12.0
Jessica Walter,['TV Movie'],8.0
Robin Shou,[],8.0
Chiaki Kuriyama,['Comedy'],8.0
Jordan Fry,['Thriller'],3.0
Laura Mennell,['Science Fiction'],5.0
Katherine Kelly,['Crime'],1.0
Levy Tran,['Family'],5.0
Stephen Colbert,['Mystery'],9.0
Billy Eichner,['Thriller'],7.0
Linda Emond,['Thriller'],17.0
Sara Paxton,['Family'],14.0
Hank Amos,['Family'],7.0
Joe Turkel,['Romance'],12.0
Marsha Thomason,['Science Fiction'],8.0
Eric Lange,['Science Fiction'],8.0
Jesse Tyler Ferguson,['War'],3.0
Torri Higginson,['Family'],3.0
Necar Zadegan,['Mystery'],1.0
Jim Beaver,['Romance'],16.0
Robin Harris,['Family'],7.0
Diane Ladd,['Science Fiction'],27.0
Martin Cummins,['Romance'],7.0
Christian Convery,['Family'],6.0
Monique Coleman,['TV Movie'],5.0
Jamie Donnelly,['Comedy'],6.0
Kirstie Alley,['Romance'],16.0
Cheryl Ladd,['Science Fiction'],5.0
Bensu Soral,['Romance'],1.0
Sarah Alexander,['Romance'],3.0
Patrick Fabian,['Romance'],8.0
Max Riemelt,['Romance'],7.0
Raoul Bova,['Mystery'],7.0
Page Kennedy,['Science Fiction'],6.0
Julia Maxwell,['Family'],4.0
Tinsel Korey,['Science Fiction'],8.0
Collin Chou,['Romance'],14.0
Eduardo Verástegui,['Mystery'],5.0
Caitlin Carmichael,['Romance'],6.0
Shannon Lucio,['Science Fiction'],3.0
Noma Dumezweni,['Family'],4.0
Michele Scarabelli,['War'],4.0
Marla Sucharetza,['Drama'],9.0
Ken Duken,['History'],14.0
Shakira,['Romance'],1.0
Michael Socha,['Romance'],3.0
Debs Howard,['War'],3.0
Yvette Nicole Brown,['Family'],15.0
Gedeon Burkhard,['Crime'],7.0
Phyllis Logan,['Thriller'],10.0
Jenny McCarthy-Wahlberg,['Romance'],7.0
Larry Joshua,['War'],14.0
Jacky Cai,['Science Fiction'],3.0
James Tolkan,['Mystery'],24.0
Jim Brown,['Action'],15.0
Nicky Whelan,['War'],10.0
David Attenborough,['War'],3.0
Lee Tockar,['Romance'],10.0
Kyle Secor,['Family'],7.0
Missy Crider,['Romance'],6.0
Lee Tergesen,['Science Fiction'],17.0
Kim So-hyun,['Thriller'],1.0
Nicole Forester,['Mystery'],7.0
Robbie Coltrane,['Crime'],32.0
Aya Ueto,[],2.0
DJ Qualls,['Romance'],12.0
John C. McGinley,['Fantasy'],40.0
Luke Bracey,['Romance'],11.0
Armani Jackson,['Comedy'],4.0
Damian Chapa,['Mystery'],8.0
Alfred Enoch,['Science Fiction'],8.0
David Bradley,['Family'],25.0
Heather Mazur,['War'],2.0
Richard Anderson,['Fantasy'],9.0
William Petersen,['Thriller'],12.0
Tim Thomerson,['Horror'],23.0
Amy Manson,['Crime'],5.0
Bruno Bilotta,['War'],15.0
Meg Ryan,['Science Fiction'],34.0
Scott Cohen,['War'],12.0
Jonathan Lipnicki,['Romance'],10.0
Percy Hynes White,['Romance'],3.0
Gary Cooper,['Romance'],18.0
Anna Gunn,['Family'],6.0
Scott Gibson,['Family'],9.0
Kelly Macdonald,['Romance'],19.0
Patty McCormack,['TV Movie'],8.0
John Kerr,['Romance'],5.0
Bresha Webb,['Mystery'],4.0
Daniella Alonso,['Mystery'],6.0
Vincent Zhao Wenzhuo,['War'],5.0
Jon Tenney,['Family'],19.0
Usher,['Romance'],11.0
Danielle Harris,['Family'],28.0
Bill Goldberg,['Mystery'],8.0
Vincent Regan,['Comedy'],17.0
Reynaldo Rey,['Thriller'],11.0
Marin Ireland,['War'],17.0
Camila Cabello,['Comedy'],1.0
Peter O'Toole,['Science Fiction'],26.0
Justin H. Min,['Romance'],2.0
Brenda Strong,['Family'],15.0
Minami Takayama,['Romance'],13.0
Jamie Kennedy,['Science Fiction'],29.0
Tyrin Turner,['Romance'],4.0
Emily Kuroda,['Family'],6.0
Curtis Lum,['Crime'],1.0
Kathleen Rose Perkins,['Family'],5.0
Ali Suliman,['Western'],13.0
Rose Leslie,['Family'],6.0
Kevin Guthrie,['Mystery'],5.0
Nathan Parsons,['War'],5.0
Laura Linney,['Family'],36.0
Bernie Mac,['Romance'],22.0
Francine York,['Western'],6.0
Hyun Bin,['Crime'],4.0
Torrie Wilson,['Crime'],1.0
Talia Balsam,['Romance'],9.0
Son Ye-jin,['Action'],8.0
Madeleine McGraw,['Action'],8.0
Anne Parillaud,['Romance'],5.0
Trisha Noble,['Romance'],2.0
Linda Ko,['Thriller'],3.0
Paulo Avelino,['Mystery'],1.0
Laetitia Casta,['Romance'],7.0
Amy Madigan,['Romance'],19.0
Malcolm Barrett,['Romance'],4.0
Beth Broderick,['Romance'],7.0
Bill Dow,['Science Fiction'],10.0
Ric Reitz,['TV Movie'],23.0
Ron Rifkin,['TV Movie'],19.0
James Duval,['Romance'],27.0
Greg Wise,['Romance'],7.0
Rebecca Quin,['Romance'],2.0
Matthew Macfadyen,['Mystery'],12.0
Jim Gaffigan,['Romance'],21.0
Lillete Dubey,['Family'],12.0
Sofia Helin,['Romance'],6.0
William Forsythe,['Family'],40.0
Hannah Cheramy,['Romance'],1.0
Nigel Havers,['Romance'],8.0
Thekla Reuten,['Science Fiction'],8.0
Cinthya Carmona,['War'],2.0
Ione Skye,['Mystery'],16.0
Beverly Lynne,['Crime'],4.0
Barbara Harris,['Science Fiction'],17.0
Susan Misner,['Mystery'],11.0
Lyndsey Marshal,['Romance'],5.0
Indica Watson,['Mystery'],2.0
Archie Kao,['Crime'],7.0
Ben Daniels,['Romance'],12.0
Tara Macken,['Thriller'],3.0
Maud Adams,['Family'],6.0
David Spade,['Crime'],26.0
Dagmara Domińczyk,['Science Fiction'],23.0
Maria Canals-Barrera,['Science Fiction'],6.0
Scott Handy,['Family'],6.0
Derek Riddell,['Romance'],2.0
Andi Matichak,['Romance'],5.0
Ryan Whitney Newman,['Family'],6.0
Condola Rashad,['Family'],3.0
Emma Kenney,['Romance'],2.0
Ana Ayora,[],5.0
Taylor Cole,['Family'],4.0
Georgia Engel,['Drama'],6.0
Mike Judge,[],14.0
Chris William Martin,['Science Fiction'],4.0
Trace Adkins,['Family'],11.0
Jonathan Demme,['Comedy'],5.0
Suzanne Shepherd,['Romance'],13.0
Sandrine Holt,['Thriller'],11.0
Edvin Ryding,['Mystery'],4.0
Neil Maskell,['Crime'],17.0
Dash Mihok,['Science Fiction'],25.0
Brent Spiner,['Animation'],16.0
Art Hindle,['Action'],15.0
Sala Baker,['Romance'],22.0
Clarence Williams III,['Science Fiction'],20.0
Glenn Plummer,['Action'],38.0
Michael Chernus,['Family'],15.0
Jonathan Cohen,['Crime'],8.0
Eddie Cibrian,['Science Fiction'],6.0
Claudia Karvan,['Crime'],6.0
Martha Plimpton,['Romance'],17.0
Thomas Ian Nicholas,['Thriller'],17.0
Kate Fleetwood,['Family'],6.0
Alan Jackson,['Family'],1.0
Andy Biersack,['Romance'],2.0
Elizabeth Debicki,['Science Fiction'],13.0
James Murray,['Music'],17.0
John Gowans,['Music'],3.0
Lombardo Boyar,['Romance'],10.0
Alec Guinness,['Mystery'],19.0
Joel Edgerton,['Family'],35.0
Kevin Weisman,['War'],6.0
Teri Wyble,['Mystery'],12.0
Ramya Krishnan,['Music'],6.0
Jill Remez,['Romance'],4.0
Sandy Martin,['Science Fiction'],18.0
Phil Morris,['Mystery'],17.0
Theodore Bikel,['Family'],8.0
Niecy Nash,['TV Movie'],15.0
Debbie Allen,['Romance'],6.0
Ozzy Osbourne,['Romance'],11.0
Nazneen Contractor,['Family'],4.0
Angus Sampson,['Family'],14.0
Jillian Bell,['Crime'],14.0
Yu Shuxin,['Mystery'],1.0
Jeffrey Nordling,['Comedy'],11.0
Oliver Jackson-Cohen,['Action'],7.0
Robbie Daymond,['Family'],3.0
Philip Baker Hall,['Family'],52.0
Diego Boneta,['Science Fiction'],8.0
Sean Flynn,['Family'],3.0
Carice van Houten,['Romance'],17.0
Mark Rolston,['Comedy'],22.0
Peter Horton,['War'],6.0
Judge Reinhold,['Science Fiction'],22.0
Booboo Stewart,['TV Movie'],18.0
Armie Hammer,['Family'],22.0
Julia Sweeney,['Romance'],11.0
Phylicia Rashād,['Romance'],7.0
Louise Fletcher,['Family'],28.0
Julia Benson,['Family'],3.0
Kevin Nealon,['Music'],25.0
Roger Craig Smith,['Romance'],13.0
Suzanna Hamilton,['Romance'],7.0
Amy Ryan,['Family'],28.0
Jonathan David Good,[],7.0
Saffron Burrows,['Mystery'],16.0
Michael O'Neill,['Mystery'],18.0
Jeremy Irvine,['War'],14.0
George Clinton,['Science Fiction'],6.0
Neil deGrasse Tyson,['War'],8.0
Sasha Roiz,['Family'],8.0
Jaime Lorente,['Romance'],1.0
Scott Atkinson,[],4.0
Tobias Moretti,['Romance'],7.0
Pam Ferris,[],10.0
Tucker Albrizzi,['War'],6.0
Richard Jenkins,['Family'],71.0
Robert Ri'chard,['Family'],7.0
Lesley-Anne Down,['Science Fiction'],10.0
Michelle Pierce,['Mystery'],3.0
James Badge Dale,['Mystery'],20.0
Yui Ishikawa,['Crime'],3.0
Margarita Levieva,['Science Fiction'],9.0
Ralph Waite,['Science Fiction'],12.0
Mandy Musgrave,['Drama'],1.0
Irrfan Khan,['Romance'],30.0
Lee Oakes,['Science Fiction'],3.0
Hirofumi Nojima,['Romance'],2.0
Hannah Gordon,['Romance'],6.0
Phil Davis,[],19.0
Pierre Boulanger,['Romance'],5.0
Zoe Lister-Jones,['Science Fiction'],8.0
Nick Roux,['Science Fiction'],1.0
Mark Sheppard,['Mystery'],4.0
Roy Dotrice,['War'],9.0
Jane Birkin,['Thriller'],9.0
Moemi Katayama,['Romance'],1.0
Alicia Coppola,['Mystery'],3.0
Lee Ingleby,[],9.0
Aaron Dessner,['Mystery'],1.0
Art Malik,['War'],14.0
Dorien Wilson,['Romance'],3.0
Laurence Olivier,['Thriller'],19.0
Olwen Catherine Kelly,[],1.0
Claudia Doumit,['War'],1.0
David Walliams,['Mystery'],14.0
Carla Gallo,['Comedy'],16.0
Idina Menzel,['Family'],9.0
Sal Lopez,['Thriller'],15.0
Michael Douglas,['Romance'],43.0
Genie Francis,['Family'],2.0
Stephen Fry,['War'],33.0
Ben Platt,['Mystery'],6.0
Bill Maher,['Family'],20.0
Lili Taylor,['Family'],30.0
Gloria Talbott,['Music'],3.0
Jeremiah Birkett,['Science Fiction'],6.0
Jada Pinkett Smith,['Romance'],24.0
Mimi Keene,['War'],2.0
Lynda Boyd,['Family'],19.0
Nia Vardalos,['Science Fiction'],11.0
Cosma Shiva Hagen,['Romance'],4.0
Mike Henry,['Romance'],8.0
Roma Maffia,['Romance'],12.0
Joseph Marcell,['Family'],3.0
Lana Parrilla,['Science Fiction'],3.0
Clyde Kusatsu,['Mystery'],39.0
JB Blanc,['Family'],8.0
Takehito Koyasu,['Science Fiction'],13.0
David Tomlinson,['Romance'],7.0
Anthony Anderson,['Family'],31.0
Marcia Wallace,[],5.0
Katja Herbers,['Family'],3.0
Joyce Hyser,['Science Fiction'],7.0
Ever Carradine,['Family'],7.0
Peter O'Brien,['Romance'],4.0
Olivia Hussey,['Music'],9.0
Christopher Guest,['Romance'],16.0
Rhea Perlman,['Mystery'],14.0
Robert Lesser,['TV Movie'],15.0
Bianca Bree,['Family'],8.0
Mamoru Miyano,['Romance'],12.0
Michele Morrone,[],2.0
Tania Gunadi,['Romance'],4.0
Jürgen Prochnow,['Romance'],29.0
Angela Douglas,['Action'],3.0
Zeljko Ivanek,['Family'],29.0
Elli Rhiannon Müller Osborne,['Mystery'],2.0
Tom Baker,['War'],10.0
Sarah Strange,['Romance'],6.0
Mel Blanc,['Family'],18.0
William Friedkin,['Family'],2.0
Chloe Fineman,['Family'],3.0
Drea de Matteo,['Family'],11.0
Brooke Langton,['Family'],7.0
Salli Saffioti,['TV Movie'],7.0
Colton Dunn,['Crime'],4.0
Nicole Muñoz,['Comedy'],13.0
Tina Turner,['Family'],8.0
Scott Foley,['Comedy'],3.0
Michael Graziadei,['Family'],2.0
Rachelle Lefevre,['Family'],13.0
Jeremy Howard,['Mystery'],14.0
James Best,['Thriller'],11.0
Olga Sosnovska,['Romance'],2.0
Robert Loggia,['Family'],37.0
Helmut Berger,['Science Fiction'],3.0
María Pedraza,['Crime'],1.0
Jack Shepherd,['Family'],7.0
Glenn Howerton,['War'],10.0
Rose Abdoo,['TV Movie'],12.0
Meaghan Rath,['Mystery'],1.0
Patrick Malahide,['Family'],21.0
Roslyn Ruff,['Drama'],4.0
Matt Frewer,['Science Fiction'],24.0
Marlene Forte,['Mystery'],12.0
Cory Hardrict,['TV Movie'],14.0
Stephen Elliott,['Family'],9.0
Mark Gatiss,['Mystery'],20.0
Sela Ward,['War'],15.0
Henry Ian Cusick,['Romance'],4.0
Nijiro Murakami,['Drama'],2.0
Jack McBrayer,['Thriller'],18.0
Kyle Gass,['Comedy'],17.0
Laura Benanti,['Mystery'],3.0
Brad Garrett,['Family'],28.0
Jarvis Cocker,['Family'],6.0
Joe Pantoliano,['Romance'],40.0
Jessica Henwick,['Family'],8.0
Jo Champa,['Family'],5.0
Jun Fukuyama,['Mystery'],7.0
Amanda Plummer,['Science Fiction'],27.0
Seo Won,['Romance'],3.0
Jack Griffo,[],1.0
Steve Monroe,['Family'],19.0
Wade Williams,['Romance'],20.0
Liza Koshy,['TV Movie'],5.0
Carlos Lacámara,['Crime'],6.0
Lew Temple,['Mystery'],33.0
Chiara Aurelia,['Family'],2.0
Paul Haggis,['Romance'],1.0
Marisol Nichols,['Thriller'],9.0
Susan Ward,['Mystery'],6.0
Kim Basinger,['Thriller'],36.0
Donald Cerrone,['Romance'],4.0
Susan Chuang,['Music'],6.0
Barry Van Dyke,['Romance'],2.0
Dave Attell,['TV Movie'],7.0
Brianne Howey,[],3.0
Emily Browning,['Family'],12.0
Lanny Flaherty,['Romance'],14.0
Goran Visnjic,['Science Fiction'],16.0
Arthur Anderson,['Family'],4.0
DeRay Davis,['Mystery'],18.0
Anne Winters,['Family'],5.0
Brant Daugherty,['Romance'],2.0
Annie Abbott,['Romance'],4.0
Brett Kelly,['Romance'],11.0
CCH Pounder,['Family'],20.0
Cameron Bancroft,['Romance'],3.0
G.W. Bailey,['Mystery'],13.0
George Harrison,['Science Fiction'],13.0
Marguerite Moreau,['Family'],13.0
Laura Haddock,['Family'],8.0
John Reardon,['Family'],6.0
Dyanne Thorne,['Science Fiction'],4.0
Peter Boyle,['Romance'],33.0
Ashlynn Yennie,['Science Fiction'],5.0
Ng Man-tat,['Family'],16.0
Christina Chong,['Crime'],4.0
Paul Herman,['Romance'],35.0
Jessica Amlee,['Romance'],5.0
Bernard Hill,['Family'],22.0
Amy Sloan,['Romance'],7.0
Synnøve Karlsen,['Romance'],1.0
Tracie Thoms,['Romance'],14.0
Erika Toda,['Science Fiction'],7.0
Joan Jett,['Mystery'],3.0
Kris Marshall,['Romance'],11.0
Anika Noni Rose,['Romance'],13.0
Lake Bell,['Romance'],20.0
Jeremy London,['Mystery'],6.0
Kurtwood Smith,['Family'],32.0
Robert Prosky,['Romance'],26.0
Peter Sohn,['Family'],7.0
Todd Phillips,['Science Fiction'],6.0
Keegan Connor Tracy,['Family'],13.0
Kevin McKidd,['Family'],19.0
Tony Amendola,['Crime'],16.0
YaYa Gosselin,['Mystery'],1.0
Rodney Saulsberry,['Family'],2.0
E.G. Marshall,['Crime'],18.0
Aaron Hill,['Family'],6.0
Poppy Montgomery,['Science Fiction'],5.0
Timothy Busfield,['Science Fiction'],8.0
Eloise Mumford,['Science Fiction'],6.0
Sasha Jackson,['TV Movie'],7.0
Annabelle Apsion,['Crime'],3.0
Daniel Auteuil,['Romance'],18.0
Judith Light,['War'],1.0
Sean Marquette,['Romance'],8.0
Katharine Isabelle,['Mystery'],18.0
George Kora,['Family'],1.0
Rica Matsumoto,['Romance'],23.0
Cameron Mitchell,['Music'],17.0
Julia Louis-Dreyfus,['Family'],18.0
Kay Panabaker,['Mystery'],4.0
Thomas Gibson,['Drama'],9.0
Andre Braugher,['Family'],15.0
Matthew Underwood,['Mystery'],3.0
Alwara Höfels,['Romance'],6.0
Arisa Komiya,['Romance'],2.0
Lola Glaudini,['Romance'],5.0
Josha Stradowski,['Romance'],1.0
Lily Tomlin,['War'],20.0
Yeo Jin-goo,['Romance'],3.0
Kevin McDonald,['Crime'],8.0
David Wenham,[],25.0
Teresa Palmer,['Family'],22.0
Abby Dalton,['Science Fiction'],2.0
Elisabeth Harnois,['Science Fiction'],5.0
Chelsey Reist,['Comedy'],3.0
Richard Long,['TV Movie'],5.0
John Ducey,['Romance'],1.0
Barbara Niven,['TV Movie'],6.0
Clara Lago,['Mystery'],7.0
Brian Littrell,['Family'],1.0
Max Adler,['Romance'],6.0
Dean Winters,['Romance'],9.0
Marc Platt,['Romance'],2.0
Gary Dourdan,['Romance'],12.0
Tamera Mowry-Housley,['Comedy'],3.0
Holliday Grainger,['Mystery'],9.0
A.J. Buckley,['TV Movie'],14.0
Timothy Adams,['Family'],6.0
Geoff Pierson,['Family'],16.0
Alberta Watson,['Science Fiction'],13.0
Joel Grey,['Action'],9.0
Kara Wang,['Romance'],1.0
Noah Munck,['Romance'],4.0
George Gaynes,['Crime'],17.0
Graham Greene,['Science Fiction'],30.0
Brooke Dillman,['TV Movie'],6.0
Paul Feig,['Romance'],15.0
Jason Priestley,['Mystery'],11.0
Shazad Latif,['Romance'],5.0
Manuel Garcia-Rulfo,['Romance'],11.0
Tomas Arana,['Western'],24.0
Hera Hilmar,['Thriller'],7.0
Wanda Ventham,['Mystery'],2.0
Bob Balaban,['Family'],46.0
Rod Taylor,['Science Fiction'],11.0
Tony Rock,['Romance'],2.0
Jennifer Freeman,['Science Fiction'],3.0
Struan Rodger,['War'],7.0
Bel Powley,['Family'],7.0
Sidharth Malhotra,['Family'],6.0
George Coe,['Romance'],17.0
Avery Clyde,['Romance'],1.0
Stacy Edwards,['Romance'],10.0
Eliana Ghen,['Drama'],1.0
Carlos Joe Costa,['Science Fiction'],1.0
Kara Zediker,['Comedy'],2.0
Patrick Gibson,['Mystery'],3.0
Tim Russ,['Science Fiction'],15.0
Kristin Dattilo,['Music'],2.0
Johnny Cash,['Action'],4.0
Yunjin Kim,['Science Fiction'],3.0
Eli Goree,['Romance'],2.0
Ty Dolla Sign,['Mystery'],1.0
Aunjanue Ellis-Taylor,['Thriller'],21.0
Leslie Hendrix,['Drama'],3.0
Aaron Monaghan,['Romance'],6.0
Ken Hudson Campbell,['Drama'],11.0
Philip Casnoff,['Romance'],3.0
Paula Shaw,['Family'],6.0
George Hearn,['Romance'],7.0
Paul Reubens,['Science Fiction'],25.0
Katherine Waterston,['Crime'],21.0
Laurent Lafitte,['Family'],15.0
Gabriel Basso,['Romance'],6.0
Adrian Hough,['Comedy'],12.0
Bumper Robinson,['Mystery'],7.0
Joe Flanigan,['Family'],4.0
Tiffany Hines,['Science Fiction'],3.0
Fiona Palomo,['Romance'],1.0
Erin Cahill,['TV Movie'],5.0
Jacky Lai,['Romance'],3.0
Tang Yan,['Science Fiction'],6.0
Jim Meskimen,['Mystery'],13.0
Aaron Hendry,['Thriller'],9.0
Til Schweiger,['War'],31.0
Jennifer Darling,['Family'],18.0
Maxi Iglesias,['War'],4.0
Atsumi Tanezaki,['Mystery'],3.0
Diana Bang,['Romance'],4.0
Vincent Lacoste,['Thriller'],14.0
Brandon Jay McLaren,['TV Movie'],7.0
Malcolm Goodwin,['Comedy'],11.0
David Haydn-Jones,['Romance'],2.0
Marcus Henderson,['Family'],6.0
Rod Wilson,['TV Movie'],2.0
Tamala Jones,['Romance'],16.0
Diora Baird,['Crime'],13.0
Ty Burrell,[],19.0
Elizabeth Gillies,['Romance'],1.0
Nick E. Tarabay,['Family'],2.0
Susan Pourfar,['Comedy'],5.0
Forrie J. Smith,[],3.0
Roy Thinnes,['Science Fiction'],4.0
Zhang Han,['Crime'],3.0
Keith Allen,['Western'],15.0
Akeno Watanabe,['Romance'],8.0
David Robinson,['Mystery'],9.0
Demián Bichir,[],22.0
Sara Canning,['Romance'],5.0
M. Night Shyamalan,['Family'],13.0
Alison Lohman,['Mystery'],12.0
Junko Minagawa,['War'],2.0
Jason Flemyng,['Thriller'],45.0
Jacqueline MacInnes Wood,[],1.0
Jenifer Lewis,['Mystery'],33.0
Felisha Terrell,['Romance'],4.0
Stepfanie Kramer,[],2.0
Harvey Atkin,['Family'],8.0
Lynne Marie Stewart,['Science Fiction'],21.0
Mark Taylor,['Romance'],8.0
Leos Carax,['Music'],4.0
Danai Gurira,['Romance'],8.0
Tony Way,['Romance'],12.0
Jeff Dunham,['Romance'],7.0
Jai Courtney,['Science Fiction'],17.0
David Lynch,['Mystery'],11.0
Ray Proscia,['Family'],4.0
Catherine Mary Stewart,['Mystery'],9.0
Kerr Smith,['Romance'],6.0
Ross Marquand,['Romance'],3.0
Takeshi Aono,['Science Fiction'],14.0
Rani Mukerji,['Mystery'],26.0
Louis Mandylor,['Science Fiction'],23.0
June Kyoto Lu,['Animation'],5.0
Neil Flynn,['Romance'],12.0
Miya Cech,['Romance'],2.0
Rachel Hurd-Wood,['Mystery'],8.0
Ally Maki,['Family'],6.0
Tom Savini,['Romance'],34.0
Chelsea Hobbs,['Family'],2.0
Brent Huff,['Family'],5.0
Michael Wong,['Crime'],14.0
Tom Cullen,['TV Movie'],5.0
Kyle Allen,['Mystery'],6.0
William Franklyn-Miller,['War'],1.0
Song Jia,['Family'],7.0
Steve Bacic,['Mystery'],13.0
Brenda Crichlow,['Family'],9.0
Richard Boone,['War'],9.0
Lucas Jade Zumann,['Family'],3.0
Honor Kneafsey,['Family'],5.0
Tori Matsuzaka,['TV Movie'],1.0
Fat Joe,['Romance'],5.0
Jessica Schwarz,['Romance'],7.0
Conrad Vernon,['Romance'],22.0
Sacha Dhawan,['Family'],5.0
Michael Kelly,['Mystery'],21.0
Imani Hakim,['Family'],1.0
Warren Clarke,['Mystery'],10.0
Marc Singer,['Family'],7.0
Pauline Moran,['Science Fiction'],1.0
David Hart,['Action'],8.0
Jeffrey Pierce,['Romance'],4.0
Jay Simpson,['Romance'],9.0
Constance Labbé,['Crime'],3.0
Peggy Lipton,['Romance'],10.0
Charlie Carver,['Family'],3.0
Barry Nelson,['Family'],8.0
Jamie Bamber,['Romance'],1.0
Jonas Strand Gravli,['Mystery'],3.0
Dikran Tulaine,['Crime'],5.0
Nanako Mori,['Crime'],1.0
Chris Potter,['Mystery'],4.0
Kathryn Greenwood,['Family'],6.0
Tembi Locke,['Family'],5.0
Bijou Phillips,['TV Movie'],14.0
Tina Casciani,['Mystery'],5.0
Grainger Hines,['TV Movie'],8.0
Mike Pniewski,['Music'],22.0
Dillon Casey,['Romance'],3.0
Chiaki Kobayashi,['Drama'],1.0
John Terlesky,['Romance'],4.0
Bill Kelly,[],3.0
