name,popularity,career_length,number_of_movies,interval,start_date_1,end_date_1,start_date_2,end_date_2,count_interval_1,count_interval_2,avg_budget_0,avg_budget_1,std_budget_0,std_budget_1,avg_revenue_0,avg_revenue_1,avg_imdb_rating_0,avg_imdb_rating_1,avg_order_0,avg_order_1,std_order_0,std_order_1,avg_popularity_0,avg_popularity_1,Popularity (%)
Christopher B. Duncan,15.176,26,13,4745,1994,2007,2007,2020,5,8,4827692.307692309,3709615.384615385,3700214.610759824,3138710.7508521383,10477227.86153846,10128303.951923076,4.74,6.025,8.6,6.75,5.499090833947008,7.628073151196179,11.647,10.02475,61.63612625090039
Ana de la Reguera,16.811,23,26,4015,2000,2011,2011,2023,12,14,29719166.666666668,24051071.42857143,40998175.58610248,21113536.14801342,51016549.5,51947683.053571425,6.158333333333334,5.707142857142857,2.25,7.357142857142857,3.243583409338094,16.96890914440349,15.62191666666667,16.18814285714286,61.63331456094037
Cynthia Stevenson,27.38,30,26,5475,1988,2003,2003,2018,11,15,8322727.272727272,9441666.666666666,6774953.493176964,8053495.186701376,16986378.306818184,14975653.820833333,6.1909090909090905,5.266666666666666,7.545454545454546,8.666666666666666,6.985226440835834,7.244921593011818,15.71890909090909,15.619400000000002,61.63054943615026
Elizabeth Gracen,22.655,33,14,5840,1989,2005,2005,2022,10,4,2342857.142857143,614285.7142857143,3259704.506452656,469639.4622365075,7574281.214285714,1688194.2857142857,5.3100000000000005,7.2,5.2,5.75,4.64327470649756,2.384848003542364,9.3058,16.76,61.62702094261586
Luke Edwards,29.503,32,25,5840,1989,2005,2005,2021,12,13,9783593.75,2489423.076923077,7587563.615728131,2230954.6749566756,45176038.296875,7252340.596153846,6.133333333333334,5.046153846153846,8.083333333333334,3.3846153846153846,10.704036102745958,3.563456868277067,19.709666666666667,15.408307692307693,61.62396542060213
Ross McCall,20.022,33,28,5840,1990,2006,2006,2023,8,20,2973958.3333333335,1306250.0000000002,4563162.884683471,1656650.8948779767,542153.21875,88715.98125,5.1625,5.619999999999999,9.75,2.5,10.66243405606806,2.8896366553599777,10.10875,8.3488,61.61683624096419
Nick Stahl,17.69,32,52,5840,1991,2007,2007,2023,26,26,19486645.299145296,9381410.256410256,37788432.42331461,10530265.10231993,41019776.616987176,14356806.593750002,6.165384615384616,5.538461538461539,2.8076923076923075,1.6923076923076923,4.515096308447497,2.1261961478592695,18.560961538461537,18.69657692307692,61.613608715125096
Gaby Hoffmann,22.024,32,35,5840,1989,2005,2005,2021,17,18,15046671.826625388,3607236.842105264,19653993.48371108,4025777.0214868207,41997614.05495355,9797030.372807018,6.176470588235294,6.15,3.8823529411764706,3.611111111111111,3.5460392642591847,3.2853020982161154,26.448,28.490500000000004,61.61346977426121
Matt Stone,14.89,34,36,6205,1989,2005,2005,2023,19,17,5480934.2105263155,2145952.205882353,9295308.056128971,2498989.4967444106,12252818.583552629,3938555.448529411,6.984210526315789,7.352941176470588,12.263157894736842,6.470588235294118,23.012221250235843,8.918702405347748,12.190263157894735,12.372411764705882,61.60973085520404
Anthony Tyler Quinn,14.969,35,11,6205,1982,1999,1999,2017,4,7,3251704.545454545,862337.6623376624,3896130.197252946,341842.568604669,22909090.90909091,6545454.545454546,5.95,5.5,30.0,2.2857142857142856,29.33428028774526,1.8294640678379568,5.559,6.191999999999999,61.602666856774036
Jonathan Taylor Thomas,42.88,21,21,3650,1994,2004,2004,2015,19,2,7602605.263157895,10010000.0,10768143.93010448,9990000.0,66651525.66315789,77093057.6,6.552631578947368,5.75,5.631578947368421,9.0,9.10298115608166,5.0,34.62336842105264,22.635,61.597607962921046
Adam Johnson,18.508,20,43,3650,2002,2012,2012,2022,14,29,186211.24933862433,435369.4230523626,186499.8786418264,1063632.8475823505,381877.8893849207,294247.7026660281,4.8999999999999995,5.5137931034482754,23.5,6.103448275862069,27.61922208483484,6.093211754789418,13.4815,12.583793103448274,61.594819328058534
Louis Ferreira,14.969,29,31,5110,1987,2001,2001,2016,17,14,6227451.134803922,10314286.19642857,5251084.413143271,15534854.089803968,22789172.453676473,33010779.49910715,5.852941176470589,6.1,6.235294117647059,6.785714285714286,6.169463812765598,5.073440244879932,14.024411764705883,15.368714285714285,61.5930196689775
Kenneth Choi,16.885,22,21,4015,1998,2009,2009,2020,8,13,33876171.875,67218173.07692307,23012861.17875325,62342952.0266367,105814636.5125,241563870.86153844,5.6625,6.338461538461539,14.125,13.538461538461538,7.92839044194974,12.251313176807336,16.88275,16.38876923076923,61.58505775416083
Sharon Omi,16.471,29,11,5110,1993,2007,2007,2022,5,6,43941818.18181817,15143181.818181818,36983319.1569898,13745382.082040034,102941712.94545455,37735758.409090914,6.4,5.983333333333334,18.6,14.333333333333334,9.28654941299512,9.516068282413466,14.326800000000002,15.530666666666669,61.5802493521775
