name,gender,career_length,number_of_movies,avg_revenue_0,avg_budget_0,std_budget_0,avg_imdb_rating_0,avg_order_0,std_order_0,avg_popularity_0,n_genres_0,main_genre_0,interval,start_date_1,end_date_1,start_date_2,end_date_2,count_interval_1,count_interval_2,avg_budget_1,std_budget_1,avg_revenue_1,avg_imdb_rating_1,avg_order_1,std_order_1,avg_popularity_1,n_genres_1,main_genre_1,start_date_3,end_date_3,count_interval_3,avg_budget_2,std_budget_2,avg_revenue_2,avg_imdb_rating_2,avg_order_2,std_order_2,avg_popularity_2,n_genres_2,main_genre_2,success,avg_scaled_portion_0_x,avg_scaled_portion_1_x,avg_scaled_portion_2_x,avg_scaled_portion_0_y,avg_scaled_portion_1_y,avg_scaled_portion_2_y,std_scaled_portion_0,std_scaled_portion_1,std_scaled_portion_2
Cody Runnels,2,16,121,1228688.524590164,0.0,0.0,7.13360655737705,15.237704918032788,11.067640972664943,5.282016393442625,10.0,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8969788643331399,1.1741902518319969,,,1.1741902518319969,,,,,
Stephen Farrelly,2,15,124,2390590.983870968,1190322.5806451612,12106006.369506102,6.590322580645162,13.39516129032258,9.57467977093338,3.7311048387096784,12.0,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8421582449580889,1.2519069887812149,,,1.2519069887812149,,,,,
Rebel Wilson,1,19,26,123018106.84615384,32206476.5,36377923.02930867,5.9884615384615385,7.384615384615384,8.062624706617772,39.80023076923077,12.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9094812083805874,2.0663469946189936,,,2.0663469946189936,,,,,
John Hennigan,2,18,108,78348.94444444444,547685.1851851853,5272769.777177253,6.336111111111113,16.50925925925926,13.292643029531874,13.937925925925924,15.0,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8468121506696168,1.1521675794201751,,,1.1521675794201751,,,,,
Jim Parsons,2,18,25,33206038.28,10982000.0,28268459.03122418,6.484,6.44,5.831500664494518,18.12408,14.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8847406581756982,1.683468712053649,,,1.683468712053649,,,,,
Blake Lively,1,17,22,42224386.0,24850000.0,41302979.75163095,6.368181818181819,3.3181818181818183,3.842186447091666,24.365727272727273,13.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9237991889314195,7.241262251022731,,,7.241262251022731,,,,,
Olivia Wilde,1,18,51,37393005.80392157,21455882.352941178,36916504.42188774,6.484313725490196,7.078431372549018,11.08583823191164,35.31188235294117,16.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9392699877454602,5.803644673062576,,,5.803644673062576,,,,,
Ben Schwartz,2,16,44,133374631.97777778,30640000.0,58406355.81852372,6.362222222222222,14.577777777777778,30.23573227446029,13.806533333333334,15.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8926235792223215,1.5603362767748046,,,1.5603362767748046,,,,,
Adam Driver,2,13,47,114458272.23404256,30923744.680851065,59803872.02951032,6.689361702127661,6.25531914893617,14.530185872654506,34.77734042553191,15.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2179757581151116,1.795086320109951,,,1.795086320109951,,,,,
Donald Glover,2,17,26,190588174.84615383,42138461.538461536,76299834.04016167,7.153846153846155,11.538461538461537,11.695596703397426,25.633346153846155,16.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.894470385501173,1.4202858514253724,,,1.4202858514253724,,,,,
Chadwick Boseman,2,19,27,318317441.8148148,64122222.22222222,105128543.30429938,6.855555555555558,9.629629629629632,17.524899002505293,31.567851851851856,13.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9699477323035858,1.6692974893991048,,,1.6692974893991048,,,,,
Robert Pattinson,2,18,39,144070129.17948717,29864574.35897436,51659337.80026021,6.292307692307693,2.8717948717948723,5.8361362665744005,44.24335897435897,17.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0416496593183018,8.399144307211444,,,8.399144307211444,,,,,
Gabriel Iglesias,2,15,33,72804949.96969697,27887878.78787879,44814119.51184216,6.045454545454548,8.090909090909092,11.8535601003387,17.15442424242424,13.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8354384779288673,1.6794590953198434,,,1.6794590953198434,,,,,
Margot Robbie,1,15,29,168983932.72413793,49768965.51724138,57351872.79176634,6.3586206896551705,8.482758620689655,20.19665504851317,72.13472413793104,16.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4142888253385688,1.82728590273032,,,1.82728590273032,,,,,
Colby Lopez,2,11,126,1531988.440944882,229454.937007874,2563114.067791462,6.5393700787401565,9.661417322834646,10.945980797945484,6.718299212598425,13.0,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8231934403147949,1.5087773421504762,,,1.5087773421504762,,,,,
Ken Jeong,2,18,62,156322161.53225806,33767096.77419355,58080285.15623304,6.043548387096772,9.274193548387096,13.264273328391608,20.02232258064516,16.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8666418521486632,1.4777731293174214,,,1.4777731293174214,,,,,
Amanda Bynes,1,9,13,44553785.538461536,17653846.153846152,25660044.22877103,6.130769230769231,3.2307692307692313,3.682679754949485,37.35376923076923,9.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0030620671885964,12.548680132558324,,,12.548680132558324,,,,,
Zendaya,1,12,20,257331114.85,50825000.0,73399127.20870733,6.565,5.8,5.732364259186605,50.5377,12.0,Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.128957478973647,3.012564307637413,,,3.012564307637413,,,,,
Jeff Dunham,2,17,27,18436250.703703705,8444444.888888888,19330140.027467124,6.448148148148148,3.962962962962963,5.4465856207861245,8.422185185185182,9.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8070478615903113,1.8498408950385663,,,1.8498408950385663,,,,,
Chris Pine,2,19,44,100634208.38636364,43477272.72727273,61644320.18234772,6.5431818181818215,3.4090909090909087,5.420156748061234,50.39511363636363,19.0,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97260829172778,8.194607856020012,,,8.194607856020012,,,,,
Elle Fanning,1,19,48,59057086.1875,25125000.0,45653986.22610443,6.497916666666666,5.5,11.33026919362466,34.087875,16.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8350429289515489,3.4178426944885234,,,3.4178426944885234,,,,,
Amanda Seyfried,1,19,50,59665237.16,19565000.0,31168912.86201686,6.339999999999999,2.82,3.5025133832720754,53.12799999999999,18.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.294035665534757,4.723699206861866,,,4.723699206861866,,,,,
Zoë Kravitz,1,15,37,132713319.45945944,45235135.13513514,63493890.81579176,6.35945945945946,5.486486486486488,5.740428563065237,29.143324324324325,15.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8108494729125818,3.3761614234734956,,,3.3761614234734956,,,,,
Patrick Sabongui,2,19,49,90460996.87755102,40512244.89795918,59494152.11410916,5.759183673469387,17.938775510204078,15.127226654470633,19.117020408163267,16.0,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7667988314121309,1.108933757441237,,,1.108933757441237,,,,,
Millie Bobby Brown,1,4,7,122388033.14285716,55857142.85714286,82376190.33855522,6.142857142857142,2.7142857142857144,3.768830273792263,69.15757142857143,9.0,Science Fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9531473238343524,1.935951762115305,,,1.935951762115305,,,,,
Gina Rodriguez,1,13,26,28463180.0,18171153.846153848,35335230.22172751,5.946153846153847,5.153846153846153,5.5518001771588095,33.225384615384606,17.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9210573950553472,1.745717178773873,,,1.745717178773873,,,,,
Gal Gadot,1,14,23,316238489.34782606,130108695.6521739,98677555.32230029,6.3,12.782608695652176,16.245284323763755,69.16352173913045,11.0,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.196237312354422,1.4103863310774998,,,1.4103863310774998,,,,,
Will.i.am,2,18,32,69039919.03125,21540625.0,44111271.655999385,6.646875,13.3125,27.592387423889218,11.0055625,12.0,Documentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73416013510235,1.5483424956686591,,,1.5483424956686591,,,,,
Rami Malek,2,17,28,205341346.82142857,55979285.71428572,71062086.63297647,6.696428571428571,7.357142857142858,9.185447674424577,41.21303571428571,16.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1341100212839728,1.7862827585821146,,,1.7862827585821146,,,,,
Olivia Munn,1,19,37,68677579.78378378,25067567.56756757,46591404.23015093,6.0243243243243265,14.810810810810812,18.273948134534773,22.77843243243243,16.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7848217236311428,1.3407111071876294,,,1.3407111071876294,,,,,
Andrew Garfield,2,18,34,138982068.38235295,29015705.88235294,58594637.06865682,7.061764705882354,5.794117647058822,18.056739676665472,53.80914705882354,15.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2681750491520003,3.328621149782241,,,3.328621149782241,,,,,
Mindy Kaling,1,16,23,146907342.82608697,41086956.52173913,54237731.96768195,6.434782608695652,8.521739130434783,5.762469015043672,37.254,11.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.774856153632063,1.2895637937019524,,,1.2895637937019524,,,,,
Josh Duhamel,2,19,44,87401377.06818181,24341477.272727273,54784530.39967688,5.679545454545455,4.295454545454546,15.00693710112176,27.51420454545455,16.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8312301426072943,6.0788913038912495,,,6.0788913038912495,,,,,
Keke Palmer,1,19,32,62483974.28125,17968750.0,41963372.70093408,6.240625,3.78125,5.060474131689638,24.18325,16.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8227422997598255,5.85897957037039,,,5.85897957037039,,,,,
Jonathan David Good,2,11,98,1570408.163265306,0.0,0.0,6.958163265306124,8.765306122448981,8.749111932085826,5.508163265306123,5.0,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7174265582210261,1.5354607284814938,,,1.5354607284814938,,,,,
Nolan North,2,17,55,31592136.745454542,12501108.727272728,34412756.93242267,6.2200000000000015,12.6,14.593398258365754,18.89009090909091,16.0,Animation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7582479116360461,2.5532057314754204,,,2.5532057314754204,,,,,
Sophie Turner,1,9,17,46929499.52941176,23117647.05882353,60790752.34716425,5.8,3.5294117647058822,3.805841439911015,30.45176470588236,16.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7857983264164798,1.862728163885312,,,1.862728163885312,,,,,
Tiffany Haddish,1,18,65,19999659.230769232,11044876.784615384,27067307.05262299,5.904615384615385,6.1692307692307695,6.896084130240941,34.0439076923077,15.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8534678829298334,1.6302328310861414,,,1.6302328310861414,,,,,
T.J. Miller,2,15,44,146613491.4090909,38136363.63636363,57717805.23653264,6.25,8.136363636363637,12.687844772012214,15.105295454545455,14.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6803297012164558,4.69174429519238,,,4.69174429519238,,,,,
Hayley Atwell,1,18,37,222571249.64864865,52229466.72972973,99569260.12864336,6.783783783783784,6.783783783783784,8.742982159099471,52.192918918918934,17.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0759636798529155,2.7194961451054063,,,2.7194961451054063,,,,,
Ty Simpkins,2,18,23,313594256.6956522,45413043.47826087,84908986.07817782,6.647826086956522,11.956521739130435,16.99738665557422,29.13347826086957,11.0,Thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7982567824448314,1.5442375985929555,,,1.5442375985929555,,,,,
Douglas Tait,2,17,31,41003802.12903226,17638225.80645161,41341317.0379571,5.2,14.419354838709678,26.1518816858902,8.562935483870966,11.0,Horror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6830001415104573,1.3637151446913478,,,1.3637151446913478,,,,,
Javier Botet,2,18,56,54616220.32142858,11137987.5,27613643.06774605,5.882142857142857,9.857142857142858,11.674802799540696,12.480928571428572,13.0,Horror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7126111750556463,1.5568451750033188,,,1.5568451750033188,,,,,
Chloë Grace Moretz,1,18,61,41644671.770491794,16566639.147540985,35236253.85554222,6.098360655737704,4.950819672131146,9.580421000209352,46.721606557377065,16.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9161105030941972,3.642423948030996,,,3.642423948030996,,,,,
Joel McHale,2,19,37,48291363.05405405,14189189.18918919,34210665.19166353,6.218918918918918,9.567567567567568,13.716316069400886,25.230135135135136,14.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8332296768654291,3.577488586450272,,,3.577488586450272,,,,,
David Dastmalchian,2,15,56,82609601.67857143,26020998.69642857,55696820.54138458,6.5321428571428575,6.625,7.1027220637080895,23.31105357142857,16.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7599847699938139,1.6567797574351315,,,1.6567797574351315,,,,,
Kanye West,2,19,50,4591971.48,2316500.0,11032007.534895904,6.820000000000001,12.8,18.21098569545317,20.94794000000001,11.0,Documentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7635185886263616,3.0227339109378253,,,3.0227339109378253,,,,,
Anton Yelchin,2,19,52,54721782.26415094,25253773.58490566,50919005.09730802,6.30943396226415,4.9245283018867925,7.533194608127153,21.89716981132075,16.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6731251388718434,4.811370646346243,,,4.811370646346243,,,,,
Travis Van Winkle,2,17,24,38567564.0,10414583.333333334,30401170.06782889,5.7041666666666675,13.375,30.69312151498009,12.40125,11.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6665651292663055,5.63207820875481,,,5.63207820875481,,,,,
Michael Smiley,2,19,52,34108928.76923077,9364061.384615384,30180832.36636004,6.301923076923076,8.038461538461537,11.788132132428682,9.107115384615383,16.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6635361550912672,2.329542697974534,,,2.329542697974534,,,,,
Lee Pace,2,19,31,201482350.0,50000000.0,79368068.65850173,6.512903225806452,6.064516129032258,6.520120144702302,29.71077419354839,15.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7771383271259403,5.254468192516351,,,5.254468192516351,,,,,
Ed Helms,2,18,51,74104116.07843137,24441176.47058824,42384616.96746429,6.086274509803921,9.137254901960784,14.5292397650638,26.43452941176471,15.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7301544222765759,4.112361449839648,,,4.112361449839648,,,,,
Scott Eastwood,2,17,33,120293468.12121212,42824554.63636363,77366252.01183835,6.078787878787879,7.03030303030303,10.302941176085088,29.040969696969697,17.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7908054766665138,1.658709216610834,,,1.658709216610834,,,,,
Lena Dunham,1,17,35,13379495.6,4198571.085714285,16809517.608254198,5.802857142857143,8.771428571428572,14.634764314146375,13.029571428571426,10.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7048202066879352,3.129769024847818,,,3.129769024847818,,,,,
Paul Scheer,2,19,57,10904686.89473684,5944298.245614035,14393126.266314317,5.982456140350876,11.333333333333336,12.220680391850774,11.70077192982456,17.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6769008481887393,1.3718721400753475,,,1.3718721400753475,,,,,
John Legend,2,18,51,9424451.156862743,3294117.6470588236,13706008.5831097,7.1764705882352935,12.901960784313724,16.052920938730395,8.457117647058823,11.0,Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7478476160533921,1.370139053134855,,,1.370139053134855,,,,,
Rafe Spall,2,19,46,71670249.80434783,20056391.304347824,42311099.82769876,6.723913043478262,6.217391304347826,8.059326337901572,20.99993478260869,16.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7543271155197568,2.2163169674497856,,,2.2163169674497856,,,,,
Booboo Stewart,2,18,54,55498816.03703704,11215462.962962965,40281934.95330087,5.477777777777778,6.574074074074074,8.514914696625523,17.648777777777774,16.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6880986362619564,2.353848966675511,,,2.353848966675511,,,,,
Maisie Williams,1,8,18,5712562.555555556,6636261.5,18558373.746540293,6.127777777777778,1.6666666666666667,2.1343747458109488,40.35788888888889,14.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7363434811883417,2.0152911618184404,,,2.0152911618184404,,,,,
Pauley Perrette,1,18,14,39123430.21428572,17483571.42857143,35904992.809823394,6.192857142857143,8.642857142857142,7.696076392340107,22.17178571428572,14.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8353986939401875,1.5543150748623265,,,1.5543150748623265,,,,,
Tessa Thompson,1,17,38,149322940.84210527,37157894.7368421,84060493.98022503,6.239473684210527,4.684210526315789,6.653472631712093,30.414894736842104,17.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7986667013123421,2.515681693224149,,,2.515681693224149,,,,,
Randall Park,2,18,49,73672301.2244898,23006123.265306126,41988474.20151107,6.073469387755103,11.20408163265306,8.118961408990872,31.009795918367352,15.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7434430857654362,1.3543844295130558,,,1.3543844295130558,,,,,
Jill Morrison,1,19,51,31956157.2745098,10411764.705882354,36350783.61514141,5.801960784313724,13.215686274509803,16.362695167865173,9.95856862745098,14.0,TV Movie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7458231578220271,1.4181476607065215,,,1.4181476607065215,,,,,
Dan Stevens,2,16,33,55802239.87878788,14975757.575757574,38239048.97941791,6.239393939393938,5.5151515151515165,16.900997302689802,55.62139393939393,17.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9008016910979986,3.06936135127761,,,3.06936135127761,,,,,
Emilia Clarke,1,14,18,65817073.38888889,26611111.11111111,64728611.98787245,5.927777777777778,0.9444444444444444,1.1772011166898384,68.49349999999998,16.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8940233336430063,2.0791649175819247,,,2.0791649175819247,,,,,
Constance Wu,1,16,26,24968045.923076924,7501153.846153846,17242669.41829597,5.853846153846153,5.807692307692308,5.857403144537102,27.849923076923083,16.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8549001317375349,1.7036327633633908,,,1.7036327633633908,,,,,
Bobby Moynihan,2,13,52,73253112.07692307,18355769.230769232,40996169.67784232,6.276923076923077,11.923076923076923,10.966463131268323,23.87700000000001,14.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7007821609452256,1.375138605614763,,,1.375138605614763,,,,,
Damion Poitier,2,15,18,197713231.0,45406944.44444445,78995203.70705512,5.527777777777778,27.0,36.80730603803785,13.080222222222224,8.0,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6375110490177681,0.910052035083765,,,0.910052035083765,,,,,
Selena Gomez,1,19,40,66598234.625,23105000.0,37540111.54751674,6.215,10.7,18.91057904983345,29.217600000000004,15.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7411719475164336,3.813499393061048,,,3.813499393061048,,,,,
Justin Bieber,2,12,33,24905916.72727273,9696971.969696969,39209989.54442129,4.9303030303030315,13.212121212121213,25.07897534971013,11.708696969696968,9.0,Documentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69345781115626,1.6840429403044073,,,1.6840429403044073,,,,,
Léa Seydoux,1,18,49,70650731.08163266,22495918.36734694,58548556.36758288,6.5469387755102035,4.959183673469388,8.376252105423463,25.6629387755102,13.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68459172140831,2.6395490155380186,,,2.6395490155380186,,,,,
Christopher Mintz-Plasse,2,16,34,103266406.64705884,32588235.29411765,45156829.75316582,6.529411764705883,8.294117647058824,11.64052104090733,16.88708823529412,13.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6947418992362109,2.8673376726740236,,,2.8673376726740236,,,,,
David Harbour,2,19,36,101206105.05555557,40777777.777777776,56523402.77910023,6.18611111111111,5.0,4.760952285695233,25.37122222222223,15.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6999366955349693,2.1147514285608775,,,2.1147514285608775,,,,,
Harry Shum Jr.,2,19,26,28475963.57692308,7292307.692307693,10627139.533974146,6.150000000000001,10.538461538461537,21.519634628780604,19.051384615384613,16.0,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7385022535153205,2.6109430909316504,,,2.6109430909316504,,,,,
Florence Pugh,1,8,23,101218416.86956522,22432726.391304348,46836292.94340208,6.830434782608696,5.086956521739131,9.559484447979036,107.3967391304348,16.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5248998079433909,1.8264199901271696,,,1.8264199901271696,,,,,
Dan Levy,2,16,18,11038142.368421054,11084210.52631579,35139380.56485905,5.842105263157894,11.0,10.632621105773843,12.319421052631574,11.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6474514671492821,2.192738534304791,,,2.192738534304791,,,,,
Jake Johnson,2,17,38,131878571.23684213,23456578.94736842,37928131.78106275,6.276315789473684,7.684210526315789,7.897718735105508,25.74223684210527,17.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7457858545468576,2.524940446426403,,,2.524940446426403,,,,,
Andrew Rogers,2,15,18,11764630.444444446,5555600.0,15976433.26236074,5.005555555555556,15.833333333333336,33.77581317386091,11.225944444444444,10.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6479551844113931,1.6153768900949723,,,1.6153768900949723,,,,,
Steve Agee,2,18,43,28238611.02325581,12104837.209302325,44091760.93944243,6.069767441860465,9.69767441860465,11.029632146601518,13.064604651162789,15.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6376232018978912,1.500160943118187,,,1.500160943118187,,,,,
Dan Fogler,2,17,36,92446223.52777778,35475713.527777776,59841473.63062296,5.955555555555558,6.777777777777778,8.17554317295429,13.810611111111117,16.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6253380384518377,5.839565350478739,,,5.839565350478739,,,,,
Roger Craig Smith,2,16,38,53884569.45,18165500.0,47781415.00363923,6.2075000000000005,10.6,12.784365451597507,10.851000000000004,12.0,Animation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6530931960175909,1.385326319998083,,,1.385326319998083,,,,,
Toby Kebbell,2,16,37,108509058.10810807,50932432.43243244,65940612.32308001,6.3891891891891905,4.513513513513512,4.024396020634459,22.98383783783784,15.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6958816771658262,3.5601838128596395,,,3.5601838128596395,,,,,
Tim McGraw,2,19,22,44048973.54545455,20590909.09090909,43000696.707790345,6.736363636363635,10.545454545454543,20.61933618702087,18.709636363636363,13.0,Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6673775993779494,4.369272668261421,,,4.369272668261421,,,,,
Marin Ireland,1,19,45,23668209.28888889,12555222.222222222,34113841.60189976,6.155555555555557,7.288888888888889,15.615693277700156,21.132133333333336,11.0,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6505863703272698,2.59879942890523,,,2.59879942890523,,,,,
Shane Dawson,2,15,14,128406556.42857143,12414285.714285716,30159145.903567176,5.1571428571428575,16.785714285714285,29.657999574743915,7.8762857142857134,7.0,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6297661569932739,1.8052140065255096,,,1.8052140065255096,,,,,
