name,popularity,career_length,number_of_movies,avg_revenue_0,avg_budget_0,std_budget_0,avg_imdb_rating_0,avg_order_0,std_order_0,avg_popularity_0,Popularity (%)
Ariana Grande,32.753,10,18,17466958.722222224,13612500.0,30722411.121832363,7.0777777777777775,7.222222222222222,10.824640386921535,31.166611111111113,49.94064429164502
Kriti Sanon,14.612,9,20,6648094.05,5164535.0,14475367.872985993,5.574999999999999,2.55,3.3087006513131403,21.042250000000003,49.93786536628413
Willa Fitzgerald,35.933,15,10,0.0,4108564.5,11967473.887832062,5.619999999999999,3.2,2.785677655436824,31.6627,49.936690645332774
Anna Khaja,16.11,13,14,16478725.142857144,6857142.857142857,18062815.564646862,5.65,7.928571428571429,7.841868269690818,10.25685714285714,49.935664064383175
Cameron Boyce,16.52,13,12,65321313.25,25841666.666666668,32960214.864118967,6.133333333333334,6.666666666666667,6.61227814162579,14.834916666666668,49.92824065318108
Vanessa Vander Pluym,17.095,17,7,30837658.0,11157142.857142856,23333719.141611177,4.442857142857143,20.571428571428573,16.834124720401736,13.098571428571429,49.92664848364743
Zayn Malik,15.936,7,13,28170671.230769232,6153846.153846154,18621105.287554163,6.2153846153846155,9.384615384615383,17.955236911396597,12.365,49.92029016420143
Jill Remez,19.539,18,11,33254766.636363637,13272727.272727272,34208161.995457135,6.345454545454545,11.545454545454543,11.842632050532412,9.892454545454546,49.91860432462692
Alyssa Diaz,20.423,14,10,5493324.1,13300070.0,22000184.954770267,5.67,7.0,3.898717737923586,20.7061,49.91765202991859
Madelyn Cline,35.913,13,9,2356461.0,5723111.111111111,12505394.644307574,5.7444444444444445,5.333333333333333,6.0,39.09844444444444,49.9171587796681
Margarita Levieva,19.429,13,19,8260975.52631579,5042105.263157895,11033457.05185983,6.026315789473683,4.947368421052632,4.40661803977568,10.34057894736842,49.91610898513139
Sinead Matthews,15.071,17,21,14542516.523809524,6350704.761904762,13576483.534843702,6.699999999999999,8.619047619047619,6.700932347895011,10.408619047619046,49.91335453881146
Kelly Greyson,30.841,12,10,2118281.3,11242656.8,10653796.173349489,5.1899999999999995,5.4,4.94368283772331,23.392000000000003,49.908346777978615
Elizabeth Thai,18.469,15,13,93109856.6923077,37769230.76923077,68087222.16749048,5.6923076923076925,16.153846153846153,13.306135969464233,14.297230769230763,49.90551203071173
Dev Patel,30.513,15,16,76556231.375,17443750.0,36293990.011260815,6.63125,0.8125,1.184205957593526,26.9925,49.9037281630578
Mia Cottet,14.545,16,8,49009752.625,17500000.0,25372228.91273055,5.8125,7.0,5.244044240850758,9.78375,49.90309843211784
Shannon Lucio,19.89,16,14,5033587.857142857,1428571.4285714286,3579989.73889762,5.535714285714286,5.428571428571429,7.916657715712807,11.301571428571426,49.897879989166974
Tiera Skovbye,26.064,11,20,2115266.65,710000.0,1407444.492688788,5.35,3.25,2.843853020111975,32.0981,49.89502259495599
Taylor Russell,34.636,10,16,16298172.25,3313043.75,5675495.206694385,6.13125,4.5,5.0373604199024715,34.160875000000004,49.889127205247135
Athena Karkanis,26.966,11,17,12228928.588235294,2370588.2352941176,3910433.209923596,5.711764705882353,7.882352941176471,6.461490931039299,27.65364705882353,49.88791781697635
Vanessa Bayer,16.057,11,15,95272493.8,16400000.0,29542737.40419688,6.459999999999999,4.933333333333334,4.739432689913659,11.014666666666669,49.873374462190654
Gina Ravera,16.031,17,12,10091582.166666666,8608333.333333334,13573040.57886646,5.841666666666666,7.666666666666667,5.467073155618908,16.028416666666665,49.872615124197495
Timothy Simons,31.258,9,21,49239341.571428575,21648260.23809524,38013655.229619555,6.166666666666667,8.619047619047619,5.67766040411005,25.016952380952382,49.87168707625005
Nana Komatsu,18.348,8,23,2289190.0,2000000.0,9380831.51964686,6.234782608695652,2.9565217391304346,7.821254546702211,16.32965217391304,49.868615265750975
Denyce Lawton,16.408,19,20,0.0,410000.15,1074197.3175354833,5.1000000000000005,1.8,1.9131126469708992,10.4258,49.86756694885237
Kendall Ryan Sanders,16.191,13,8,13899221.375,10875000.0,16892583.431790415,5.475,13.5,15.074813431681337,10.356875,49.86352824801992
Kathleen Munroe,30.372,18,14,128019.78571428572,642857.1428571428,1585971.6650838945,5.485714285714286,3.642857142857143,3.617559217743029,18.881,49.860135291781724
Finn Cole,24.391,11,7,103851466.14285716,28857142.85714286,69872186.51924092,5.685714285714285,4.428571428571429,4.894811914003375,22.26728571428572,49.85736822929691
Wilson Bethel,14.884,15,10,1471097.5,2800000.0,6209669.87850401,5.24,5.7,10.266937225872184,11.0019,49.85699495736331
Niko Nicotera,15.173,16,8,25286602.5,11437500.0,14368884.568747846,5.9375,15.0,15.321553446044565,13.8985,49.85669187023356
Kelly Overton,23.17,11,15,10827902.533333331,6266666.666666667,14045007.02108127,5.120000000000001,3.8666666666666663,3.6490485822410688,14.342266666666662,49.855987929651306
Elise Schaap,27.183,14,21,222796.90476190476,780952.380952381,2139786.159235599,6.371428571428572,3.8095238095238098,6.083694425961969,15.083047619047615,49.854019026039666
Donovan Patton,17.669,10,5,148711921.4,40000000.0,80000000.0,6.8,14.4,22.49977777668037,7.378399999999999,49.85207080327879
Harry Peacock,15.967,18,7,38230385.85714286,16445523.285714284,39024789.56824526,5.942857142857143,9.714285714285714,8.327480938165527,10.396428571428572,49.85107033463104
Matt Shively,17.956,14,15,19012110.933333337,7441000.0,26103912.87399905,5.24,5.4,5.607138307550476,9.836133333333333,49.850465509748
Elise Gatien,15.536,16,17,5511561.05882353,2235294.1764705884,5610173.631887952,5.688235294117647,5.352941176470588,4.764342760309786,9.941470588235294,49.84731833557441
Elizabeth Lail,62.572,9,7,44067478.28571428,3785928.5714285714,6988942.452334317,6.271428571428572,7.571428571428571,14.965265907208911,50.60399999999999,49.84624381771741
Michael Bunin,15.144,13,3,47574872.333333336,40000000.0,28284271.2474619,5.633333333333334,22.333333333333332,25.223445883190152,13.457,49.84264384887803
Ariana Greenblatt,75.927,6,12,324927603.1666667,64583333.333333336,82931154.51317972,6.316666666666667,11.5,13.50617142889378,65.30025,49.84141760892317
Bianca Kajlich,16.139,15,10,22214039.0,8500000.0,11271645.842555558,5.27,8.0,7.085195833567341,10.643800000000002,49.84113273526933
Ernie Grunwald,21.393,18,11,43535173.54545455,22320909.09090909,42367255.89297502,5.3999999999999995,17.818181818181817,8.494042637671328,17.701090909090908,49.83784372848075
Charlotte Vega,21.813,10,15,6364028.2,2986666.6666666665,8267677.357570799,5.36,5.266666666666667,8.394177876494055,23.0316,49.83472621140611
Jun Shison,18.171,10,28,0.0,836526.5714285715,4346719.570787044,6.44642857142857,5.892857142857143,8.79666854843471,14.489035714285713,49.833214062641794
Roxanne McKee,20.171,13,10,6139524.3,7430000.0,20877358.549395084,5.069999999999999,1.9,1.7578395831246945,23.5964,49.83044463703322
Abby Elliott,15.159,12,11,58696223.45454545,14909090.909090908,35676461.67090245,5.545454545454546,10.545454545454543,8.359682860052835,18.260272727272728,49.830201146617526
Zach Roerig,27.383,16,11,7864989.090909091,5682727.2727272725,8728338.476593554,5.700000000000001,10.363636363636363,11.514992024413829,23.25809090909091,49.828234940371075
Paul Greene,22.302,13,19,778349.5789473684,578947.3684210526,1872678.618384968,5.847368421052632,4.052631578947368,8.204451193747314,10.452578947368425,49.82703045128576
Jonathan Holmes,15.348,14,14,14723698.357142856,12500071.42857143,36060935.53271875,5.7,12.5,9.100627921821031,6.368999999999999,49.82474426264053
Emilia Jones,14.26,12,16,69652183.0,28137187.375,90778458.27192643,6.41875,8.3125,10.634370867616006,16.92925,49.82296256885897
Jessica Barth,14.836,11,9,119109357.22222222,29777777.777777776,34064571.9440065,5.844444444444444,9.22222222222222,12.20908384749084,22.730333333333338,49.819795375005015
Miguel Ángel Silvestre,14.806,14,18,17042368.166666668,6444444.444444444,25384208.17538648,5.55,4.444444444444445,5.356431463641755,16.613055555555555,49.81837167449969
Ana Ayora,19.622,13,10,153380620.3,28800000.0,46082100.64656341,5.85,10.9,12.879829191413991,15.4142,49.81809814218419
Kirby Howell-Baptiste,15.471,8,13,33767529.07692308,17615384.615384616,52986991.816625595,6.338461538461538,4.6923076923076925,2.5835162498071793,22.08876923076923,49.80911748051829
Lauren McKnight,15.557,15,13,1880710.3076923075,3269230.769230769,7667652.796539763,5.653846153846154,9.615384615384617,11.378376668984982,4.639846153846154,49.80723452408736
Natasha Liu Bordizzo,34.826,7,11,43310224.54545455,9454545.454545457,24257571.02568424,6.409090909090909,4.454545454545454,4.228983036222911,37.34127272727273,49.8021082005323
Caitríona Balfe,18.316,11,14,79793459.5,22185714.285714287,31746627.653137255,6.714285714285714,5.428571428571429,4.938396004983887,16.82164285714286,49.79862949540415
Ricardo Chavira,15.364,17,14,7788466.142857143,9535715.0,27720843.050650205,5.6642857142857155,5.571428571428571,5.164636423578634,10.423071428571427,49.7955860513247
Matthew Morrison,15.092,18,20,15889746.8,7095000.0,13351085.161888529,6.414999999999999,7.15,6.035519861619213,15.041000000000002,49.79312919016441
William Chan Wai-Ting,15.659,14,22,365595.5,3000000.0,13531108.937958822,5.1409090909090915,3.363636363636364,4.724649621885922,12.898181818181818,49.79135903803083
Philip Ettinger,21.683,13,23,419185.2608695653,598695.6521739131,2127244.1947021834,6.056521739130435,6.956521739130435,8.02430146421842,12.25726086956522,49.787259406915744
Hana Sugisaki,20.031,11,24,3375001.8333333335,0.0,0.0,6.145833333333333,3.875,5.725036389986239,15.617,49.78485750683551
Haley Lu Richardson,22.842,11,18,22769871.5,2955555.5555555555,5974503.440288966,6.311111111111111,2.0555555555555554,2.5489043882121027,35.474555555555554,49.7819418755603
Jason Earles,17.974,14,10,50305759.7,15000000.0,30094019.33939699,5.3100000000000005,9.9,8.275868534480233,18.152,49.777182751627734
Sosie Bacon,25.759,17,12,18019440.666666668,1433333.3333333333,4693849.403445131,5.7,5.25,4.14578098794425,25.86041666666667,49.77627456963027
Mackenyu,42.86,9,26,12977451.5,8125000.0,30625000.0,6.184615384615385,3.730769230769231,3.6114954531722767,37.7176923076923,49.776029785527584
Freema Agyeman,15.763,15,12,13041443.5,16006151.333333334,52464224.43495427,6.750000000000001,5.0,6.557438524302,19.171166666666664,49.775428364474614
Christina Moore,14.812,18,17,4096322.294117647,1235294.8235294118,4465941.662657947,5.723529411764707,4.0,2.2228757209048453,23.10858823529412,49.77412735747854
Danielle Savre,34.288,14,16,1206151.125,1078131.3125,2576512.007277394,5.69375,2.25,3.092329219213245,18.7261875,49.773005619195274
Jacky Cai,19.87,7,19,30547017.52631579,3947368.421052631,15608613.290880963,5.5473684210526315,7.0,3.228165521093822,18.978526315789473,49.772608078087124
Lindsey Morgan,24.847,9,11,90198.27272727272,9090909.090909092,20205555.24626624,5.70909090909091,2.909090909090909,3.3426866019727703,27.83427272727273,49.7713609918246
April Bowlby,48.087,14,11,375683.5454545454,0.0,0.0,5.118181818181818,3.4545454545454546,3.1439302665073785,33.162090909090914,49.768779357610775
Win Morisaki,15.851,14,14,43376723.85714286,12500000.0,45069390.94329987,6.307142857142857,6.785714285714286,6.349112102475111,6.350285714285714,49.7602253998555
Josephine Langford,48.014,6,11,16591045.909090908,7454545.454545454,6827266.674734032,5.418181818181819,3.090909090909091,4.122103290456231,31.14154545454545,49.75807851026853
Katja Herbers,19.328,19,21,44493.47619047619,23809.52380952381,106479.42749999,6.29047619047619,3.761904761904762,3.9869401312256154,12.811809523809524,49.75534951920987
Sonoya Mizuno,16.201,11,15,136397559.53333333,18766666.666666668,39987025.67361347,6.3933333333333335,11.8,25.369798317421974,12.925933333333337,49.7550727299427
Parisa Fitz-Henley,14.688,14,11,25740465.0,15636363.636363637,42730173.982737795,5.8999999999999995,10.272727272727272,7.312391837160075,8.560272727272729,49.75428230472688
Sarah Wayne Callies,21.283,11,15,12199727.2,7250000.0,12705523.733138014,6.026666666666666,2.3333333333333335,2.086996778999804,25.24893333333333,49.75427745966846
Madison McKinley,17.658,8,12,100984544.25,23333333.333333332,38801489.08940939,5.558333333333334,9.416666666666666,12.037845414451136,19.83416666666667,49.75419835374758
Amy Manson,19.82,15,13,4339939.615384615,2901923.076923077,6453475.968112527,5.5,4.153846153846154,5.40435940623086,18.207461538461537,49.75140241311767
Nicola Posener,17.093,10,27,0.0,64814.81481481482,330492.0055106434,4.825925925925926,3.5185185185185186,3.842938404787461,10.405555555555551,49.74974062816469
Michael Socha,19.877,17,27,677312.8518518518,88148.14814814815,449469.1274944752,6.096296296296295,4.333333333333333,3.761402417735724,10.035407407407408,49.74733043386103
Hudson Leick,25.651,16,10,1126396.6,3600000.0,10143470.806385752,4.5600000000000005,4.9,2.981610303175115,23.8593,49.74478636606531
Missy Peregrym,17.652,13,9,9122486.555555556,11111111.111111112,31426968.052735448,5.866666666666666,9.22222222222222,16.658516525774623,17.224333333333334,49.73986200405871
Kelen Coleman,20.44,11,15,0.0,3133333.3333333335,9927447.92090204,5.246666666666666,5.8,5.659210781254456,17.946133333333332,49.73884142451462
Josh Brener,21.54,14,24,5643664.208333333,5958333.333333333,13365001.45487792,5.816666666666666,4.208333333333333,4.010186681717227,17.325916666666668,49.73836420533575
Janet Montgomery,25.259,11,16,23140440.4375,3187500.0,7666638.360454991,5.5562499999999995,4.0,3.3166247903554,14.991375,49.737515785003076
Ami Tomite,17.361,8,24,0.0,52083.333333333336,249782.89183920415,5.808333333333333,7.791666666666667,7.33132074655644,18.811416666666663,49.73624536675025
Miriam Leone,28.48,12,18,339882.05555555556,611111.1111111111,2519675.660099681,5.827777777777778,2.5555555555555554,2.7125679146074893,27.827388888888887,49.73245615612569
Graham Shiels,16.889,11,5,199467560.6,49140000.0,65957246.75879065,5.46,24.2,21.008569680013913,3.9952,49.7272742163061
Alexandra Rapaport,18.4,19,18,1017210.7222222222,218055.55555555556,869219.2200297551,5.855555555555555,3.7777777777777777,3.24132269906996,11.603833333333334,49.72694077420461
Sophie Lowe,16.348,15,20,384251.75,2315000.0,5938457.291249976,5.925000000000001,2.2,1.9646882704388504,14.366400000000002,49.726064353230434
Emma Dumont,28.503,14,10,100244774.6,16000000.0,30724582.99147443,5.89,15.0,17.58408371226661,21.4613,49.723517993356225
Annet Mahendru,22.262,14,9,43904792.0,15111111.111111112,41345279.038427494,6.333333333333333,7.333333333333333,10.274023338281628,14.32944444444444,49.711455738749294
Hannah Waddingham,22.761,17,12,46373858.25,11583333.333333334,18665736.58397177,6.441666666666666,11.083333333333334,9.250750720286916,31.384833333333333,49.7103959313332
Raini Rodriguez,26.279,13,8,38216202.375,9812500.0,13420920.003859648,5.45,4.0,2.29128784747792,17.421874999999996,49.70924276547629
Hunter Parrish,20.615,19,17,32937216.17647059,11707058.823529411,22261892.46347586,6.464705882352941,6.764705882352941,4.452750792417779,18.23,49.70890147864189
Lucy Fry,20.369,8,10,2665591.6,15370000.0,26811417.344109207,5.43,2.7,2.2825424421026654,17.8572,49.70749711198666
Luke Macfarlane,29.416,19,21,1516667.4761904762,1571436.7142857143,5132261.729804429,6.366666666666667,2.0952380952380953,4.010756512237251,19.904904761904763,49.705412478384325
Nicki Minaj,27.046,11,18,70936004.05555555,12222222.222222222,26416652.062152755,6.816666666666666,10.666666666666666,12.315302134607444,14.897333333333336,49.7042607674181
Wrenn Schmidt,28.458,12,8,33337169.5,17000000.0,25014995.50269798,6.137499999999999,7.375,7.999023377888078,21.362125,49.70236866631839
Gaia Weiss,18.666,9,12,9350671.166666666,9020441.916666666,20040379.969552156,5.225,4.833333333333333,6.361778227997438,16.18466666666667,49.70089482505585
Willa Holland,31.917,15,9,8693677.666666666,5833333.333333333,10525102.269231295,5.955555555555555,3.0,2.5385910352879693,33.33733333333333,49.70007758378303
Sophie Cookson,21.357,7,9,110755318.66666669,33333333.333333332,47844656.035038136,6.388888888888889,4.222222222222222,3.614101326064576,21.03655555555555,49.695864664935925
Kayla Ewell,16.772,15,15,2003249.3333333333,2000000.0,5416025.60309064,4.84,3.066666666666667,4.682829154356252,10.860999999999995,49.685830282109066
Maggie Siff,29.921,12,11,29563277.90909091,16818181.818181816,23563524.12992351,6.027272727272728,13.727272727272728,16.48741067432366,27.778181818181817,49.683119145231764
Mahima Nambiar,17.223,13,21,128571.42857142857,408904.7619047619,1183617.614602103,5.995238095238094,3.9047619047619047,5.40638742075618,12.311380952380953,49.67788295404878
Rebecca Marshall,17.808,11,11,32253414.0,12136363.636363637,21271076.081993368,5.527272727272727,10.363636363636363,11.347989227353551,8.439363636363638,49.674080034923
Daisy Haggard,16.312,19,16,120102939.9375,25687500.0,68265766.2650175,6.9125,15.125,20.895199807611316,18.626,49.67394081872984
Elizabeth Tulloch,23.364,16,13,20257604.230769232,7693461.538461538,11026327.47714016,6.261538461538461,7.230769230769231,5.779989967436677,14.663153846153849,49.67338373297845
Danika Yarosh,27.705,15,7,39196670.85714286,21428571.42857143,34817307.44843983,5.3,19.0,34.5873635058487,24.208428571428573,49.67125804887836
Bar Paly,23.684,12,9,41249003.55555555,12444444.444444444,16452700.63013034,5.588888888888889,10.333333333333334,5.676462121975467,26.09422222222222,49.669783607898786
Alba Baptista,29.152,9,15,691353.6666666666,0.0,0.0,5.613333333333333,5.933333333333334,12.008145383678343,22.723800000000004,49.66962919535466
Candice King,21.148,15,11,31910513.363636363,2590909.090909091,4546817.977334068,5.427272727272728,6.909090909090909,5.648081660730569,15.574545454545454,49.66900115257716
Katie Leclerc,14.164,14,18,0.0,11111.111111111111,45812.28472908511,5.477777777777778,3.611111111111111,5.589065603568065,16.501055555555556,49.668349915405486
Courtney Henggeler,15.956,16,9,19854984.777777776,6111111.111111111,11789302.537512034,5.2444444444444445,5.666666666666667,3.197221015541813,17.65277777777778,49.66499688751557
Fernanda Urrejola,15.071,18,14,1177253.142857143,2357142.8571428573,8498799.435022261,5.7,3.7857142857142856,2.90759034814966,14.41357142857143,49.663328802184516
Thea Sofie Loch Næss,16.693,17,14,675217.2857142857,698742.4285714285,1488507.6219678037,5.707142857142858,8.642857142857142,7.127483455481553,20.794500000000003,49.65990643049705
Charlyne Yi,22.671,15,30,27920106.133333333,13133333.333333334,24007961.64238485,6.086666666666668,13.366666666666667,10.931554733380285,14.73863333333333,49.6597084974773
Katherine Parkinson,16.304,17,15,5352785.0,5133333.333333333,13744655.526987772,6.413333333333332,7.0,7.554248252914824,14.659599999999996,49.65764203594438
Jacob Pitts,15.106,16,13,18876918.769230768,16376923.076923076,28312002.180270147,6.46923076923077,8.307692307692308,8.641444104605304,10.603076923076925,49.654723255687514
Shannon Sturges,18.124,18,14,0.0,85714.28571428571,309047.2521826277,4.8428571428571425,4.214285714285714,5.002550369969465,3.3826428571428573,49.65372538142799
Betty Gabriel,24.653,12,13,31732284.384615384,3115961.5384615385,5684190.249013685,5.892307692307693,7.384615384615385,8.633908657046636,20.268153846153844,49.65159586874499
Steven Strait,26.204,14,11,37625513.18181818,18318181.818181816,29700224.002271835,5.7,2.5454545454545454,3.726163914894399,13.233909090909092,49.65079590189942
Jennifer Finnigan,17.259,18,15,186666.66666666663,326666.6666666667,877471.1138012211,5.459999999999999,2.533333333333333,4.224794538067963,13.492000000000004,49.64630344112231
Emma Lahana,17.115,19,14,0.0,678857.1428571428,1384148.9833696608,5.3428571428571425,4.928571428571429,3.369278975734501,10.07092857142857,49.6422668202499
Kylie Rogers,23.801,11,14,12323448.57142857,6374285.714285715,12573146.960478744,5.914285714285714,6.357142857142857,4.52938253213934,18.57542857142857,49.64124326588723
Anna Maxwell Martin,20.093,17,22,7219636.772727272,2686363.636363636,5384514.450511633,6.827272727272727,5.181818181818182,5.653931565624077,12.786181818181817,49.64093407710864
Lily Gao,15.007,11,17,3067886.3529411764,3235294.117647059,8901615.264953857,5.705882352941177,8.588235294117647,6.8518681310875476,15.804529411764706,49.64045794786585
Jannik Schümann,14.244,14,28,2401160.035714286,3072500.0,11466836.848993212,5.957142857142858,5.178571428571429,3.8270985973017977,13.77775,49.63639309554379
Summer Glau,26.31,11,13,3770191.230769231,4292307.692307692,10377598.769128518,6.06153846153846,4.3076923076923075,7.404620339143926,23.575076923076924,49.6271011573231
Julia Maxwell,19.899,11,13,8692985.538461538,6307692.307692308,14461538.46153846,5.438461538461539,9.461538461538462,6.72098189501624,10.72423076923077,49.625550666701365
Jaime Murray,16.156,14,11,909.0909090909092,1019090.9090909092,2310078.5289503373,4.872727272727272,7.909090909090909,8.99954085146515,25.97045454545454,49.623398110253135
Rachel Keller,31.353,11,11,9905607.0,4600000.0,14357766.349451942,6.354545454545454,2.4545454545454546,2.807899129360091,39.517545454545456,49.6214974931608
Percy Hynes White,19.816,15,17,21568158.352941178,8217647.05882353,29844976.625184104,5.835294117647059,5.764705882352941,5.000346008789037,22.503235294117648,49.62124717069228
Steve Howey,16.974,17,17,13245545.529411765,7021470.588235294,11481482.24760532,5.658823529411766,5.117647058823529,4.933467375591001,18.87982352941177,49.61596864629877
Anna Castillo,31.235,13,18,278962.5,784668.3333333334,1892394.285808589,6.327777777777778,1.7222222222222223,2.0764701767811955,34.53072222222223,49.61427986291168
Angela Lanza,20.086,16,6,50749741.166666664,23833333.333333332,12482209.562235188,5.45,16.333333333333332,4.307615994440028,15.602000000000002,49.61397506433593
Ryan Malgarini,15.81,17,10,17421293.5,5900000.0,10261091.559868278,5.789999999999999,6.2,8.1706792863262,11.9806,49.60912988663852
Jamie Blackley,22.638,9,15,34657261.6,16333333.333333334,42070839.72962216,6.06,5.8,7.413501197140255,13.472333333333331,49.60869436219821
Michael Trucco,20.146,18,14,9600479.714285716,8421428.57142857,19932248.76466091,5.664285714285714,5.071428571428571,4.5585756816025285,17.29371428571428,49.60831574203248
Alisha Boe,29.014,15,10,15157310.4,1100000.0,2211334.438749598,5.31,5.8,3.8418745424597094,28.466699999999996,49.60654450041349
Stephanie Romanov,17.751,16,8,8719965.25,13125000.0,25968430.35302673,6.0375,5.375,3.6721077053920954,12.176875,49.603703592277306
Junko Minagawa,18.883,18,18,35545.11111111111,3611111.111111111,14888992.53695266,6.766666666666667,7.277777777777778,7.686969895403489,9.605666666666666,49.603569308310085
Adelaide Kane,29.697,11,15,5978558.933333334,2220000.0,5119661.447140166,5.446666666666666,2.1333333333333333,2.1868292622475636,20.27,49.59966122934058
Demi Lovato,20.276,13,17,15450476.176470589,8241176.470588235,17897454.923356112,6.252941176470589,11.705882352941176,28.85820243450491,18.355176470588233,49.59885098105738
Alphonso McAuley,16.087,18,13,15346482.153846154,6769230.769230769,12631790.458106672,5.7846153846153845,6.769230769230769,5.686067265408101,6.770538461538461,49.5923583707754
Susan Floyd,14.139,11,8,22629599.75,27887500.0,35206726.541244924,6.0875,6.875,6.173279112432873,16.47125,49.59222743619297
Tanaya Beatty,18.273,12,12,63074537.416666664,18841667.916666668,31862868.412172277,6.208333333333333,11.25,10.917302780449024,21.40733333333333,49.59058348440865
Christina Masterson,14.341,17,10,15474991.8,4300000.0,12900000.0,5.500000000000001,3.5,3.138470965295043,11.0124,49.58735413691136
Sarah Goldberg,14.287,14,13,84346831.46153846,19230769.230769232,66617338.752649136,6.446153846153846,9.615384615384617,14.43040839306125,20.249,49.584920228411015
Bianca Bree,19.309,15,11,0.0,3584545.4545454546,3573084.645554527,4.909090909090909,4.909090909090909,5.0173253551078645,17.541363636363634,49.57785961033179
Sarah Ramos,15.386,11,13,13517619.692307692,8923076.923076924,22348503.782172423,6.046153846153847,9.923076923076923,16.112401045642493,12.337230769230768,49.576420712263854
Ma Chunrui,15.627,6,2,0.0,40000000.0,40000000.0,5.6,1.5,0.5,18.2515,49.57442085319336
Cassie Ventura,15.053,19,5,30163340.0,4600000.0,9200000.0,4.88,5.2,4.308131845707604,15.6178,49.57146340573249
Kate Nauta,16.367,11,11,21551314.545454547,8000000.0,11249242.398733106,5.163636363636363,4.545454545454546,3.473631486280509,19.07809090909091,49.57108583858529
Ryan O'Nan,16.253,11,25,8755350.48,5754800.0,13205162.360228669,5.528,5.64,4.938663786896209,12.37216,49.56769949921862
Melissa Sagemiller,15.105,13,10,17790729.6,8720000.0,8641504.49863911,5.6,3.3,2.72213151776324,27.8402,49.56564890008869
Gerald Downey,14.227,13,11,99741375.27272728,43181818.18181818,56779987.16228069,5.881818181818182,21.454545454545453,13.740210639933876,8.984,49.56482311671534
Chloe Bennet,21.029,12,12,15858731.0,6406250.0,20688231.671351228,6.1499999999999995,2.6666666666666665,2.3570226039551585,17.60666666666667,49.561366831221775
Emma Catherine Rigby,16.786,10,15,10824766.066666666,5533333.333333333,11152677.805003705,5.7,5.666666666666667,5.792715732327588,12.945799999999998,49.558607737955285
Deanna Russo,17.364,16,10,23006.9,530500.0,1061872.04973104,4.87,5.6,8.357032966310472,12.6099,49.55779479465731
Tom Bateman,17.09,11,11,57033343.81818182,27545454.545454547,31864382.04288931,6.672727272727273,5.181818181818182,9.84256232176618,23.692545454545453,49.55628696596237
Joanne Kelly,15.608,16,21,85091.04761904762,200220.61904761905,690303.3095455717,5.885714285714286,2.0,1.8257418583505536,11.57352380952381,49.54577581976887
Anders Holm,25.682,9,17,47623338.705882356,12270588.23529412,15353511.370975863,6.070588235294117,9.235294117647058,10.315775536211264,24.87870588235294,49.53934052332281
Hayley McFarland,17.38,17,6,53407568.833333336,2500000.0,4752192.476461085,5.366666666666666,8.833333333333334,9.299044156375547,17.093,49.53622159446915
Melanie Zanetti,20.923,10,16,375019.25,3812500.0,8442591.056660272,6.11875,3.0,5.135659646043535,23.144,49.531902919295845
Benjamin Hollingsworth,22.86,15,18,8208919.947368421,4789473.684210527,13964537.595255615,6.110526315789474,3.6842105263157894,6.215876375345106,25.260263157894737,49.53187875452922
Alexandra Barreto,14.641,15,10,11221336.2,7500020.0,19397157.008273147,5.77,7.2,5.861740355901138,4.6604,49.529937504317594
Armani Jackson,19.832,10,9,83865783.8888889,31666666.666666668,57831171.909658246,5.9444444444444455,10.77777777777778,9.366343740314488,11.749111111111112,49.52494052122382
Alisha Newton,16.168,10,6,33308385.833333332,15600000.0,33282628.10135842,4.95,6.333333333333333,4.642796092394707,13.777,49.52424788747556
Anna Hopkins,16.994,16,15,579247.8666666667,2000000.0,7483314.773547883,5.879999999999999,3.7333333333333334,2.9992591677871983,13.226466666666669,49.517014294351576
Simon Cowell,20.39,17,16,20453610.75,10500000.0,23900836.80543424,6.65625,8.5,7.35696948478108,11.5945,49.51674009204247
Hisham Tawfiq,23.418,16,8,2259317.375,1500000.0,3968626.966596886,5.525,10.125,12.056507578896968,17.401125,49.51264337388933
Ayden Mayeri,25.336,11,16,5816060.5625,3562500.0,8824459.96931257,6.0125,13.8125,13.866410629647458,15.021375,49.511917666400635
Ben Lloyd-Hughes,16.517,13,12,66888614.583333336,21291674.166666668,36429412.72078338,5.9750000000000005,8.666666666666666,6.459274125025367,16.811,49.509920799524885
Louis Ozawa,14.598,17,13,33070026.0,20153846.153846152,37829264.52414678,6.253846153846153,10.384615384615383,6.697168879901205,13.436846153846156,49.50918208801234
Cara Gee,15.558,10,14,7943062.928571428,9142857.142857144,28121819.548064057,6.292857142857142,3.142857142857143,3.1134992453861954,12.367714285714284,49.50704015726808
Dominique Perry,18.763,11,8,13976431.625,5001500.0,13228190.191783609,5.2625,5.875,9.610378504512711,22.942625,49.50698791124659
Peta Sergeant,18.504,17,8,1263707.375,2838412.5,4273231.931582201,5.3875,7.75,8.1967981553775,12.36725,49.50425120171881
Courtney Jines,21.606,18,7,32808218.285714287,7428571.428571428,13382901.06129185,5.871428571428572,6.285714285714286,4.3659162256960355,7.645571428571428,49.50353321747293
Megan Boone,29.278,8,8,66757514.75,19253750.0,32339692.69237882,5.375,11.625,11.412027646303702,31.5775,49.50249521951223
John Gemberling,14.454,16,16,478252.625,1250000.0,3307189.138830738,6.80625,10.1875,12.91906899702916,6.6038125,49.501979487228475
