name,popularity,career_length,number_of_movies,start_date_1,end_date_1,start_date_2,end_date_2,start_date_3,end_date_3,count_interval_1,count_interval_2,count_interval_3,avg_budget_0,avg_budget_1,avg_budget_2,std_budget_0,std_budget_1,std_budget_2,avg_revenue_0,avg_revenue_1,avg_revenue_2,avg_imdb_rating_0,avg_imdb_rating_1,avg_imdb_rating_2,avg_order_0,avg_order_1,avg_order_2,std_order_0,std_order_1,std_order_2,avg_popularity_0,avg_popularity_1,avg_popularity_2,Popularity (%)
Angelina Jolie,38.71,40,66,1982,1995,1995,2008,2008,2022,5,32,29,22704547.727272727,56084043.915719695,62457822.81870428,11783621.120205505,36620854.6592448,54685176.04986598,63199228.7534091,142417678.30042613,180512951.5909091,4.959999999999999,6.003125,6.475862068965517,7.4,2.71875,15.03448275862069,13.807244475274569,6.50593178856803,31.659266507089892,53.9294,59.72778125000001,48.5093103448276,95.0
Eddie Murphy,35.419,41,78,1982,1995,1995,2008,2008,2023,23,28,26,27530279.503105585,62540178.57142856,32766483.51648351,11330955.864468563,35756730.08000075,29936560.88574205,106583711.39363351,172549211.31313777,102593968.0934066,6.5652173913043494,6.042857142857143,6.426923076923076,2.4782608695652173,3.678571428571429,8.653846153846153,6.787902059305929,9.950066659606469,13.861796719185564,35.41717391304347,35.11617857142857,34.29161538461539,95.0
Danny DeVito,53.616,53,128,1970,1987,1987,2004,2004,2023,30,45,53,16001912.746331235,34549504.61215932,27144700.17799928,7027782.414949351,25559259.84462254,33924615.6909084,52160049.7365304,85312845.77258909,67138801.87562299,6.196666666666666,6.488888888888889,6.311320754716981,5.9,10.066666666666666,5.7924528301886795,9.495086448614709,15.55549206336249,7.183204967579971,31.27736666666666,29.788933333333343,31.027547169811324,95.0
Clint Eastwood,56.102,67,155,1955,1977,1977,1999,1999,2022,42,43,70,5821410.669530971,13407552.019583844,9765309.344790548,3884017.69598538,13416257.313845376,14303400.318883298,21570910.047831632,50074828.46740033,37223851.38035715,6.778571428571429,6.82093023255814,7.1,4.380952380952381,2.9767441860465116,7.371428571428571,6.557265621149098,6.3556909934582775,16.387426738266164,57.25135714285714,56.008953488372086,61.97932857142858,95.0
Betty White,33.863,78,68,1945,1971,1971,1997,1997,2023,2,24,41,8370923.9130434785,13845448.369565217,13845638.918345708,4566576.0869565215,34179024.55473742,18029588.48870293,26959645.483695652,71610016.5303442,44872749.6821315,7.5,6.566666666666667,6.453658536585365,8.5,20.291666666666668,9.853658536585366,8.5,34.531964861881555,15.071473580357122,14.044,17.023291666666665,18.44460975609756,95.0
Mel Gibson,80.725,46,91,1977,1992,1992,2007,2007,2023,25,31,35,16885014.49275362,43597194.950911626,22703064.18219462,10157611.385033362,35337201.9059956,19324499.75284752,63302113.10550724,121509728.74661057,38748969.35113871,6.516,6.503225806451613,6.314285714285714,1.84,7.548387096774194,3.4285714285714284,4.3697139494479496,14.21003441388178,8.15312635666559,70.61108,68.06709677419354,68.65334285714286,95.0
Harrison Ford,69.801,105,161,1918,1953,1953,1988,1988,2023,27,37,97,17251767.80242473,15888480.069998058,42478512.53893793,6260687.650975946,8167268.133320236,51601774.91219491,68838361.33130163,115575518.751993,138637205.884067,6.266666666666667,6.756756756756757,6.950515463917525,2.037037037037037,6.918918918918919,8.628865979381443,2.687164021809934,11.414496184921523,16.563106180389692,3.204407407407407,46.9265945945946,44.36313402061856,95.0
Nicolas Cage,141.98,43,128,1980,1994,1994,2008,2008,2023,24,40,64,18951695.492662475,49555968.55345912,36770033.90330188,13729830.558106383,29636742.47002633,44192925.38255384,33450201.69133255,101028762.5513856,60816832.4270342,6.120833333333334,6.422499999999999,5.6703125,3.7083333333333335,5.875,2.171875,9.510867322290972,15.274468075844736,7.855242452297383,90.5245,95.8934,95.70865625,95.0
Tom Hanks,68.632,43,145,1980,1994,1994,2008,2008,2023,24,47,74,20951203.948509485,38342734.94205155,30658534.58756317,13174376.95332445,35285703.181143865,34801865.99859114,100884101.02354336,167201941.61728075,114774013.5130191,6.416666666666667,7.231914893617023,7.039189189189189,2.9166666666666665,6.191489361702128,10.08108108108108,8.072157222342874,11.038883496333836,24.907264085737495,65.61754166666667,69.77412765957446,72.56989189189187,95.0
Sylvester Stallone,69.111,54,118,1969,1986,1986,2004,2004,2023,31,34,53,15890589.717741933,37329753.37009803,42740418.63207547,13622124.872540977,23252466.576915435,48220890.96432991,74657677.47244623,75777712.11060049,108136535.44280662,6.199999999999999,6.026470588235294,6.637735849056604,13.96774193548387,10.941176470588236,10.264150943396226,20.425290886652515,25.27023496302528,33.391418479194435,80.09532258064513,79.39423529411764,71.10424528301886,95.0
Bruce Willis,56.252,43,154,1980,1994,1994,2008,2008,2023,28,52,74,27441468.49134199,46121051.95571094,29194951.626535628,16565693.32015062,31204822.582743432,24173606.47492103,70310352.15300325,121018889.05565268,63872403.70777026,6.299999999999999,6.532692307692306,5.217567567567567,11.142857142857142,7.480769230769231,7.283783783783784,20.177275558895253,14.67400944712923,19.17100870773809,49.424178571428584,50.21269230769231,50.52452702702701,94.0
Robert De Niro,49.015,58,178,1965,1984,1984,2003,2003,2023,27,57,94,17332015.43922127,30195847.644511916,28662085.45383251,7414502.982947671,19990584.69395715,29821262.686753817,38171891.47507122,57023116.0932861,75521298.72013095,6.422222222222222,6.928070175438597,6.713829787234043,4.333333333333333,3.789473684210526,5.51063829787234,9.46337971105226,9.521419697520166,9.807449058719822,56.29566666666666,72.72036842105263,60.23248936170212,94.0
Charlie Chaplin,22.086,107,170,1914,1949,1949,1984,1984,2021,99,27,44,312238.332992083,243186.93693693695,88385.72919226046,987564.7786739804,656897.6893604702,27821.14089532049,370157.6576576576,277214.71471471473,175314.80343980345,6.193939393939393,6.829629629629629,6.925000000000001,1.2121212121212122,9.48148148148148,7.545454545454546,3.8409613886822696,11.901977334538968,12.666086691086386,28.091666666666676,27.559518518518523,24.72847727272727,93.0
Sarah Jessica Parker,20.195,40,61,1982,1995,1995,2008,2008,2022,18,22,21,15160078.347578349,18396226.68997669,21780952.38095238,8683458.17889012,20664184.339906737,26139023.98554977,29736781.782051284,32892475.784819342,54480203.65079366,6.344444444444445,5.972727272727273,5.933333333333334,2.111111111111111,5.7272727272727275,11.523809523809524,1.8525924445036743,11.836698780341118,27.975531907142148,13.79638888888889,14.890818181818185,14.098238095238097,93.0
Al Pacino,33.825,54,97,1969,1987,1987,2005,2005,2023,14,38,45,12336604.166666668,26397641.99561404,25206281.481481485,8028074.299788314,20313201.698078852,29069439.210783035,57966010.70059524,53560990.48486842,45623229.82722223,7.228571428571428,6.839473684210527,6.722222222222223,11.214285714285714,4.7894736842105265,6.155555555555556,38.24578141335809,10.600789182977795,11.025134023988716,50.55642857142857,53.092394736842095,62.50551111111112,93.0
Bill Murray,34.711,48,123,1975,1991,1991,2007,2007,2023,32,39,52,17740202.451938942,23736450.38791572,31316330.98134043,8045636.851900694,20405636.260558963,39437614.55599645,61452875.63660273,57260445.78236862,84473386.79269804,6.731249999999999,6.823076923076922,6.807692307692308,6.59375,4.538461538461538,8.903846153846153,10.114529694330823,5.467133284554604,13.055001422067235,26.612,26.35851282051282,26.51788461538462,93.0
Jack Nicholson,26.806,64,107,1958,1979,1979,2000,2000,2022,36,30,41,7632842.265795208,21859565.62091503,18506589.95695839,4581527.81373933,16869159.721810557,25742917.455815364,32196166.867347497,72041236.87457517,49504832.63823529,6.1416666666666675,6.823333333333335,6.914634146341464,5.5,4.066666666666666,18.097560975609756,10.147522959925848,10.804114442604211,32.174679393137076,26.541916666666665,25.982266666666664,27.61370731707317,93.0
Jodie Foster,47.687,53,82,1970,1987,1987,2004,2004,2023,26,27,29,9256346.153846154,20445046.296296295,21655474.13793103,3988105.917960282,23094548.23955343,23939262.47543699,25854061.22820513,58717046.8388889,49864114.22413795,6.342307692307691,6.82962962962963,7.027586206896551,3.423076923076923,3.814814814814815,7.689655172413793,3.7536964030659874,8.384452264788754,19.92763364375496,31.56673076923077,34.48125925925927,34.01748275862069,92.0
Kevin Bacon,60.746,45,105,1978,1993,1993,2008,2008,2023,29,32,44,12484281.089876749,21036586.97289157,19074406.71778021,9023038.404920973,17422735.628163,29515805.19707728,43905824.56442149,50004128.829866335,37108384.52108434,6.313793103448277,6.5375,6.7727272727272725,5.137931034482759,2.84375,6.5,9.276310718543655,5.948263270695069,18.718610088261457,62.22637931034484,62.532687499999994,59.38522727272727,92.0
Meryl Streep,26.71,47,134,1975,1990,1990,2005,2005,2022,25,29,79,14493141.024285715,29995274.494663388,22333427.673598547,5097816.233126536,29807945.6874661,19490770.160493173,42082719.79964285,61777302.96243841,70496026.28138189,6.82,6.851724137931033,6.818987341772153,6.28,1.7586206896551724,10.835443037974684,17.48718387848655,2.7499864879140534,29.19399555906063,22.402200000000004,21.916241379310353,21.60272151898734,92.0
Mr. T,32.721,41,30,1980,1993,1993,2006,2006,2021,14,9,7,11133928.57142857,15812500.0,14285714.285714284,9042893.110964352,22192106.329353537,34992710.611188255,52032749.72321428,37436550.48611111,34712638.0,6.257142857142858,5.366666666666667,7.185714285714286,7.5,8.444444444444445,18.714285714285715,15.300560213833442,6.25586144900411,19.27777614407908,15.553071428571426,17.409888888888887,15.54557142857143,92.0
Kevin Costner,133.838,40,91,1981,1993,1993,2006,2006,2021,30,27,34,19471627.415458936,39458725.84541063,36542082.26768968,8862088.425004877,35555893.69473862,52545805.73378143,83798715.3098732,55727658.57004832,96665074.8716965,6.359999999999999,6.477777777777777,6.979411764705882,6.166666666666667,2.740740740740741,6.647058823529412,15.392819393759185,4.710843225553956,18.89114693516388,96.67373333333332,97.0837777777778,94.95891176470587,92.0
John Travolta,66.627,49,103,1974,1990,1990,2005,2005,2023,19,39,45,14492641.325536065,37287488.1291548,22465123.45679012,7617558.206223589,24204017.27170323,25682192.222096685,67191161.07785086,74846541.77368237,45341895.42222222,5.9789473684210535,5.941025641025641,6.402222222222223,4.842105263157895,4.435897435897436,16.244444444444444,8.755528526502175,8.796254656925331,40.287938948168566,56.12015789473685,64.02266666666665,58.24548888888888,92.0
Michael Keaton,56.232,45,77,1978,1992,1992,2007,2007,2023,19,27,31,23723466.90590112,30191635.802469134,60478977.27272727,16072114.606604768,21160857.637016803,65417362.051564135,85613684.40956938,82493820.50196409,200353751.39604107,6.294736842105263,6.3,6.883870967741934,7.105263157894737,7.074074074074074,5.32258064516129,14.45098698811773,10.787255601028486,7.838643302519992,50.89684210526316,49.42292592592592,49.546096774193565,92.0
Jean-Claude Van Damme,41.113,44,82,1979,1993,1993,2007,2007,2023,18,30,34,10325304.251851851,21155144.339999996,21665961.77843137,8468632.115522921,15675055.636720272,37318526.81375091,37057848.83055555,43146460.20999999,98958161.1757353,5.716666666666667,5.746666666666667,5.749999999999999,5.833333333333333,5.733333333333333,6.823529411764706,9.867173410410455,12.71726735147488,17.58921893767231,42.90655555555556,42.72686666666668,42.79976470588235,91.0
Chevy Chase,41.737,50,104,1973,1989,1989,2005,2005,2023,28,34,42,9567700.058652729,12207969.373744622,9338867.623499809,6789062.697000398,16765728.546453178,13213003.498153074,29780150.23658899,20156716.959917504,16247018.099170052,6.364285714285715,6.226470588235294,6.078571428571428,8.035714285714286,3.823529411764706,4.571428571428571,23.76143655899068,6.01698863628102,6.214969858344935,30.243500000000004,29.51920588235294,29.79378571428571,91.0
Ice-T,21.032,40,110,1983,1996,1996,2009,2009,2023,17,56,37,6758338.9037433155,3759725.040584416,6476804.36117936,7375218.05382764,7944858.679844439,17044986.184471432,11730643.926136363,3483473.883319805,8630806.41676904,5.911764705882353,4.966071428571429,6.586486486486487,6.764705882352941,5.178571428571429,7.162162162162162,11.053503100639531,7.634758726791995,12.977138970728303,20.469058823529416,18.293964285714285,18.526216216216213,91.0
Jamie Lee Curtis,34.282,45,84,1978,1993,1993,2008,2008,2023,29,32,23,7606865.266963294,19599896.043346778,19360890.749181855,5210153.697491476,23264199.72784056,30462241.929214373,32996912.37152391,48919986.91280241,67480157.9109397,6.137931034482759,6.231250000000001,6.673913043478261,6.0344827586206895,7.03125,9.043478260869565,17.596008086907965,9.802692152541566,22.750973721865304,26.44303448275862,26.31459375,26.42434782608695,91.0
Demi Moore,50.904,41,59,1981,1994,1994,2007,2007,2022,20,20,19,17086509.5972973,31694887.01621622,10176457.846372688,12793912.135410372,31273813.950904056,6855095.0715230405,70297894.18716215,68188116.86418918,13267164.06970128,5.685,6.275,6.057894736842106,4.2,5.2,3.8947368421052633,11.066164647247932,8.52994724485445,3.291052252813365,30.15065,29.642499999999995,29.965263157894732,91.0
Sean Connery,30.879,69,121,1954,1976,1976,1999,1999,2023,47,46,28,7145283.486460351,20449842.171717167,10565696.24819625,3701531.8204031014,18857359.80213031,14617717.624585168,37063894.884671174,70864566.90802045,35045770.846320346,6.582978723404253,6.473913043478262,6.9678571428571425,2.425531914893617,2.8260869565217392,9.214285714285714,4.7073716786888475,6.228630765250888,12.904476363033163,25.576234042553192,24.583456521739137,26.46628571428571,91.0
Michelle Pfeiffer,31.503,44,67,1979,1993,1993,2007,2007,2023,28,19,20,28490357.142857134,45060350.877192974,78005291.66666667,14368936.760332998,23576667.966264974,84091271.94654949,80768192.82261905,102894223.1976608,306432993.5411111,6.217857142857143,6.58421052631579,6.685,4.357142857142857,2.9473684210526314,7.7,11.458665734201483,6.747113879754157,12.32923355282071,27.358750000000004,29.93394736842105,28.526249999999997,91.0
Hugh Grant,32.096,41,71,1982,1995,1995,2008,2008,2023,24,20,27,12832653.06122449,27383095.238095243,31527425.04409171,6970381.729350757,17355588.018832147,32875022.241865084,46373136.85060587,108640915.40119047,64966300.220127866,6.5,6.209999999999999,6.933333333333335,1.6666666666666667,6.3,6.851851851851852,2.4608038433722337,14.202464574854604,10.26213357248548,29.178083333333333,29.43340000000001,29.17014814814815,90.0
Steve Martin,45.433,72,110,1951,1975,1975,1999,1999,2023,3,56,51,7693182.113636363,14555482.090638528,19488867.866755795,0.0,14446390.808191156,26385529.231617115,17232326.806818184,35568690.511566564,42490766.4360517,6.166666666666667,6.882142857142857,6.870588235294117,7.0,4.089285714285714,11.980392156862743,1.632993161855452,6.9030965766776555,25.115021827879037,17.522333333333332,35.770517857142856,33.4166862745098,90.0
Kevin Hart,43.751,45,88,1978,1993,1993,2008,2008,2023,3,13,72,21147979.898989897,33322610.74592075,30696001.90656566,4668333.182954138,14915146.239597335,30478920.118320186,81307171.96906567,96942856.25844988,134009946.32231168,4.966666666666666,4.830769230769231,6.151388888888889,12.333333333333334,18.153846153846153,7.347222222222222,14.636332266733431,25.972903495303164,16.45377339550467,0.6,49.38761538461539,43.90620833333333,90.0
Patrick Swayze,29.082,40,49,1979,1992,1992,2005,2005,2019,22,20,7,9629769.675925927,11883646.111111112,7547964.021164021,6913515.430168734,9811046.42697581,7214450.840927258,49008356.79671717,16323209.112500004,9022014.873015871,6.322727272727272,6.2,6.314285714285714,8.181818181818182,8.55,1.4285714285714286,21.98064512999058,12.257548694580006,1.4982983545287878,29.08104545454545,29.369399999999995,28.76742857142857,90.0
Sean Penn,26.518,42,91,1981,1995,1995,2009,2009,2023,23,38,30,11268746.061751734,18220137.299771167,20196376.811594203,5793285.473357708,15638550.8905782,20521446.778499752,18516109.65343415,35545471.929419324,38586170.59275363,6.221739130434783,6.731578947368421,6.786666666666666,3.347826086956522,5.2105263157894735,5.3,5.59975694854676,11.498644988219132,9.706183596038146,28.283478260869565,29.052131578947368,29.079499999999992,90.0
Drew Barrymore,38.724,45,87,1978,1993,1993,2008,2008,2023,23,42,22,11776053.51170569,28819070.512820516,18170909.090909097,6282685.675764405,26962104.481855877,10539546.50031466,59243911.88628763,67755018.94986264,51577196.80587122,5.9913043478260875,6.402380952380954,6.836363636363637,5.6521739130434785,3.5952380952380953,11.136363636363637,9.039087562898938,5.411889573229896,26.16954415579901,24.95230434782608,26.012809523809523,24.91677272727273,90.0
Jane Fonda,41.105,63,133,1960,1981,1981,2002,2002,2023,41,28,64,3837730.5585585586,3803911.526061777,5968036.973254505,2696194.0039153956,4404567.154398861,10972932.451591728,15040259.458676664,10183029.666083496,12690356.81257918,6.373170731707317,6.921428571428571,6.7890625,1.0731707317073171,7.178571428571429,5.859375,1.5986311812852625,14.489044066438051,13.548370736342248,26.977073170731707,26.64046428571428,28.646875,90.0
Charlie Sheen,34.881,47,84,1974,1989,1989,2003,2003,2021,18,42,25,8404301.075268818,14699135.944700465,19346290.322580647,4139251.981821566,11120115.377153952,20598010.8793355,28942496.76877987,33966792.329173066,41243988.90193548,6.505555555555556,5.661904761904762,5.476,7.277777777777778,3.1904761904761907,11.4,10.560963526936543,5.3729396726209,20.830746506066458,26.84777777777778,28.41530952380952,29.55756,90.0
Liam Neeson,89.619,45,153,1978,1993,1993,2008,2008,2023,33,42,78,23734910.609915953,39748236.71998061,47828014.61146996,7828768.067624283,39974250.9709734,52252352.44851927,42828025.07721779,128157099.82857367,131982010.71256606,6.124242424242424,7.119047619047619,6.598717948717949,4.696969696969697,4.5,11.346153846153848,8.291963427556238,9.391612265866865,26.139579442145372,108.04503030303032,104.72245238095238,106.48951282051284,90.0
Dustin Hoffman,25.285,57,132,1966,1985,1985,2004,2004,2023,32,42,58,10698323.863636363,25995806.277056273,27873145.24555904,4162302.9456581674,20628702.99744787,36209181.89077409,45947787.01917614,60689170.815476194,89893970.3401254,7.0,6.909523809523808,6.932758620689655,9.40625,5.428571428571429,12.586206896551724,26.385198709456407,9.467093024795735,22.27727656446379,26.125875,26.358333333333327,25.704258620689657,90.0
Pierce Brosnan,63.501,43,120,1980,1994,1994,2008,2008,2023,20,55,45,14680622.38367347,27299150.27433519,22631065.759637184,8401419.54263684,31228773.477596924,31866495.476752684,56814785.35,63406085.56363636,65991662.53333333,6.0600000000000005,6.550909090909091,6.373333333333332,4.1,3.6,2.2,7.660939890117921,7.578918128598567,2.7936435786342617,53.4406,53.78263636363637,51.22886666666667,90.0
James Earl Jones,51.292,57,173,1964,1983,1983,2002,2002,2021,38,93,42,10618515.997153483,15030432.050962515,34714453.905182384,3338758.064421917,14638987.732123105,60785197.92333394,84267625.593917,72831214.85346049,170743154.5626511,6.649999999999999,6.4967741935483865,6.6571428571428575,7.842105263157895,6.795698924731183,17.0,18.285061944240415,17.564969500222944,25.60877825686973,28.43542105263158,30.651193548387095,31.31528571428572,90.0
Tommy Lee Jones,47.148,53,97,1970,1987,1987,2004,2004,2023,23,38,36,18896939.13043479,39802627.192982465,35691390.740740746,11237374.791137304,27984104.720819306,42663510.77305993,47323259.29862318,105135284.78999998,91914651.34888887,6.23913043478261,6.315789473684211,6.780555555555555,1.6521739130434785,1.8421052631578947,4.222222222222222,3.211510489151198,2.580558036238161,7.345108391572627,42.55856521739131,42.28497368421053,42.22966666666666,90.0
Anthony Hopkins,48.273,56,139,1967,1985,1985,2003,2003,2023,33,52,54,19291841.49184149,32662684.91124261,40470667.14150047,4088235.5687222662,27691630.46524495,50201091.44088503,44332121.71323815,79400485.52957553,96830276.9334936,6.572727272727272,6.698076923076924,6.44074074074074,1.4242424242424243,3.1346153846153846,5.37037037037037,2.1324378285768706,8.46719653484926,18.547532826144284,37.64845454545454,36.75155769230769,36.53307407407407,90.0
Priscilla Presley,20.754,42,19,1981,1995,1995,2009,2009,2023,7,5,7,19125000.0,5950000.0,5312500.0,14876988.16245124,2975000.0,3359920.0139289033,38457201.28571428,11971688.8,8574433.285714285,6.757142857142857,6.319999999999999,7.042857142857144,30.857142857142858,5.8,10.571428571428571,62.954470104373435,6.49307323229917,11.017611134090767,19.765285714285714,19.437399999999997,19.34728571428571,89.44250907797644
Christopher Reeve,20.314,43,65,1975,1989,1989,2003,2003,2018,28,30,7,9686837.8679402,4573014.401550388,10441653.637873754,14905077.96904483,5739838.946054766,18224193.49238835,27287684.097799003,8768478.170542633,11021335.380398674,6.560714285714285,6.533333333333332,7.814285714285714,19.142857142857142,7.266666666666667,24.714285714285715,45.523709902261984,21.93465041638204,33.27252957756287,18.761321428571428,18.133,18.56257142857143,89.0
John Goodman,40.655,43,132,1980,1994,1994,2008,2008,2023,31,50,51,24282464.84359726,38224036.86666667,49009271.27450981,7821465.456477153,36883345.76636839,53679551.87156163,57396866.38905183,83406417.42151515,130534255.01426025,6.145161290322582,6.31,6.521568627450981,5.483870967741935,8.36,8.607843137254902,8.26134007618125,16.55265537610205,17.869986263940813,35.09716129032258,34.17660000000001,35.39978431372549,89.0
Danny Glover,34.405,44,180,1979,1993,1993,2007,2007,2023,30,46,104,13577975.352320671,24472221.986791413,13635202.864126908,8280150.006617995,28122984.043773036,24652460.898640774,52252187.62109707,51389200.97220694,40739390.76320594,6.650000000000001,6.456521739130435,5.80576923076923,3.6333333333333337,4.130434782608695,4.230769230769231,8.91247565058229,8.289880409406907,9.703519156660054,43.542333333333346,41.12869565217392,41.29933653846153,89.0
Jack Black,53.103,64,109,1959,1980,1980,2001,2001,2023,1,25,83,19964914.068965517,37993272.50206897,36903005.75238886,0.0,35731172.54888939,36350261.3794321,78999258.03448276,79016784.84465519,150899721.65882498,6.6,6.052,6.718072289156627,15.0,10.44,8.228915662650602,0.0,9.02476592494232,16.160583686527932,0.6,49.42027999999999,46.48344578313253,89.0
